genesymbol	pre.1	pre.2	X20min.1	X20min.2
CAGL0L07744g	217.25001	175.75001	558.75001	497.00001
CAGL0F01397g	533.25001	503.62501	708.25001	741.75001
CAGL0B02431g	458.25001	385.25001	1247.25001	1092.25001
CAGL0I03938g	1080.75001	1072.62501	1241.50001	1212.00001
CAGL0G02783g	229.25001	240.50001	74.00001	101.62501
CAGL0A01980g	201.87501	192.75001	304.37501	290.50001
CAGL0J06908g	115.37501	113.25001	444.12501	377.75001
CAGL0D01232g	398.12501	472.62501	853.50001	804.37501
CAGL0C00583g	428.12501	438.87501	285.62501	310.25001
CAGL0E01947g	1157.25001	1162.50001	690.50001	786.25001
CAGL0L10186g	125.00001	95.50001	852.75001	702.37501
CAGL0F03553g	538.00001	522.50001	735.37501	783.37501
CAGL0K11770g	395.50001	403.50001	256.50001	280.87501
CAGL0M11616g	885.00001	951.75001	279.00001	394.75001
CAGL0I10010g	29.00001	14.75001	449.00001	362.75001
CAGL0A00627g	394.62501	411.00001	151.50001	199.00001
CAGL0G02805g	372.50001	384.75001	467.37501	474.62501
CAGL0K07205g	222.62501	250.00001	65.62501	85.25001
CAGL0K12012g	3641.75001	3592.50000999999	1389.75001	1849.75001
CAGL0K06435g	209.25001	208.12501	132.00001	121.87501
CAGL0K09724g	2365.25001	2426.00001	1456.00001	1642.00001
CAGL0B01463g	524.37501	512.50001	308.25001	257.25001
CAGL0J02222g	793.12501	724.25001	156.50001	262.87501
CAGL0G10043g	1140.25001	1047.12501	327.00001	459.75001
CAGL0F04653g	609.37501	661.25001	867.50001	878.12501
CAGL0I01078g	1939.50001	2056.50001	2746.25001	2636.00001
CAGL0M11198g	224.75001	209.25001	110.50001	119.00001
CAGL0K08932g	60.50001	60.37501	142.25001	155.25001
CAGL0L10868g	1991.25001	2152.75001	1161.00001	1276.62501
CAGL0M00770g	892.00001	943.50001	458.12501	539.75001
CAGL0D06094g	160.62501	148.62501	69.75001	66.75001
CAGL0M03201g	515.25001	527.50001	375.50001	399.50001
CAGL0G04631g	606.25001	653.50001	379.00001	404.00001
CAGL0M01320g	214.00001	237.12501	396.62501	372.25001
CAGL0A02112g	4507.75001	4393.50001	2564.75001	2945.25001
CAGL0M09581g	2230.50001	2187.00001	2477.75001	2441.50001
CAGL0D04202g	313.75001	302.25001	179.25001	199.00001
CAGL0K10934g	304.50001	335.50001	490.12501	474.62501
CAGL0G04587g	195.87501	185.25001	92.25001	102.75001
CAGL0K11022g	439.00001	444.50001	590.75001	563.75001
CAGL0J06094g	694.37501	704.62501	579.25001	597.25001
CAGL0M05665g	272.50001	255.00001	822.12501	706.75001
CAGL0K11088g	2187.00001	2235.25001	2479.50001	2525.50001
CAGL0F07887g	1377.62501	1273.00001	874.62501	876.25001
CAGL0B01573g	261.25001	285.75001	126.50001	141.50001
CAGL0H06699g	251.50001	281.00001	497.87501	548.25001
CAGL0F01287g	1041.50001	1089.50001	1310.50001	1288.50001
CAGL0L02915g	1499.62501	1313.12501	607.25001	616.00001
CAGL0H05247g	212.50001	241.00001	60.25001	78.00001
CAGL0E05280g	155.25001	125.00001	312.00001	294.37501
CAGL0H07271g	106.75001	123.00001	9.50001	17.00001
CAGL0J03718g	834.37501	724.25001	225.62501	280.87501
CAGL0J11176g	208.00001	185.25001	329.75001	318.25001
CAGL0I06072g	407.75001	381.50001	645.87501	704.62501
CAGL0M00242g	225.87501	217.12501	326.00001	346.00001
CAGL0F05329g	876.75001	964.75001	530.12501	493.37501
CAGL0M12595g	585.25001	617.50001	1131.25001	1024.50001
CAGL0L06556g	415.50001	428.75001	511.50001	509.25001
CAGL0G08844g	130.75001	102.62501	252.87501	254.00001
CAGL0I03806g	516.25001	515.75001	314.25001	354.25001
CAGL0K11528g	437.12501	416.00001	229.25001	262.87501
CAGL0I01056g	476.00001	480.00001	388.25001	399.50001
CAGL0D05764g	206.25001	192.75001	287.75001	292.87501
CAGL0K12958g	183.50001	154.00001	335.00001	318.25001
CAGL0L04268g	215.25001	209.25001	953.62501	796.87501
CAGL0F01661g	188.00001	171.25001	83.00001	80.25001
CAGL0E04548g	92.00001	79.50001	174.25001	183.00001
CAGL0H00847g	515.25001	527.50001	289.50001	335.00001
CAGL0J01199g	272.50001	261.25001	371.25001	358.50001
CAGL0G09867g	353.25001	345.00001	272.50001	266.50001
CAGL0F02387g	735.37501	822.12501	1441.75001	1594.25001
CAGL0C05313g	1429.00001	1489.25001	1011.50001	1086.75001
CAGL0B00484g	1183.00001	1049.00001	206.25001	353.00001
CAGL0L02123g	482.25001	476.37501	407.75001	408.00001
CAGL0M09229g	401.37501	458.87501	1080.75001	953.62501
CAGL0G07799g	520.75001	496.25001	665.87501	694.75001
CAGL0K03459g	88.37501	86.00001	343.00001	290.50001
CAGL0I00638g	99.25001	109.00001	227.62501	207.87501
CAGL0M13695g	268.87501	260.00001	159.00001	173.75001
CAGL0G08294g	532.12501	610.25001	227.25001	240.87501
CAGL0J06776g	566.75001	598.62501	428.12501	435.00001
CAGL0E05918g	84.00001	100.50001	191.75001	202.00001
CAGL0C00363g	517.12501	534.75001	698.62501	669.00001
CAGL0I08833g	1346.62501	1260.87501	1680.75001	1664.25001
CAGL0A03828g	289.12501	290.50001	191.25001	206.25001
CAGL0E02387g	153.00001	147.00001	227.62501	238.00001
CAGL0C04367g	488.25001	441.50001	727.87501	694.75001
CAGL0B04301g	294.00001	293.00001	152.00001	178.50001
CAGL0L12782g	245.25001	266.50001	94.50001	60.62501
CAGL0D00770g	1080.75001	1085.25001	1305.25001	1363.75001
CAGL0H04235g	396.50001	454.12501	168.50001	179.50001
CAGL0G06842g	418.37501	417.62501	912.50001	806.75001
CAGL0G03355g	1327.25001	1247.25001	908.50001	941.00001
CAGL0K02079g	2129.75001	2052.00001	2419.00001	2440.25001
CAGL0K12980g	702.37501	747.75001	412.50001	463.00001
CAGL0L06226g	540.87501	513.75001	250.00001	302.25001
CAGL0K09020g	367.12501	401.00001	231.00001	227.50001
CAGL0L08426g	44.62501	70.75001	196.37501	185.75001
CAGL0C02211g	1216.75001	1123.75001	680.25001	590.75001
CAGL0J10296g	301.75001	238.00001	639.37501	713.25001
CAGL0G09889g	365.25001	375.25001	248.75001	221.87501
CAGL0K12056g	452.25001	418.50001	600.50001	621.25001
CAGL0K04411g	147.00001	156.50001	318.25001	286.62501
CAGL0A01804g	882.00001	1056.25001	206.25001	250.25001
CAGL0E04532g	603.25001	550.75001	331.75001	349.25001
CAGL0B04037g	299.25001	279.00001	394.25001	397.75001
CAGL0C04026g	225.87501	238.00001	329.75001	346.00001
CAGL0K08250g	709.12501	746.50001	384.75001	448.75001
CAGL0E05940g	691.75001	719.00001	837.50001	849.00001
CAGL0L09229g	724.25001	703.50001	894.50001	936.12501
CAGL0E03025g	413.00001	419.37501	846.50001	964.75001
CAGL0I02904g	616.62501	638.62501	1065.25001	973.50001
CAGL0M02585g	263.00001	253.12501	180.12501	173.75001
CAGL0B04103g	130.75001	140.37501	260.00001	239.25001
CAGL0D05324g	180.75001	167.75001	312.75001	289.50001
CAGL0G03487g	321.75001	349.25001	191.25001	203.00001
CAGL0J09724g	381.50001	390.75001	535.00001	507.50001
CAGL0L02145g	295.75001	311.25001	428.75001	410.87501
CAGL0B03817g	162.50001	159.00001	809.25001	668.25001
CAGL0M11110g	798.25001	973.75001	155.50001	173.75001
CAGL0K08888g	1021.00001	1179.75001	400.75001	447.50001
CAGL0E02937g	420.25001	376.75001	95.50001	145.75001
CAGL0M02695g	16698.00001	16698.00001	9865.62500999999	11362.75001
CAGL0K11275g	101.75001	100.50001	245.00001	217.25001
CAGL0A03630g	221.75001	205.37501	305.87501	310.25001
CAGL0H00484g	286.75001	270.25001	371.25001	376.50001
CAGL0C01199g	495.75001	521.75001	317.25001	348.25001
CAGL0H08888g	43.75001	45.25001	145.75001	168.50001
CAGL0H10560g	295.75001	282.50001	194.75001	203.00001
CAGL0M13497g	328.50001	357.25001	561.62501	524.50001
CAGL0E02651g	49.25001	50.25001	130.75001	145.75001
CAGL0E02299g	367.12501	401.00001	603.25001	650.50001
CAGL0J09812g	772.25001	812.87501	2873.75001	2415.75001
CAGL0M06457g	930.50001	854.75001	565.50001	582.25001
CAGL0I01188g	617.75001	662.75001	832.25001	844.00001
CAGL0I05874g	487.25001	369.50001	1249.50001	1106.00001
CAGL0J04554g	480.00001	481.25001	316.00001	272.50001
CAGL0H05775g	162.50001	176.75001	297.25001	277.25001
CAGL0D04576g	598.75001	695.25001	248.75001	257.25001
CAGL0I07689g	490.25001	428.75001	179.25001	201.00001
CAGL0G04389g	261.25001	257.50001	176.00001	160.25001
CAGL0F09229g	480.00001	489.50001	379.00001	356.50001
CAGL0H09526g	318.25001	327.75001	194.75001	217.25001
CAGL0E02101g	261.25001	266.50001	161.25001	138.25001
CAGL0E03003g	85.62501	79.50001	172.25001	160.25001
CAGL0G09669g	1354.25001	1544.75001	668.50001	690.50001
CAGL0J02420g	674.25001	620.12501	413.00001	388.25001
CAGL0H07161g	108.87501	119.00001	27.75001	35.75001
CAGL0F02937g	13741.25001	14103.25001	9563.25001	10470.00001
CAGL0H04609g	384.75001	367.25001	232.50001	255.50001
CAGL0K06281g	1548.00001	1477.75001	1061.50001	1136.00001
CAGL0J04158g	126.50001	123.00001	454.25001	382.37501
CAGL0B02585g	2020.00001	1907.25001	981.00001	1172.62501
CAGL0H08063g	106.75001	97.50001	176.00001	175.25001
CAGL0M03399g	252.75001	319.37501	632.75001	588.37501
CAGL0A01782g	6272.25001	7344.00001	1501.00001	2152.75001
CAGL0L07062g	411.25001	391.75001	233.75001	193.75001
CAGL0E01595g	322.87501	281.00001	91.25001	114.00001
CAGL0I07227g	2440.25001	2318.50001	3681.00001	3413.25001
CAGL0F06479g	400.25001	401.00001	315.37501	297.87501
CAGL0I06743g	2230.50001	2477.75001	1380.25001	1348.50001
CAGL0J04488g	145.75001	145.75001	239.25001	224.50001
CAGL0E03223g	348.25001	394.75001	97.12501	138.25001
CAGL0J00209g	217.25001	239.25001	99.75001	114.00001
CAGL0L03674g	151.37501	151.75001	241.00001	227.50001
CAGL0L05940g	374.50001	376.75001	280.87501	296.00001
CAGL0K08184g	1472.50001	1431.50001	2454.37501	2232.50001
CAGL0H02409g	3387.00001	3137.25001	2022.00001	2178.50001
CAGL0I06248g	437.12501	415.50001	319.25001	310.25001
CAGL0B01419g	708.25001	607.50001	1838.25001	1589.50001
CAGL0I02002g	224.75001	216.00001	305.25001	296.00001
CAGL0C03630g	1187.25001	1081.37501	482.50001	590.75001
CAGL0L00671g	596.25001	529.75001	288.25001	261.62501
CAGL0G08734g	2246.50001	2522.00001	1128.00001	1256.00001
CAGL0I08305g	160.62501	116.50001	531.87501	454.50001
CAGL0F03531g	780.12501	852.75001	498.87501	522.50001
CAGL0A04521g	17976.25001	17976.25001	12823.25001	13989.75001
CAGL0H01683g	234.75001	218.37501	123.75001	133.75001
CAGL0K01353g	222.62501	255.75001	581.25001	511.87501
CAGL0C01925g	377.62501	376.75001	99.00001	160.25001
CAGL0L08492g	392.75001	376.00001	557.50001	601.75001
CAGL0M13101g	130.75001	126.50001	250.50001	227.50001
CAGL0M00638g	1561.50001	1656.25001	601.62501	812.25001
CAGL0G06072g	320.75001	347.12501	692.25001	616.00001
CAGL0J11308g	250.00001	205.00001	474.75001	440.00001
CAGL0M03311g	753.25001	730.75001	611.75001	627.00001
CAGL0I10538g	245.25001	241.00001	156.50001	138.25001
CAGL0K05335g	1109.00001	1058.75001	845.00001	870.00001
CAGL0G04961g	418.37501	428.75001	315.37501	332.62501
CAGL0D01804g	460.75001	476.37501	610.25001	644.75001
CAGL0A03234g	15160.00001	15726.75001	13190.50001	13274.25001
CAGL0L05390g	710.75001	685.75001	1059.00001	1161.87501
CAGL0H03399g	2246.50001	2355.75001	3439.00001	3198.75001
CAGL0I02574g	1461.50001	1669.75001	762.25001	706.75001
CAGL0J07810g	680.37501	740.25001	451.50001	414.50001
CAGL0K05313g	2518.00001	2734.25001	1566.50001	1706.00001
CAGL0M00374g	278.62501	294.25001	714.87501	841.00001
CAGL0M01804g	2448.50001	2529.00001	1120.00001	1426.37501
CAGL0K00517g	366.25001	386.12501	533.25001	571.50001
CAGL0K02849g	653.50001	623.25001	916.75001	991.75001
CAGL0M09317g	413.00001	362.00001	619.62501	657.75001
CAGL0E04994g	6811.75001	6039.25001	2440.87501	3021.75001
CAGL0K03091g	376.75001	447.87501	122.25001	135.75001
CAGL0G00220g	2910.25001	2873.75001	3413.25001	3564.25001
CAGL0E04510g	133.75001	136.50001	203.87501	214.50001
CAGL0H00572g	817.75001	970.50001	1624.75001	1768.75001
CAGL0K01441g	140.50001	131.25001	60.25001	65.37501
CAGL0L06864g	93.75001	130.25001	355.00001	414.50001
CAGL0I10923g	369.75001	322.75001	565.50001	603.62501
CAGL0D03102g	99.25001	98.12501	164.50001	173.75001
CAGL0F02563g	1584.50001	1332.50001	367.50001	471.50001
CAGL0K00781g	687.50001	694.50001	258.50001	128.87501
CAGL0L04664g	331.00001	295.75001	1151.00001	1401.25001
CAGL0L05852g	695.25001	726.25001	557.50001	531.00001
CAGL0K10318g	319.50001	335.50001	413.00001	418.00001
CAGL0M04807g	919.50001	972.12501	737.00001	722.12501
CAGL0L06842g	456.75001	434.00001	318.25001	294.37501
CAGL0F00539g	1266.00001	1290.00001	1107.00001	1065.50001
CAGL0J03388g	225.87501	242.25001	145.75001	137.25001
CAGL0G06138g	1133.25001	1166.75001	928.00001	966.50001
CAGL0I00594g	3089.50001	3305.75001	1879.25001	2111.00001
CAGL0G07909g	969.00001	907.25001	1351.87501	1457.25001
CAGL0F07997g	676.00001	649.25001	491.50001	519.00001
CAGL0L03630g	961.75001	923.25001	1464.00001	1616.25001
CAGL0H04389g	148.50001	150.62501	238.00001	258.50001
CAGL0I08019g	294.75001	298.00001	363.75001	373.75001
CAGL0H05973g	130.75001	123.00001	35.75001	49.25001
CAGL0K05137g	190.00001	188.00001	265.50001	280.87501
CAGL0B03047g	6888.25001	6600.00001	5076.75001	4675.75001
CAGL0D01408g	2547.50001	2580.50001	1775.50001	1956.50001
CAGL0L09207g	155.25001	136.50001	238.00001	240.87501
CAGL0I07931g	298.00001	272.50001	73.00001	114.00001
CAGL0F05357g	796.75001	749.12501	961.37501	973.50001
CAGL0M05907g	264.75001	277.25001	115.75001	146.87501
CAGL0L07920g	243.12501	218.37501	522.50001	606.25001
CAGL0J04796g	483.25001	434.00001	702.75001	752.25001
CAGL0K03575g	56.00001	59.00001	201.50001	171.25001
CAGL0G00990g	8584.75001	8538.00001	4879.00001	3747.50001
CAGL0J07370g	659.00001	658.87501	321.50001	399.50001
CAGL0L10428g	312.00001	318.25001	218.50001	234.75001
CAGL0F03289g	400.25001	442.50001	154.00001	201.00001
CAGL0E02607g	474.75001	422.62501	655.75001	650.50001
CAGL0L13090g	250.00001	271.50001	137.25001	112.62501
CAGL0K03641g	261.75001	280.50001	443.50001	489.75001
CAGL0G03201g	280.50001	250.50001	391.75001	392.75001
CAGL0H09548g	702.37501	605.50001	1078.25001	1154.00001
CAGL0J09064g	2728.00001	2764.75001	1756.25001	1987.50001
CAGL0M04301g	154.00001	136.50001	57.75001	55.00001
CAGL0J06204g	743.25001	753.75001	890.50001	862.00001
CAGL0H06677g	428.12501	458.25001	615.00001	653.37501
CAGL0J03652g	2734.25001	2738.00001	1637.37501	1897.75001
CAGL0M06413g	500.50001	593.25001	923.00001	896.37501
CAGL0K10868g	351.37501	363.87501	1881.00001	2355.75001
CAGL0F07557g	103.00001	100.50001	38.00001	42.00001
CAGL0K12034g	722.75001	762.25001	1438.75001	1651.12501
CAGL0D03014g	1535.75001	1562.75001	1285.50001	1341.00001
CAGL0K04169g	148.50001	174.62501	311.25001	289.50001
CAGL0E06336g	611.75001	595.50001	506.25001	516.50001
CAGL0M13981g	175.87501	174.62501	403.00001	350.75001
CAGL0D02948g	4393.50001	3169.00001	15331.75001	12823.25001
CAGL0D05852g	302.50001	307.87501	433.25001	407.00001
CAGL0H06919g	729.37501	616.50001	1177.50001	1117.50001
CAGL0G05027g	9563.25001	10049.50001	4756.00001	5875.00001
CAGL0K07898g	289.12501	304.62501	194.75001	173.75001
CAGL0G06776g	471.50001	423.62501	650.50001	634.37501
CAGL0C03850g	207.00001	206.25001	407.75001	362.00001
CAGL0L07986g	178.50001	212.62501	371.25001	347.50001
CAGL0M05951g	42.50001	40.75001	118.00001	134.50001
CAGL0G06006g	59.25001	59.00001	117.25001	119.00001
CAGL0H05599g	448.37501	420.37501	801.87501	719.00001
CAGL0L01067g	203.00001	199.00001	314.75001	346.00001
CAGL0D04972g	241.00001	181.50001	465.50001	441.37501
CAGL0K07392g	1469.50001	1516.50001	800.50001	960.37501
CAGL0A04785g	780.12501	730.75001	956.50001	944.37501
CAGL0M01540g	270.25001	281.00001	429.25001	473.25001
CAGL0L11572g	460.75001	439.75001	875.50001	1007.25001
CAGL0L04092g	646.62501	585.37501	310.75001	355.37501
CAGL0M06809g	208.00001	237.12501	58.87501	83.62501
CAGL0B02563g	324.00001	371.37501	1187.75001	990.75001
CAGL0I04620g	229.25001	188.00001	444.12501	501.50001
CAGL0F03575g	309.75001	311.25001	372.00001	368.62501
CAGL0M09603g	458.25001	419.37501	590.75001	594.00001
CAGL0L08602g	335.00001	360.00001	458.75001	471.50001
CAGL0F04719g	243.12501	218.75001	670.62501	568.00001
CAGL0J04818g	731.37501	807.00001	1076.25001	1124.25001
CAGL0E03520g	562.50001	533.50001	689.00001	715.50001
CAGL0K01089g	517.12501	447.87501	166.50001	206.25001
CAGL0D05280g	157.62501	172.50001	333.00001	297.87501
CAGL0B04323g	309.75001	295.75001	637.00001	558.50001
CAGL0L07392g	172.50001	182.75001	264.50001	252.75001
CAGL0M11682g	175.12501	188.00001	566.75001	688.00001
CAGL0J06380g	520.75001	543.50001	650.50001	673.00001
CAGL0H03971g	87.12501	115.75001	250.00001	230.25001
CAGL0C02123g	682.50001	655.75001	789.50001	806.75001
CAGL0E04114g	297.25001	314.50001	221.75001	218.50001
CAGL0H05863g	448.37501	488.50001	163.37501	225.75001
CAGL0H04125g	1395.37501	1335.12501	1656.25001	1720.50001
CAGL0L01705g	246.00001	227.50001	363.75001	394.75001
CAGL0K07480g	867.50001	909.25001	1483.75001	1345.00001
CAGL0G02079g	19354.00001	19354.00001	9780.75001	12114.25001
CAGL0L04334g	533.25001	494.50001	737.75001	699.37501
CAGL0K10494g	628.62501	543.50001	1118.12501	1016.37501
CAGL0M04961g	1249.50001	1216.75001	616.75001	763.25001
CAGL0M00946g	556.25001	633.00001	104.00001	199.00001
CAGL0L02035g	1601.25001	1697.25001	1022.00001	1145.50001
CAGL0J03454g	746.25001	858.25001	399.50001	386.37501
CAGL0M05137g	543.75001	655.75001	1028.75001	1003.50001
CAGL0A03168g	9114.00001	9457.25001	6206.50001	6888.25001
CAGL0L10164g	798.25001	981.25001	236.50001	220.50001
CAGL0L02387g	371.25001	392.75001	286.62501	280.87501
CAGL0M12991g	4360.25001	4230.00001	2408.75001	2854.00001
CAGL0I02530g	396.50001	392.75001	1548.00001	1266.00001
CAGL0G03091g	3681.00001	3747.50001	2261.75001	2611.75001
CAGL0L08114g	8009.25001	8009.25001	3461.25001	4576.25001
CAGL0E04422g	236.12501	214.50001	362.00001	339.50001
CAGL0H08305g	327.00001	261.25001	1469.00001	1187.75001
CAGL0L02585g	373.62501	435.25001	175.00001	178.50001
CAGL0G06908g	1814.75001	1813.50001	1382.87501	1487.87501
CAGL0I02728g	157.62501	174.62501	248.75001	250.25001
CAGL0L09757g	424.00001	443.50001	339.00001	344.50001
CAGL0K02475g	928.25001	1012.25001	599.87501	646.50001
CAGL0J06374g	3999.25001	3910.25001	1816.00001	2335.50001
CAGL0K07700g	376.75001	371.37501	173.75001	220.50001
CAGL0K11297g	185.00001	237.12501	441.87501	414.50001
CAGL0G00176g	1166.75001	1202.75001	1329.25001	1346.62501
CAGL0M10417g	103.00001	94.50001	220.62501	195.75001
CAGL0M02079g	179.37501	143.75001	349.25001	320.00001
CAGL0A00847g	179.37501	164.50001	48.00001	71.00001
CAGL0M09647g	152.12501	166.00001	237.12501	247.25001
CAGL0G08173g	20453.25001	20453.25001	14360.75001	15868.75001
CAGL0B00330g	546.62501	524.50001	427.75001	409.00001
CAGL0E04686g	332.75001	377.75001	581.25001	634.37501
CAGL0I04906g	916.12501	786.50001	1314.25001	1311.62501
CAGL0L03938g	150.00001	150.62501	363.75001	432.00001
CAGL0G00660g	801.75001	910.50001	469.50001	441.37501
CAGL0A02794g	464.00001	423.62501	291.62501	282.25001
CAGL0L03003g	645.00001	603.25001	262.75001	342.25001
CAGL0K04059g	291.50001	304.62501	380.25001	372.25001
CAGL0A03051g	518.25001	545.50001	417.50001	404.00001
CAGL0L00205g	60.50001	63.00001	127.62501	120.50001
CAGL0E01837g	275.75001	273.25001	682.50001	582.25001
CAGL0F03333g	321.75001	369.50001	162.50001	170.25001
CAGL0I08525g	430.75001	390.75001	563.50001	578.37501
CAGL0B00770g	216.37501	255.75001	395.50001	384.75001
CAGL0F00407g	2647.50001	2776.75001	1092.00001	1477.25001
CAGL0G05874g	672.25001	741.50001	292.50001	372.25001
CAGL0M04895g	191.25001	212.62501	305.25001	322.87501
CAGL0E02079g	554.62501	570.50001	432.00001	396.12501
CAGL0K07986g	1123.25001	1081.37501	796.87501	860.75001
CAGL0J04224g	503.75001	416.00001	898.25001	826.00001
CAGL0K11836g	139.25001	139.25001	406.25001	341.25001
CAGL0M12474g	15.75001	7.50001	99.75001	85.25001
CAGL0E03476g	294.75001	299.50001	425.25001	464.00001
CAGL0I03212g	218.50001	221.75001	81.37501	112.62501
CAGL0K02937g	983.75001	1101.87501	338.50001	476.00001
CAGL0F06435g	82.25001	89.75001	24.75001	23.75001
CAGL0H04631g	359.25001	327.75001	611.25001	552.75001
CAGL0H06259g	233.75001	208.12501	379.00001	350.75001
CAGL0L08272g	2007.75001	1900.25001	1578.00001	1573.25001
CAGL0H10032g	556.25001	594.00001	1403.50001	1198.75001
CAGL0M10087g	565.87501	539.50001	837.50001	927.25001
CAGL0L04356g	1056.00001	1159.00001	616.75001	694.75001
CAGL0M11308g	343.00001	362.75001	458.75001	445.50001
CAGL0H09086g	218.50001	243.25001	390.00001	360.50001
CAGL0K03619g	127.75001	130.25001	191.75001	185.75001
CAGL0A03388g	17641.25001	17225.25001	12986.75001	14042.50001
CAGL0A01606g	17.75001	13.50001	83.00001	96.75001
CAGL0A00781g	285.75001	305.75001	442.87501	484.25001
CAGL0F01815g	145.75001	99.50001	348.25001	313.00001
CAGL0H06732g	132.00001	132.00001	205.00001	193.75001
CAGL0F01155g	309.75001	305.75001	238.00001	247.25001
CAGL0L10318g	224.75001	228.50001	415.00001	369.75001
CAGL0H10098g	246.00001	247.75001	154.00001	172.25001
CAGL0J07722g	420.25001	389.75001	170.25001	220.50001
CAGL0L05478g	1229.87501	1196.00001	1708.00001	1872.00001
CAGL0G07337g	292.50001	294.25001	613.37501	533.25001
CAGL0A02530g	1052.50001	1099.50001	1244.00001	1253.25001
CAGL0K01969g	230.50001	280.50001	78.00001	69.75001
CAGL0J01529g	619.75001	606.25001	509.00001	527.25001
CAGL0L05126g	790.50001	789.50001	995.625010000001	1064.00001
CAGL0B03971g	266.50001	248.37501	368.37501	350.75001
CAGL0B04807g	1177.00001	1182.00001	961.37501	888.75001
CAGL0B00506g	374.50001	383.25001	443.50001	452.25001
CAGL0E03850g	1794.75001	1516.00001	700.25001	609.37501
CAGL0D02860g	100.50001	112.37501	35.00001	39.25001
CAGL0K08536g	286.75001	336.50001	725.12501	631.00001
CAGL0F00825g	307.37501	302.75001	393.50001	418.00001
CAGL0G03795g	6312.00001	2399.50001	25560.50001	21497.50001
CAGL0H05555g	415.50001	451.50001	261.25001	220.50001
CAGL0A04477g	247.75001	222.75001	400.00001	367.75001
CAGL0J03872g	335.00001	326.00001	465.12501	435.00001
CAGL0F09031g	23226.75001	23921.75001	15726.75001	17641.25001
CAGL0H03619g	99.25001	83.62501	260.00001	221.87501
CAGL0A00385g	88.37501	93.75001	34.50001	33.25001
CAGL0F03201g	185.00001	196.50001	371.25001	328.50001
CAGL0K04389g	594.00001	561.00001	441.87501	453.37501
CAGL0M05643g	338.87501	326.00001	539.75001	489.75001
CAGL0F05753g	447.50001	458.25001	383.25001	388.25001
CAGL0K12386g	351.37501	373.50001	246.00001	262.87501
CAGL0M07590g	191.25001	204.25001	271.00001	282.25001
CAGL0F06215g	396.50001	400.00001	343.62501	339.50001
CAGL0H05731g	899.37501	1012.75001	529.50001	569.00001
CAGL0C02981g	668.75001	782.50001	339.75001	304.50001
CAGL0D05318g	139.25001	156.50001	231.75001	244.87501
CAGL0K10626g	154.00001	166.00001	572.25001	467.00001
CAGL0C03696g	97.50001	107.12501	195.50001	178.50001
CAGL0H03817g	687.50001	681.25001	771.75001	755.50001
CAGL0B01793g	363.75001	332.00001	469.50001	484.25001
CAGL0B03685g	2854.00001	2606.25001	6811.75001	5776.00001
CAGL0K00913g	585.25001	634.37501	1088.25001	973.50001
CAGL0L11726g	253.87501	258.50001	311.25001	314.25001
CAGL0I06424g	328.50001	284.87501	724.62501	624.75001
CAGL0L02519g	108.00001	111.62501	164.00001	165.75001
CAGL0J07612g	870.00001	929.00001	2705.25001	2238.00001
CAGL0H07777g	476.00001	505.00001	622.00001	650.50001
CAGL0I10296g	405.50001	379.50001	653.50001	739.37501
CAGL0I05390g	522.50001	418.50001	858.75001	823.12501
CAGL0H07557g	332.75001	338.75001	419.00001	404.00001
CAGL0K08206g	185.00001	199.00001	92.25001	109.50001
CAGL0M06897g	91.25001	86.00001	30.62501	33.25001
CAGL0B00858g	210.00001	209.25001	266.50001	275.75001
CAGL0K12914g	380.75001	365.37501	478.25001	459.75001
CAGL0K07942g	307.37501	345.00001	187.75001	191.75001
CAGL0H05907g	206.25001	160.50001	374.50001	350.75001
CAGL0K04609g	485.50001	432.00001	274.00001	272.50001
CAGL0L12606g	364.00001	324.25001	508.12501	489.75001
CAGL0G01628g	428.12501	496.25001	206.25001	229.25001
CAGL0K05379g	859.12501	915.00001	1153.00001	1108.12501
CAGL0I07381g	232.25001	224.75001	310.75001	332.62501
CAGL0M10241g	6551.50001	6404.50001	3348.75001	4157.50001
CAGL0K01001g	514.25001	516.75001	462.37501	461.00001
CAGL0J01936g	310.87501	313.50001	367.50001	375.00001
CAGL0F02849g	439.00001	471.50001	126.50001	206.25001
CAGL0F06831g	943.50001	939.00001	1372.25001	1525.25001
CAGL0K07029g	308.25001	317.25001	252.87501	249.00001
CAGL0L11198g	251.50001	239.25001	96.50001	131.00001
CAGL0I06578g	220.00001	231.00001	381.50001	344.50001
CAGL0B01683g	1092.00001	1139.00001	843.50001	898.75001
CAGL0I10054g	82.25001	62.50001	165.50001	156.50001
CAGL0J08756g	313.75001	379.00001	583.75001	565.87501
CAGL0M05973g	1847.75001	1894.50001	1424.25001	1533.00001
CAGL0K10472g	1294.75001	1477.75001	754.00001	789.50001
CAGL0H03707g	949.75001	310.00001	3059.00001	2781.75001
CAGL0M02145g	214.00001	222.75001	98.00001	125.00001
CAGL0E04928g	251.50001	247.75001	524.50001	453.37501
CAGL0D05962g	211.00001	206.25001	268.25001	279.00001
CAGL0I00506g	123.75001	126.50001	239.75001	213.37501
CAGL0H06501g	246.00001	261.25001	387.50001	358.50001
CAGL0K01463g	477.25001	531.12501	322.37501	311.75001
CAGL0D05412g	851.37501	708.25001	1261.50001	1245.62501
CAGL0F05929g	142.50001	140.37501	73.00001	83.62501
CAGL0G01232g	346.00001	299.50001	495.75001	482.50001
CAGL0F08459g	2804.50001	2812.25001	1629.12501	1941.87501
