genesymbol	pre.1	pre.2	X20min.1	X20min.2
CAGL0M00484g	900.50001	757.50001	254.00001	394.75001
CAGL0D01452g	1423.50001	1533.00001	1927.25001	1816.00001
CAGL0M04037g	744.75001	663.75001	959.62501	916.12501
CAGL0G00308g	2995.75001	3232.75001	3782.50001	3701.50001
CAGL0J08932g	67.75001	74.00001	28.75001	26.25001
CAGL0J04092g	164.25001	150.62501	351.25001	289.50001
CAGL0C02167g	510.37501	549.87501	639.75001	663.00001
CAGL0I07117g	279.75001	269.00001	186.75001	210.25001
CAGL0G07623g	1934.75001	1825.50001	4536.00001	3655.50001
CAGL0E06556g	313.75001	303.62501	261.25001	261.62501
CAGL0I01166g	661.50001	535.75001	909.62501	924.50001
CAGL0I04246g	185.00001	221.75001	84.50001	102.75001
CAGL0F05555g	145.75001	154.00001	105.75001	100.25001
CAGL0L02101g	201.87501	197.25001	266.50001	294.37501
CAGL0J03520g	918.25001	941.12501	1076.25001	1034.25001
CAGL0C01705g	742.00001	737.75001	1067.00001	958.62501
CAGL0I07601g	121.75001	138.25001	191.75001	207.87501
CAGL0H00528g	63.25001	50.25001	127.62501	112.62501
CAGL0I08745g	225.87501	186.12501	349.25001	402.50001
CAGL0G03773g	770.62501	875.50001	2011.50001	1625.25001
CAGL0F01727g	434.00001	556.25001	180.12501	193.75001
CAGL0I09460g	129.87501	139.25001	245.00001	212.00001
CAGL0J11638g	304.50001	298.00001	343.62501	344.50001
CAGL0G08954g	236.12501	238.00001	331.75001	303.50001
CAGL0H06545g	33.00001	23.75001	130.00001	100.25001
CAGL0L04840g	12823.25001	12408.25001	8318.75001	9712.25001
CAGL0H00440g	862.00001	1036.25001	380.25001	492.00001
CAGL0K01925g	1241.50001	1304.50001	1498.25001	1449.25001
CAGL0F09075g	1056.00001	1041.50001	964.00001	985.00001
CAGL0M07001g	75.12501	81.75001	124.75001	137.25001
CAGL0J11572g	156.50001	145.75001	203.00001	217.25001
CAGL0I04202g	137.25001	121.75001	183.75001	191.75001
CAGL0I08195g	561.25001	510.50001	404.50001	405.25001
CAGL0K01639g	168.75001	119.00001	272.50001	272.50001
CAGL0A04455g	442.00001	446.00001	583.75001	539.00001
CAGL0J06248g	539.00001	519.50001	643.75001	694.75001
CAGL0M02937g	842.75001	726.25001	1859.50001	1512.50001
CAGL0L13024g	533.25001	536.75001	457.25001	422.12501
CAGL0D03300g	514.25001	554.50001	332.25001	388.25001
CAGL0H06809g	121.75001	104.75001	209.25001	184.50001
CAGL0E04598g	396.50001	429.75001	616.75001	556.50001
CAGL0B03091g	268.87501	251.50001	189.00001	164.50001
CAGL0M04191g	1047.12501	992.12501	1533.00001	1788.00001
CAGL0H02717g	15.75001	15.75001	56.87501	66.75001
CAGL0C02035g	1426.75001	1465.75001	1277.25001	1320.25001
CAGL0G05566g	424.00001	340.37501	596.50001	587.25001
CAGL0D03168g	611.75001	625.00001	560.25001	568.00001
CAGL0I06028g	179.37501	156.50001	314.25001	271.50001
CAGL0M06039g	106.75001	120.75001	60.25001	62.62501
CAGL0G00704g	198.00001	205.37501	130.00001	148.50001
CAGL0D06688g	1000.87501	1093.25001	1934.75001	2379.25001
CAGL0E00957g	371.25001	407.37501	546.37501	613.75001
CAGL0G02101g	827.00001	838.75001	7244.00001	5063.00001
CAGL0G04873g	338.87501	359.25001	410.87501	416.25001
CAGL0M10329g	386.87501	379.50001	512.50001	471.50001
CAGL0E01529g	142.50001	158.00001	78.00001	92.62501
CAGL0L02277g	526.37501	531.12501	487.62501	488.50001
CAGL0B03927g	1202.75001	1065.50001	682.50001	775.25001
CAGL0B02101g	177.50001	177.62501	296.25001	258.50001
CAGL0I05098g	694.37501	796.87501	1096.50001	1234.25001
CAGL0I06963g	532.12501	505.00001	598.75001	618.00001
CAGL0M08734g	121.75001	123.00001	222.75001	191.75001
CAGL0M08008g	244.50001	249.00001	292.50001	286.62501
CAGL0G01364g	3028.00001	2925.75001	2061.25001	2359.25001
CAGL0M07876g	501.75001	541.25001	316.50001	375.00001
CAGL0H07227g	450.37501	376.75001	593.25001	616.00001
CAGL0J05962g	106.75001	89.75001	339.75001	260.00001
CAGL0A02882g	336.50001	395.75001	575.62501	529.37501
CAGL0J02970g	199.00001	188.00001	405.25001	335.00001
CAGL0M01826g	3295.25001	3592.50000999999	2738.00001	2671.37501
CAGL0L04048g	651.25001	575.50001	832.25001	800.25001
CAGL0C05555g	132.00001	138.25001	232.50001	203.00001
CAGL0L00891g	1757.50001	1786.25001	1849.75001	1856.25001
CAGL0F06721g	557.50001	565.75001	616.00001	606.25001
CAGL0I02090g	562.50001	600.50001	692.25001	724.75001
CAGL0L11044g	336.50001	311.25001	730.75001	594.00001
CAGL0E00473g	414.12501	432.00001	336.87501	357.25001
CAGL0H04763g	2175.00001	2175.00001	1749.12501	1894.50001
CAGL0B04015g	506.25001	464.12501	374.50001	377.75001
CAGL0C04411g	1720.50001	1754.25001	1168.12501	1360.50001
CAGL0C04851g	230.50001	218.37501	170.25001	154.00001
CAGL0L06534g	1239.50001	1187.75001	939.00001	1019.62501
CAGL0M02299g	260.00001	230.25001	332.25001	355.37501
CAGL0J02860g	165.75001	172.00001	117.25001	126.50001
CAGL0C01837g	136.00001	130.25001	289.50001	238.00001
CAGL0M08888g	74.00001	77.37501	35.75001	27.50001
CAGL0K04279g	398.12501	575.50001	907.50001	929.75001
CAGL0K09306g	242.25001	260.00001	187.75001	194.75001
CAGL0H01353g	485.50001	434.00001	817.75001	704.62501
CAGL0K12694g	6182.25001	6699.50001	12114.25001	10218.00001
CAGL0J11836g	448.37501	474.75001	543.50001	567.50001
CAGL0B00704g	2873.75001	2746.25001	6711.50001	5373.00001
CAGL0K08118g	411.25001	458.87501	564.50001	599.25001
CAGL0K11209g	179.37501	214.50001	395.50001	336.62501
CAGL0A00583g	194.87501	199.75001	148.25001	131.00001
CAGL0H04917g	106.75001	106.25001	51.25001	63.87501
CAGL0L05632g	494.50001	528.75001	600.50001	610.25001
CAGL0I05676g	63.25001	63.87501	24.75001	17.00001
CAGL0B01331g	299.25001	281.00001	347.25001	354.25001
CAGL0M09427g	267.12501	304.62501	480.00001	424.00001
CAGL0L11858g	512.00001	506.25001	324.50001	386.37501
CAGL0J05896g	121.75001	123.75001	71.00001	81.75001
CAGL0K04213g	172.50001	162.50001	105.75001	119.00001
CAGL0L03289g	2318.50001	2509.50001	1437.00001	967.87501
CAGL0M00572g	137.25001	144.25001	99.00001	99.12501
CAGL0I10835g	422.75001	394.75001	312.00001	329.75001
CAGL0I07887g	142.50001	163.50001	375.50001	302.25001
CAGL0M08426g	228.37501	148.62501	492.25001	416.25001
CAGL0K11726g	3605.00001	3782.50001	2371.25001	2801.37501
CAGL0E05016g	2613.37501	2593.25001	2245.25001	2056.50001
CAGL0M11880g	657.75001	699.25001	456.37501	522.50001
CAGL0M07007g	123.00001	130.25001	255.25001	213.37501
CAGL0K08844g	455.00001	468.75001	552.12501	594.00001
CAGL0I06710g	59.25001	68.00001	106.12501	108.00001
CAGL0H00979g	164.25001	185.25001	243.50001	236.00001
CAGL0J06138g	168.75001	175.75001	87.62501	112.62501
CAGL0D06292g	1106.00001	1136.00001	1847.75001	1596.00001
CAGL0K01793g	859.12501	798.75001	641.75001	677.00001
CAGL0J03883r	142.50001	119.75001	66.75001	58.87501
CAGL0G00418g	409.00001	397.00001	314.25001	339.50001
CAGL0L05918g	88.37501	88.00001	51.25001	48.00001
CAGL0I10428g	392.75001	371.37501	444.75001	455.75001
CAGL0J00539g	527.50001	496.25001	622.00001	599.25001
CAGL0K10230g	661.50001	663.75001	492.25001	550.00001
CAGL0K08734g	127.75001	110.50001	484.50001	358.50001
CAGL0J06974g	615.00001	593.25001	695.25001	733.37501
CAGL0J11198g	733.75001	696.62501	862.00001	926.25001
CAGL0K00803g	1668.25001	1688.25001	5741.50001	4319.00001
CAGL0J09372g	463.00001	444.50001	840.25001	706.75001
CAGL0K03223g	150.00001	167.75001	241.50001	221.87501
CAGL0D02200g	241.00001	227.50001	173.75001	151.75001
CAGL0J11528g	147.00001	188.00001	283.00001	269.00001
CAGL0L03652g	162.50001	164.50001	236.50001	271.50001
CAGL0H01573g	148.50001	151.75001	110.50001	112.62501
CAGL0G06886g	971.00001	938.25001	1170.50001	1280.25001
CAGL0M04015g	58.37501	54.25001	98.00001	94.00001
CAGL0L13112g	690.62501	668.62501	862.00001	956.50001
CAGL0J02134g	164.25001	205.00001	291.62501	284.62501
CAGL0K03003g	104.25001	95.50001	143.25001	153.00001
CAGL0D06512g	40.50001	39.25001	127.62501	100.25001
CAGL0M06325g	25.62501	30.75001	109.75001	85.25001
CAGL0K06325g	760.25001	753.75001	946.625009999999	1048.25001
CAGL0K02453g	372.50001	351.25001	182.12501	240.87501
CAGL0K08976g	189.00001	206.25001	143.25001	133.75001
CAGL0L07480g	130.75001	127.75001	245.00001	305.50001
CAGL0J04972g	110.25001	91.25001	42.50001	43.25001
CAGL0J03674g	260.00001	328.50001	465.50001	454.50001
CAGL0H00737g	346.00001	412.62501	750.00001	634.37501
CAGL0J01485g	437.12501	464.12501	302.25001	229.25001
CAGL0G08063g	251.50001	269.00001	530.12501	437.00001
CAGL0H10472g	375.25001	346.00001	442.87501	465.50001
CAGL0F08833g	2159.75001	2135.00001	2764.75001	3102.00001
CAGL0E01727g	2945.25001	4479.50001	130.75001	168.50001
CAGL0B02755g	111.87501	100.50001	285.62501	224.50001
CAGL0K01023g	463.00001	409.87501	568.25001	599.25001
CAGL0E02519g	307.37501	285.75001	479.25001	419.12501
CAGL0K06765g	153.00001	145.25001	66.75001	91.25001
CAGL0J02684g	538.00001	499.75001	629.50001	613.75001
CAGL0C04631g	133.00001	126.50001	219.62501	191.75001
CAGL0M02959g	492.00001	552.87501	343.00001	375.00001
CAGL0D00198g	17.75001	16.50001	63.75001	55.00001
CAGL0J07018g	89.50001	83.62501	160.75001	139.25001
CAGL0K09218g	234.75001	321.50001	579.25001	506.25001
CAGL0E02959g	294.00001	256.50001	164.00001	181.62501
CAGL0J07546g	533.25001	501.00001	684.50001	634.37501
CAGL0M13475g	304.50001	330.50001	248.75001	240.87501
CAGL0G10021g	105.75001	119.00001	62.75001	50.25001
CAGL0M01100g	503.75001	428.75001	645.00001	641.25001
CAGL0D06270g	212.50001	212.62501	394.75001	331.37501
CAGL0L09625g	413.00001	450.87501	322.37501	284.62501
CAGL0H00418g	191.25001	218.37501	76.50001	112.62501
CAGL0L08866g	172.50001	172.50001	135.75001	135.75001
CAGL0H09020g	741.50001	706.00001	604.00001	629.50001
CAGL0J05324g	603.25001	695.25001	1308.00001	1088.25001
CAGL0G01496g	318.25001	302.75001	362.75001	375.00001
CAGL0I06985g	285.75001	289.50001	324.50001	327.00001
CAGL0K12628g	550.25001	506.62501	417.50001	424.00001
CAGL0J08657g	625.75001	589.00001	697.25001	708.25001
CAGL0L11748g	346.00001	335.00001	270.25001	288.50001
CAGL0L11220g	600.12501	650.62501	440.50001	487.00001
CAGL0L06798g	659.00001	697.25001	1449.25001	1175.62501
CAGL0J08228g	358.25001	317.25001	467.37501	519.00001
CAGL0E00803g	74.00001	46.25001	1346.75001	886.50001
CAGL0A01155g	188.00001	214.50001	115.75001	130.25001
CAGL0K02585g	113.00001	114.87501	211.25001	179.50001
CAGL0L00847g	1283.37501	1346.50001	1169.75001	1158.00001
CAGL0H04191g	883.75001	873.25001	1115.75001	1032.25001
CAGL0C00297g	493.25001	473.37501	401.25001	420.25001
CAGL0B02739g	239.25001	261.25001	345.25001	321.12501
CAGL0L11902g	14.75001	16.50001	83.75001	63.87501
CAGL0D03806g	326.00001	271.50001	465.50001	432.00001
CAGL0K07590g	228.37501	221.00001	394.75001	488.50001
CAGL0L08668g	101.75001	73.00001	224.00001	184.50001
CAGL0M09889g	261.75001	252.62501	322.37501	305.50001
CAGL0I00704g	949.75001	927.25001	1266.00001	1448.25001
CAGL0L10362g	242.25001	221.75001	296.25001	316.00001
CAGL0L11880g	367.75001	407.37501	589.12501	527.25001
CAGL0F02233g	932.75001	943.50001	826.50001	767.25001
CAGL0F07315g	266.50001	212.62501	372.50001	408.00001
CAGL0F00231g	2580.50001	2647.50001	3513.00001	4016.00001
CAGL0H05225g	114.12501	116.50001	151.50001	158.00001
CAGL0K06479g	364.00001	370.37501	326.00001	314.25001
CAGL0A00275g	685.75001	741.50001	536.75001	575.50001
CAGL0L08030g	218.50001	218.75001	313.50001	282.25001
CAGL0L04070g	175.87501	155.37501	226.37501	223.12501
CAGL0K07315g	170.25001	139.25001	307.50001	261.62501
CAGL0F02695g	543.75001	473.37501	723.25001	677.87501
CAGL0K05115g	198.00001	224.00001	138.25001	144.00001
CAGL0K05489g	243.12501	253.12501	290.50001	299.25001
CAGL0H01606g	159.75001	163.50001	335.50001	274.00001
CAGL0K11374g	361.00001	379.00001	258.50001	292.87501
CAGL0E03872g	557.50001	535.75001	605.75001	611.75001
CAGL0G07529g	304.50001	294.25001	196.37501	141.50001
CAGL0L12804g	1527.50001	1419.25001	1073.75001	1182.00001
CAGL0K00605g	230.50001	226.50001	191.75001	184.50001
CAGL0K06809g	99.25001	86.00001	47.00001	44.50001
CAGL0F06743g	294.75001	276.25001	339.00001	346.00001
CAGL0I06336g	785.37501	672.25001	374.50001	455.75001
CAGL0L09867g	1389.75001	1569.25001	1001.50001	1079.37501
CAGL0M03355g	759.00001	803.75001	951.00001	905.62501
CAGL0H00869g	1454.75001	1486.50001	928.75001	1124.25001
CAGL0K07612g	398.12501	397.00001	355.00001	362.00001
CAGL0K05599g	182.00001	150.00001	80.50001	88.12501
CAGL0M11176g	250.00001	281.00001	168.50001	186.75001
CAGL0G09955g	895.50001	959.25001	619.62501	458.50001
CAGL0I03784g	422.75001	424.37501	369.50001	383.25001
CAGL0I06204g	1267.75001	1169.25001	999.50001	961.50001
CAGL0M00748g	147.00001	153.00001	102.50001	111.50001
CAGL0I10945g	621.37501	685.75001	797.75001	817.37501
CAGL0H07023g	619.75001	615.00001	761.00001	710.50001
CAGL0J10406g	2441.50001	2350.25001	1764.25001	1980.62501
CAGL0M12837g	2412.25001	2518.00001	2832.00001	3006.00001
CAGL0J07128g	1267.75001	1339.25001	1504.50001	1584.50001
CAGL0H02145g	140.50001	153.00001	96.50001	102.75001
CAGL0I06765g	217.25001	229.25001	309.00001	283.00001
CAGL0L03685r	62.12501	52.12501	14.75001	15.75001
CAGL0G03157g	634.25001	600.50001	533.25001	535.62501
CAGL0D03652g	383.12501	387.75001	427.75001	443.00001
CAGL0D06182g	507.87501	486.50001	433.25001	413.00001
CAGL0H05269g	295.75001	326.75001	386.50001	396.87501
CAGL0G08778g	328.50001	252.62501	108.62501	123.50001
CAGL0J01441g	777.25001	844.00001	517.75001	365.25001
CAGL0D03916g	186.37501	221.75001	113.87501	120.50001
CAGL0J03916g	101.75001	101.50001	136.50001	137.25001
CAGL0H01309g	347.25001	381.50001	647.25001	548.25001
CAGL0I05302g	465.25001	438.87501	357.25001	379.50001
CAGL0H03157g	414.12501	460.37501	550.25001	542.25001
CAGL0C02871g	159.00001	145.25001	197.25001	202.00001
CAGL0M09086g	1003.50001	1021.75001	1097.50001	1139.00001
CAGL0F01749g	820.25001	762.25001	1558.00001	1278.75001
CAGL0G07359g	498.50001	494.50001	430.75001	450.25001
CAGL0K08294g	234.75001	246.00001	282.25001	288.50001
CAGL0I01034g	354.25001	376.00001	451.50001	492.00001
CAGL0H09262g	11.00001	8.50001	46.25001	44.50001
CAGL0I03652g	136.00001	162.00001	234.75001	217.25001
CAGL0I04444g	354.25001	349.25001	583.75001	498.75001
CAGL0H03113g	85.62501	87.12501	183.75001	150.50001
CAGL0G08756g	862.00001	844.00001	781.50001	749.50001
CAGL0J06710g	927.25001	874.62501	1072.25001	1151.62501
CAGL0K07414g	15868.75001	15160.00001	11051.00001	12588.00001
CAGL0M10725g	419.12501	434.00001	503.87501	482.50001
CAGL0M12551g	9.50001	8.50001	121.00001	81.75001
CAGL0D01672g	477.25001	478.87501	637.00001	730.00001
CAGL0G09999g	123.75001	82.25001	203.87501	197.62501
CAGL0J07986g	126.50001	102.62501	42.50001	53.25001
CAGL0L06270g	2798.25001	2854.00001	5715.25001	4636.00001
CAGL0G07881g	201.87501	193.75001	238.00001	236.00001
CAGL0G00858g	286.75001	256.50001	198.00001	183.00001
CAGL0E04224g	205.25001	203.00001	246.75001	264.00001
CAGL0H02431g	192.75001	212.62501	33.50001	92.62501
CAGL0L09735g	261.75001	267.12501	302.25001	300.25001
CAGL0F09163g	386.87501	367.75001	710.25001	587.25001
CAGL0J03938g	277.00001	276.25001	211.25001	231.25001
CAGL0M08514g	1329.25001	1130.62501	2078.50001	1813.50001
CAGL0E04356g	1143.75001	1285.50001	2052.00001	1764.25001
CAGL0I06721g	718.25001	682.50001	597.25001	616.00001
CAGL0F03861g	698.50001	877.00001	328.50001	405.25001
CAGL0J08162g	1128.00001	1234.25001	741.25001	876.25001
CAGL0H07359g	348.25001	307.87501	498.87501	447.50001
CAGL0M00902g	836.75001	926.25001	674.00001	690.50001
CAGL0C05445g	190.00001	154.00001	82.25001	89.25001
CAGL0G02893g	338.87501	363.87501	494.37501	447.50001
CAGL0M07183g	127.75001	94.50001	235.75001	202.00001
CAGL0G07040g	453.12501	482.50001	394.25001	396.87501
CAGL0L00517g	227.37501	221.75001	182.12501	188.75001
CAGL0M08844g	425.00001	423.62501	523.50001	580.75001
CAGL0G01166g	857.50001	751.75001	1086.25001	1034.25001
CAGL0D00638g	922.62501	827.50001	532.25001	629.50001
CAGL0F04015g	211.00001	201.75001	159.75001	141.50001
CAGL0M10747g	305.75001	328.50001	247.75001	258.50001
CAGL0F01617g	336.50001	349.25001	416.50001	454.50001
CAGL0I00462g	375.25001	494.50001	701.50001	688.00001
CAGL0A00231g	363.75001	360.75001	318.25001	327.00001
CAGL0I04708g	411.25001	422.00001	706.50001	598.25001
CAGL0G01034g	2359.25001	2167.50001	2804.50001	3046.75001
CAGL0J06226g	609.37501	589.00001	545.25001	538.00001
CAGL0J07980g	263.00001	233.25001	177.50001	165.75001
CAGL0G00814g	488.25001	480.00001	410.87501	371.25001
CAGL0M02761g	253.87501	243.25001	162.00001	190.00001
CAGL0K12144g	430.75001	322.75001	604.00001	623.50001
CAGL0I01210g	203.00001	154.00001	285.62501	296.00001
CAGL0J11682g	967.25001	954.50001	1778.50001	1468.62501
CAGL0L01683g	57.50001	52.12501	93.75001	106.75001
CAGL0I07777g	243.12501	292.25001	143.25001	160.25001
CAGL0H09658g	1656.25001	1633.25001	1273.00001	1412.00001
CAGL0J01397g	76.50001	60.37501	122.25001	115.50001
CAGL0L04400g	316.25001	254.00001	503.87501	443.00001
CAGL0M01606g	552.75001	600.50001	422.37501	461.00001
CAGL0A03058g	386.87501	356.37501	491.50001	457.50001
CAGL0E01771g	110.25001	86.00001	38.00001	33.25001
CAGL0J09020g	64.37501	62.50001	134.50001	111.50001
CAGL0D00924g	477.25001	414.25001	583.75001	616.75001
CAGL0F03597g	116.25001	131.25001	78.00001	76.50001
CAGL0L08044r	40.50001	45.25001	8.50001	5.75001
CAGL0D02112g	255.25001	271.50001	334.25001	316.00001
CAGL0M04653g	205.25001	182.75001	271.00001	254.00001
CAGL0H05335g	119.00001	145.75001	196.37501	205.00001
CAGL0K05005g	532.12501	553.75001	618.50001	653.37501
CAGL0L07084g	123.75001	123.00001	165.50001	157.25001
CAGL0J04246g	267.12501	210.37501	382.50001	360.50001
CAGL0J04180g	304.50001	332.00001	383.50001	389.62501
CAGL0M08294g	215.25001	233.25001	173.75001	162.25001
CAGL0G02739g	1.00001	1e-05	33.50001	39.25001
CAGL0M09207g	53.50001	56.00001	145.75001	114.00001
CAGL0M03883g	724.25001	633.00001	878.12501	870.87501
CAGL0M08954g	473.25001	427.75001	556.00001	587.25001
CAGL0D03432g	2781.75001	2804.50001	2426.00001	2564.75001
CAGL0G03905g	190.00001	229.25001	123.00001	114.00001
CAGL0M00462g	482.25001	423.62501	577.00001	591.37501
CAGL0L06886g	9843.75001	10656.25001	6182.25001	7567.25001
CAGL0K04301g	11.00001	12.50001	48.00001	44.50001
CAGL0M12408g	8689.50001	8838.25001	4576.25001	6182.25001
CAGL0B02123g	220.00001	203.00001	300.50001	349.25001
CAGL0K04345g	1244.00001	1097.25001	747.75001	847.25001
CAGL0M06721g	467.12501	488.50001	539.00001	532.12501
CAGL0K09944g	371.25001	334.37501	476.00001	444.25001
CAGL0D04048g	281.00001	280.50001	329.75001	354.25001
CAGL0M09559g	261.75001	266.50001	226.37501	230.25001
CAGL0L09251g	39.25001	40.75001	82.25001	73.75001
CAGL0I09306g	94.50001	107.12501	142.25001	148.50001
CAGL0M00836g	405.50001	409.00001	373.50001	366.25001
CAGL0H08712g	153.00001	149.50001	200.50001	188.00001
CAGL0A02321g	898.25001	682.50001	313.50001	353.00001
CAGL0D03740g	563.75001	670.87501	395.50001	348.25001
CAGL0H10582g	1015.25001	1075.75001	716.75001	831.50001
CAGL0J04400g	80.75001	99.50001	152.00001	178.50001
CAGL0I03102g	853.50001	802.00001	988.25001	947.50001
CAGL0L00605g	495.75001	403.50001	642.50001	644.75001
CAGL0J07942g	400.25001	397.00001	310.00001	341.25001
CAGL0I03190g	1244.00001	1277.25001	1012.50001	1103.25001
CAGL0L10043g	277.50001	304.62501	360.87501	354.25001
CAGL0M00528g	422.00001	393.25001	500.00001	478.25001
CAGL0E04246g	228.37501	224.75001	181.50001	191.75001
CAGL0D01298g	3095.75001	3112.50001	6012.50001	4879.00001
CAGL0C04961g	304.50001	357.25001	457.25001	441.37501
CAGL0C01947g	3046.75001	2903.75001	1746.00001	2207.75001
CAGL0F04741g	355.62501	318.25001	570.62501	487.00001
CAGL0E03652g	214.00001	178.75001	395.50001	325.87501
CAGL0M02387g	117.75001	125.00001	160.50001	156.50001
CAGL0E05962g	33.00001	33.00001	97.12501	76.50001
CAGL0E06270g	651.25001	587.12501	757.37501	753.75001
CAGL0M07546g	155.25001	145.75001	218.50001	197.62501
CAGL0K04851g	132.00001	130.25001	181.50001	207.87501
CAGL0F04191g	65.37501	62.50001	107.00001	97.75001
CAGL0D01628g	129.87501	125.00001	93.75001	87.00001
CAGL0L10450g	476.00001	541.25001	643.12501	653.37501
CAGL0A01870g	89.50001	100.50001	221.75001	175.25001
CAGL0J01419g	429.25001	395.75001	598.75001	533.75001
CAGL0J08734g	2593.25001	2636.00001	2522.00001	2500.75001
CAGL0M07403g	281.00001	291.50001	358.50001	399.50001
CAGL0G02365g	132.00001	148.62501	222.75001	197.62501
CAGL0D06138g	960.75001	1020.00001	1516.50001	1317.50001
CAGL0M02497g	8662.50001	8662.50001	5449.00001	6711.50001
CAGL0F06017g	702.37501	792.25001	1139.62501	1008.50001
CAGL0E02453g	368.75001	328.50001	262.75001	250.25001
CAGL0K04983g	110.25001	123.00001	54.25001	71.00001
CAGL0K12276g	1756.25001	1709.12501	2606.25001	2265.50001
CAGL0J09658g	105.75001	109.75001	154.50001	143.00001
CAGL0K00495g	1085.75001	1014.25001	878.12501	904.37501
CAGL0H00803g	271.50001	275.25001	438.25001	375.00001
CAGL0J01111g	458.25001	486.50001	536.75001	542.25001
CAGL0K03773g	303.50001	260.00001	187.75001	186.75001
CAGL0H06105g	1311.62501	1314.25001	2332.37501	1931.00001
CAGL0L09779g	164.25001	132.00001	62.75001	76.50001
CAGL0C02233g	607.25001	695.25001	417.50001	467.50001
CAGL0E06468g	558.50001	478.87501	708.25001	679.75001
CAGL0B04279g	260.00001	327.75001	110.50001	150.50001
CAGL0H02123g	147.00001	141.50001	254.00001	213.37501
CAGL0F00737g	477.25001	505.00001	340.50001	392.75001
CAGL0F08613g	257.50001	272.50001	208.25001	181.62501
CAGL0K05665g	471.50001	465.37501	1208.00001	916.12501
CAGL0D06154g	188.00001	170.25001	277.50001	244.87501
CAGL0M13739g	566.75001	670.87501	400.00001	409.00001
CAGL0B01947g	1708.00001	1881.00001	1315.50001	1430.00001
CAGL0J09834g	190.00001	193.75001	275.87501	246.00001
CAGL0M12749g	53.50001	61.25001	93.75001	104.00001
CAGL0F07931g	506.25001	514.50001	610.25001	574.00001
CAGL0L08734g	301.75001	255.75001	377.75001	376.50001
CAGL0D00462g	507.87501	442.00001	610.25001	613.75001
CAGL0B04917g	89.50001	111.62501	159.75001	154.00001
CAGL0K00341g	56.00001	54.25001	98.00001	119.00001
CAGL0H05951g	130.75001	141.50001	203.87501	183.00001
CAGL0I02420g	56.00001	87.12501	140.25001	145.75001
CAGL0G08338g	309.75001	389.75001	526.37501	509.25001
CAGL0J08459g	371.25001	404.87501	573.25001	507.50001
CAGL0L05016g	151.37501	126.50001	197.25001	209.25001
CAGL0K04598r	80.75001	66.75001	14.25001	29.00001
CAGL0I07557g	896.50001	753.75001	1710.25001	1382.25001
CAGL0J11814g	137.25001	137.25001	168.75001	175.25001
CAGL0G08690g	559.75001	581.25001	685.75001	646.50001
CAGL0H08107g	94.50001	96.75001	38.00001	56.00001
CAGL0D04158g	691.75001	573.00001	907.50001	866.37501
CAGL0J05456g	236.12501	220.50001	155.25001	176.75001
CAGL0K01837g	1476.75001	1330.12501	1706.00001	1796.87501
CAGL0I02112g	140.50001	119.75001	185.75001	205.00001
CAGL0F03883g	1097.25001	1156.75001	912.50001	978.75001
CAGL0E05126g	182.00001	173.75001	138.25001	143.00001
CAGL0M13849g	3461.25001	3641.75001	2500.75001	2888.75001
CAGL0A02750g	997.25001	958.00001	2178.50001	1699.75001
CAGL0L02783g	505.25001	493.25001	544.25001	562.50001
CAGL0H02739g	400.25001	336.50001	666.62501	562.50001
CAGL0I08459g	1216.75001	1270.00001	1080.75001	1124.25001
CAGL0J02156g	326.00001	391.75001	501.50001	551.25001
CAGL0D05368g	140.50001	136.50001	203.00001	181.62501
CAGL0L04466g	613.37501	579.75001	744.75001	834.00001
CAGL0G05940g	9340.00001	9843.75001	7128.00001	8009.25001
CAGL0G04697g	173.87501	123.75001	263.25001	250.25001
CAGL0D01342g	687.50001	673.25001	615.00001	579.00001
CAGL0M01254g	273.87501	287.75001	177.50001	214.50001
CAGL0A03564g	256.50001	248.37501	320.12501	360.50001
CAGL0B00550g	1305.25001	1194.75001	1035.75001	1003.50001
CAGL0M03707g	597.37501	584.50001	680.25001	735.75001
CAGL0M07205g	180.75001	175.75001	326.00001	268.25001
CAGL0L13134g	56.00001	71.37501	108.62501	106.75001
CAGL0K08866g	775.25001	641.00001	1200.50001	1041.25001
CAGL0L05434g	134.87501	96.75001	581.25001	396.87501
CAGL0A03117g	2056.50001	1872.00001	2318.50001	2386.00001
CAGL0G05467g	134.87501	147.00001	97.12501	102.75001
CAGL0M00924g	361.00001	395.75001	451.50001	465.50001
CAGL0G04719g	228.37501	220.50001	258.50001	265.25001
CAGL0I08789g	242.25001	265.25001	196.37501	176.75001
CAGL0I04004g	83.25001	75.75001	164.50001	133.75001
CAGL0J06534g	810.50001	837.50001	562.50001	665.00001
CAGL0M00418g	270.25001	231.00001	340.50001	375.00001
CAGL0I08283g	941.75001	921.375009999999	1246.00001	1120.25001
CAGL0J04708g	168.75001	200.75001	111.50001	116.50001
CAGL0D02882g	214.00001	221.75001	283.00001	261.62501
CAGL0K07139g	136.00001	139.25001	168.75001	175.25001
CAGL0K06391g	384.75001	353.25001	463.00001	440.00001
CAGL0F00693g	1491.50001	1471.25001	1573.25001	1628.75001
CAGL0H04543g	79.25001	91.25001	123.75001	125.00001
CAGL0G05181g	141.50001	165.12501	211.25001	231.25001
CAGL0I05918g	522.50001	467.37501	648.50001	610.25001
CAGL0J07194g	42.50001	44.00001	74.00001	75.25001
CAGL0K12452g	236.12501	261.25001	191.25001	190.00001
CAGL0K11319g	104.25001	135.62501	52.25001	50.25001
