genes	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	no.pi.wt.sec.max
1034	CAGL0E02651g	1.5047210423145	2.86148854957748	3.323516740274	3.53521411871978	3.63836434096886	3.43851220694294	3.34257697992153	3.51851401436951	3.01271029518149	3.53521411871978
3811	CAGL0K08030g	0.643074973072601	1.41781874042051	1.82667102727859	1.97836660196279	2.01875621368498	1.91614346591643	1.73064468166825	1.84844514944541	1.56147467783757	1.97836660196279
2367	CAGL0H08063g	0.771277711356976	1.92264451206193	2.23906862586967	2.52623128046685	2.88363908569118	2.80862917204089	2.78092532785579	2.94920623773407	2.63310652347432	2.88363908569118
3986	CAGL0K12034g	0.981584100092917	1.24988864341783	1.54273493508715	1.73236444638973	1.92253841428342	2.07130706726248	2.32218732816408	2.56277251976128	2.49154100565956	2.49154100565956
4294	CAGL0L06160g	-0.117088373625778	0.68250639622487	1.51396984708	1.56225037034677	1.80404544619961	1.77369298852156	1.84085336723831	1.83704708244874	2.0312728056734	1.84085336723831
2119	CAGL0H02519g	0.705165237489393	1.35292311393713	1.72002969179396	2.10565026540444	2.38963992525948	2.71593454361665	2.58199049184887	2.37288495759057	2.53249497275376	2.58199049184887
2659	CAGL0I04444g	0.563367596967699	0.751037543236172	1.05692436654094	1.396726674571	2.18324832442237	2.87500569072761	3.25672935647424	3.38146135932404	3.30456420779023	3.30456420779023
1669	CAGL0G02101g	2.50050881368123	3.45382853960323	3.9750573997326	3.92954970851666	3.84744849070502	3.50481941152604	3.67437191106375	4.03005709335169	3.20728977767706	3.9750573997326
1950	CAGL0G08624g	0.150600137675431	-0.0422043874204316	0.345152194763848	0.787320254593678	1.56431737793005	2.21412623266804	2.0445172814168	1.7091233636793	1.97758585261768	2.0445172814168
2555	CAGL0I01980g	1.01598555162858	2.13355574079878	2.75532024989711	2.70231419167005	2.65532153884297	2.4654723928168	2.45973448791556	2.3609878907626	2.19071858235617	2.70231419167005
223	CAGL0B00748g	1.14773491571985	1.78262328909089	2.06566669746402	1.86193961861229	1.69824976346164	1.44751104078416	1.33900962753776	1.30474976696626	1.20439694071814	1.86193961861229
3530	CAGL0K01705g	0.422953945238994	0.868795380357541	1.16244989032795	1.44410544234011	1.6812298613664	1.81467070214338	1.67751669223879	1.73878604179172	1.75771616352342	1.75771616352342
2390	CAGL0H08558g	0.453835625783495	1.30927345208609	1.54800408909221	1.85187101830218	2.26084742043713	2.46167847616294	2.52020586221855	2.66895478840649	2.27596031809055	2.52020586221855
945	CAGL0E00649g	0.766415971517916	2.04873359451891	2.54646571393155	2.73121050458093	3.0558976530096	3.36104533212294	3.51595720216548	3.6399034299119	3.15563822655251	3.51595720216548
4868	CAGL0M05951g	1.65244615281575	2.73341658433473	3.48131773768	3.66483720965098	3.69002284840449	3.71479815193173	3.53948575297185	3.74064872101081	3.21849798764976	3.71479815193173
2924	CAGL0I10516g	1.23738036521752	2.19844077015052	2.45706696895805	2.44763105332987	2.54991341399399	2.42406232370358	2.40405912915447	2.54391891323254	2.1813681170122	2.54391891323254
5184	CAGL0M12969g	1.84226254970276	2.93805654724975	3.54322912940654	3.78763584041639	3.81296973868202	3.76387082364066	3.67520802065336	3.80584476126562	3.52305970730601	3.80584476126562
426	CAGL0C00451g	1.32383975190951	1.98158749987223	2.17896715265706	2.16352811128924	2.14367501165669	2.15902392845682	2.0945283368895	2.20125091933161	1.83509323217074	2.17896715265706
1543	CAGL0F08261g	1.21047362138669	4.09927758748592	6.75012517941449	7.12023261668913	7.35483821292873	7.21445186885345	7.02191373224266	6.64178876191356	6.35005213099001	7.21445186885345
3669	CAGL0K04719g	0.962420062860378	1.72229325567447	2.51268039899383	2.68639370504486	3.21514909742436	3.05240141028835	3.14589411624896	2.98133627482152	2.72780397175257	3.14589411624896
688	CAGL0D01100g	1.02753179813211	1.72678029184405	2.17943990215253	2.22554260029141	2.27203438262312	2.10714002298238	2.09732220432472	2.17998711228642	1.81485285167193	2.22554260029141
1966	CAGL0G09020g	2.28132718142762	3.44028055967401	3.60918827501656	3.49682268518402	3.36039920137924	3.03579192952613	2.989506303857	3.20790639402625	2.51306294687714	3.49682268518402
2402	CAGL0H08888g	1.82794653640493	3.30528361024601	3.94712848683231	4.01185264466558	4.52960976951571	4.66467188642162	4.95707617297812	4.86176908352721	4.81300326628048	4.86176908352721
858	CAGL0D04972g	1.08972273123574	2.02831255157142	2.49945361479859	2.41035151046581	2.06694985551779	1.70364439587493	1.57317600800673	1.58583907703818	1.06990678749158	2.41035151046581
1331	CAGL0F03267g	0.705067270386362	1.53683459998032	2.37304799153854	2.44132976448782	2.64666548487928	2.71454444106984	2.67340478440063	2.60045891508218	2.32339092193543	2.67340478440063
3853	CAGL0K08932g	1.29331730110725	1.94217084376675	2.26443126275147	2.43355708217399	2.41767354345351	2.38037242118691	2.20648704500637	2.31200821884238	2.01974936211147	2.41767354345351
4532	CAGL0L11616g	-0.0947989083170535	0.383824207619371	0.855947043893742	1.19186584308677	1.69359626624265	1.82719398554292	1.79952202015846	1.77091844990154	1.53258189606772	1.79952202015846
3311	CAGL0J08591g	0.469371045131507	1.48623515341203	1.90932333898378	1.8347181113039	2.00774805550043	1.92319911841625	1.94137123083104	1.98628025119067	1.62796876918658	1.98628025119067
4543	CAGL0L11880g	0.459237437104948	1.45082770979146	1.9135999120658	1.92834792478909	2.08237051478849	1.98362634729756	2.08706246267089	2.04534287711794	1.62831518797082	2.08237051478849
1180	CAGL0E06072g	2.17711225468618	2.99037503894446	3.17225205361973	3.16601952751855	2.80072437468113	2.67404698878361	2.65000551918686	2.79448939865302	2.86480941864617	3.16601952751855
766	CAGL0D02794g	0.584819510899385	1.09224816783458	1.35545841854633	1.32988090854261	1.58630120551823	1.52131988461357	1.73634605496882	1.54023699810069	1.74695885043144	1.73634605496882
964	CAGL0E01089g	0.0294752951632873	0.380189718603833	0.807145159638278	1.13668714000872	1.45991115656831	1.53254696257932	1.6402073125967	1.56208803566424	1.79665184545517	1.6402073125967
711	CAGL0D01584g	0.226239559182239	0.649217783657422	1.13108286339738	1.47858426571158	2.03573945251347	2.36933937040596	2.61789415201566	2.74212911546723	2.76234888893042	2.74212911546723
3494	CAGL0K00891g	1.6924870752932	2.62139417734902	2.76870071908246	2.68827503469145	2.57151808890946	2.43523312687153	2.27516868747245	2.45228109871515	2.06892824653125	2.68827503469145
4197	CAGL0L03938g	1.31563328819457	2.55007742862548	3.0305895413875	2.95650942350177	3.02138117454018	2.98876188213593	3.04632688739622	3.16423024326071	2.82540835065271	3.04632688739622
2972	CAGL0J00803g	1.16991012075151	2.0097180452839	2.38656802904837	2.3478990319172	2.49347024434122	2.34691725048599	2.41428457202886	2.28059654138054	2.16672693809176	2.41428457202886
1783	CAGL0G04829g	1.97969596637045	2.74436815012661	2.96131924939961	2.97871992513123	3.00220041451525	2.9141082521704	2.92333079654749	3.00026265069913	2.69989382184837	3.00026265069913
3117	CAGL0J04268g	0.2864360702619	1.86483152922024	2.76135636126234	2.7708446888423	2.78671095347886	2.56472464900648	2.55301812954771	2.48522429311778	2.59345533106462	2.7708446888423
1838	CAGL0G06006g	1.01559737042381	2.6360901797877	3.3907411108022	3.61313241880391	4.21576923155904	4.33498148442713	4.38431872090279	4.6231734382653	4.15287212628592	4.38431872090279
2359	CAGL0H07887g	0.0423873700568	0.414400921501444	0.613486475115637	0.826749428609655	1.2559822192528	1.7475095047306	1.84223815385713	1.71550696675401	1.94024680499177	1.84223815385713
3335	CAGL0J09130g	0.673295290004417	1.28355860880247	1.77267840375592	1.74705104408894	1.91018225047228	1.85565701722969	1.85114906058332	1.76683050849364	1.63139030526122	1.85565701722969
4160	CAGL0L03135g	1.07161907875683	1.90740256755551	2.49538788072482	2.44819726679678	2.57696108808788	2.49254435360552	2.45050847092893	2.32737352551926	2.20947535402805	2.49538788072482
3342	CAGL0J09284g	0.463568625625675	0.931343386792436	1.60925350170217	1.86532132830614	2.55491335544665	2.74094036283104	2.72860572628674	2.77324906868377	2.69552388152834	2.74094036283104
2914	CAGL0I10296g	0.75654230280652	1.11967185040093	1.53279017015202	1.69593873085043	1.83473352925628	1.96737568818098	1.8240674069939	1.67457689165478	1.59815824176806	1.83473352925628
540	CAGL0C03113g	1.36159915230855	2.25295446917979	2.84724511364679	2.84903112692458	2.89842172167435	2.74658033708385	2.82468541182151	2.99085301164084	2.45763521298442	2.89842172167435
3007	CAGL0J01699g	0.220583061687652	1.49003437774106	2.11178568815474	2.11117955491802	2.27669717412954	2.39501818135354	2.1569417549911	2.33851836446246	2.35979723213026	2.35979723213026
2427	CAGL0H09460g	0.701720120221581	1.59868872872882	2.47353626640114	2.68979924258073	3.36955566558811	3.42883689753959	3.64853325442567	4.03092557934622	3.72245631828135	3.72245631828135
1546	CAGL0F08327g	0.156008422756574	0.992378242342645	1.57595137183965	2.01461563369452	2.22556654592335	2.44229178916	2.37296859279227	2.36225484384135	2.12699086055307	2.37296859279227
319	CAGL0B02860g	1.50267645388513	3.21826276187766	3.84897601928008	3.96981581756126	4.16553632566611	3.99702937578269	4.45638662165214	4.69249651570618	4.04032856905677	4.45638662165214
4064	CAGL0L00957g	1.72449697662054	3.0068411232876	3.41483519921053	3.2670055237582	2.98030320415602	2.76555478568416	2.59015206082841	2.53788873043163	2.1509810965996	3.2670055237582
5018	CAGL0M09229g	1.17003823519329	2.17112114343179	2.7264143552226	2.57230773387958	2.17738946099917	1.88884876592859	2.05791135085189	2.04193194892475	1.47681319944147	2.57230773387958
3914	CAGL0K10340g	0.527974344829278	0.984339622895058	1.16975005114518	1.30057196357886	1.53054335434749	2.0038728595633	1.96303410493991	2.01318312083267	2.11271280306463	2.01318312083267
3012	CAGL0J01870g	1.31202270011102	1.75770691099638	1.91373248064944	1.82401775462563	2.00653557213326	2.01625310321089	2.11829566878734	1.99289815585851	2.04178811116787	2.04178811116787
418	CAGL0C00275g	1.94918614911933	3.33606404409262	4.20097179895791	4.21871766345112	4.39865996808422	4.2678625286929	4.17038776518891	4.21286775469826	3.8773834626886	4.2678625286929
3162	CAGL0J05302g	1.41720312789979	1.96300776646444	2.19387965053426	2.1369645265088	1.87420416732675	1.74997128216557	1.80855479492234	1.77249269372209	1.51649012959145	2.1369645265088
1906	CAGL0G07601g	1.19002067112587	2.11413914408264	2.37723004432814	2.43513371499481	2.47178930689644	2.3696817688865	2.49143092435957	2.6293178195269	2.24194594846349	2.49143092435957
760	CAGL0D02618g	0.802291934128755	1.59756570204916	1.89470110037923	2.02443333839469	1.98961389111488	1.74697949035687	1.61743134920839	1.78121230786079	1.35136627692152	1.98961389111488
1625	CAGL0G01100g	1.10498787193562	1.62768618111492	1.74268974153114	1.78613552491424	1.95593575785656	1.96338047033381	1.90928723632534	1.95233622033328	1.75098351207435	1.95593575785656
1232	CAGL0F00869g	1.26032505801884	3.22996007630205	4.55362266032376	4.73899403190841	4.83082269719686	4.79594388920845	4.67687487396135	4.87125243130778	4.33721904826453	4.83082269719686
544	CAGL0C03223g	-0.854547374997436	0.479330850534551	1.72212265309879	1.77549836488811	2.0826735715424	1.91375994116919	2.25258371078023	2.37864028510263	2.4137586203528	2.37864028510263
4466	CAGL0L10142g	-0.932718178986897	-0.514660196566178	0.616887197697261	1.13134068552939	1.59876746022393	2.07218582777313	1.97794239628389	1.69333191138145	1.84781635795123	1.97794239628389
9	CAGL0A00341g	1.36065351053758	2.93278555069585	3.78742828826451	3.9657643170526	4.21728657097254	4.16282250548252	3.87654002743037	4.13451807734007	3.65247730868709	4.16282250548252
2183	CAGL0H03971g	1.22194649248986	2.68001099146643	4.00494617448852	4.52617653867191	4.65269730069249	4.41711443170721	4.31265813675376	4.47717308542974	4.15130019632546	4.52617653867191
2446	CAGL0H09944g	1.34627079590089	2.03180341076405	2.19384748173625	2.1931602628923	2.21081997291543	2.23028699435109	2.10883231743125	2.25681674954083	1.82206839922308	2.23028699435109
1111	CAGL0E04510g	0.583070972172259	1.14005567441319	1.5322055035367	1.62653145782269	1.79703416151224	1.77258886233049	1.68346616136483	1.86839324842378	1.71290102561923	1.79703416151224
2204	CAGL0H04543g	0.537160845293389	1.38326598732584	1.85753393760014	2.10326734978604	2.70624248024771	2.97672347072751	2.8238262002561	2.95503345869723	2.73303979630937	2.95503345869723
352	CAGL0B03619g	1.76766812911948	2.87193110565386	3.23629054893805	3.15619113809032	3.17801925249643	2.93138661432987	3.37540920730422	3.62892756198266	2.87612678968764	3.37540920730422
1397	CAGL0F04895g	2.15015736941228	4.41014444508026	4.9257684378172	4.57971410216872	4.65627728583277	4.24086673689443	4.2280669195222	4.28530471546443	3.63612889278436	4.65627728583277
1851	CAGL0G06314g	0.990128687741593	1.52039156281949	1.92721786448468	1.83982724295614	2.04370251469547	2.04224454429173	1.93578139007184	1.65339028874149	1.58040818842217	2.04224454429173
359	CAGL0B03817g	2.15039525647616	2.78002247149053	3.17293871192911	3.29700280839235	3.6969113281489	3.42189330029884	3.48030509644614	3.38827495904855	2.82848841086761	3.48030509644614
4870	CAGL0M05995g	-0.144833258043375	0.66637200162155	1.48365693711936	2.22600416130703	2.56592539490334	2.55884742121264	2.70903469709934	2.8752143483403	2.43196925016674	2.70903469709934
2736	CAGL0I06094g	1.7797484828073	2.41618879094407	2.4510600476842	2.33028126000205	2.28286643350794	2.22125894899507	2.21879409130408	2.32410588672572	2.13914567667209	2.41618879094407
4184	CAGL0L03674g	0.580005052832417	1.3656478237809	1.89439215144285	1.90881648957359	1.89731426593392	1.74503803728212	1.67897189521576	1.495821429702	1.35935377058326	1.89731426593392
3932	CAGL0K10824g	2.55203727187966	4.20815442487002	4.87606464203242	4.95015637346265	5.15505223020219	5.26317262227524	5.53868960927682	5.61997947360831	5.44819454984163	5.53868960927682
4170	CAGL0L03355g	0.849889705983001	1.42947925639594	1.73222967927216	1.79461433934028	1.95879872059146	1.90999104012531	1.9416734889164	2.09593180884973	1.92739020219092	1.95879872059146
4997	CAGL0M08734g	0.749353896668608	1.49991833501559	1.87445004994854	1.98823853423151	2.11418269401339	2.16973016989876	2.32881456334364	2.47182790564704	2.00555416675673	2.32881456334364
1158	CAGL0E05566g	1.75744560423188	2.34220603498617	2.62741883729414	2.60133548721538	2.71824522969969	2.80049137832825	2.85535739099022	2.80847921523149	3.12277807145437	2.85535739099022
4357	CAGL0L07634g	0.213436748701199	0.879826768278872	1.18847401322538	1.29253578011159	1.58783097008328	1.74483006442707	1.72766435642547	1.66770554464297	1.62222206232244	1.72766435642547
2033	CAGL0H00528g	1.15575193887065	2.15785228483777	3.022801520246	3.30933169721852	3.64142334043323	3.80056155280318	3.96356061886974	3.78524684230572	3.56195725127329	3.80056155280318
4212	CAGL0L04268g	1.97032256241363	2.87878336019581	3.13599952421345	2.94688689643067	2.47741542990972	2.07293495698061	2.00383297942857	2.22514493154848	1.47058175312745	2.94688689643067
3216	CAGL0J06468g	0.948723696550061	1.74010126620797	2.04320289163526	2.02603299366999	2.10865684261636	2.00140842623391	1.95631823219956	2.03737348489877	1.57126138816015	2.04320289163526
816	CAGL0D03938g	-0.374706123308449	0.618088889232475	1.13420295161319	1.48434590392912	1.86763274731829	1.70712482528134	1.84552231523716	1.77738941974763	1.43942581669179	1.84552231523716
2225	CAGL0H04983g	1.43971618201088	2.30687458522945	2.33793000928279	2.36818251072772	1.44588319732359	1.14525092293335	0.677916522298451	0.44733133149357	0.617270163649054	2.33793000928279
1036	CAGL0E02695g	0.411725776668349	1.05032818500372	1.55853460938537	1.70487776998213	1.91836300519001	1.95352532569768	1.95774939887065	1.87132253261285	1.72409066858827	1.95352532569768
1449	CAGL0F06061g	1.02614679120601	1.95097199017801	2.27152024107341	2.28182661856239	2.21994023559112	2.05771434426883	2.07548607106811	2.0715169768572	1.69123106855491	2.27152024107341
