genes	del4vsdel4.20min	del4vsdel4.30min	del4vsdel4.45min	del4vsdel4.60min	del4vsdel4.90min	del4vsdel4.120min	del4vsdel4.150min	del4vsdel4.180min	del4vsdel4.240min	no.pi.del4.sec.max
3928	CAGL0K10736g	0.383628517987137	1.41966106794218	2.55206905066767	2.35407793201887	1.96272121966776	1.63572232529083	1.35954848131718	1.33927948018486	1.24022054534462	2.35407793201887
1121	CAGL0E04708g	1.19862491984404	1.62560261652186	2.09410162047686	2.2834092363084	2.48195373319649	2.48468082354985	2.40162870268316	2.46105853529057	2.27385000957869	2.48195373319649
1546	CAGL0F08327g	0.393485670099056	1.07891307947831	1.79775943821526	2.1386406880643	2.37090462959712	2.71789434930172	2.67785802496725	2.76645732335569	2.8711080150033	2.76645732335569
4357	CAGL0L07634g	0.0796123649475549	0.704808316716999	1.10281540100291	1.39240117982604	1.63487072716344	1.93127983307762	1.8153052860252	1.92399049539646	1.96386923138523	1.93127983307762
4140	CAGL0L02717g	1.45709128395	2.47920094440573	2.93112051434076	2.94934083337474	2.98819419999514	2.9055728088897	2.76139613170684	2.7760888436745	2.59051530568227	2.94934083337474
1522	CAGL0F07799g	0.821260232191518	1.211014818407	1.41578669682851	1.64886558815615	1.9761096114867	1.97398118370612	1.93087095373711	2.07878167466253	1.84813019338824	1.9761096114867
3688	CAGL0K05137g	0.927933501978021	1.58815369506186	2.01295305758604	2.04450659179236	2.14812648393937	2.25871263762741	2.35297636174418	2.3891589480088	2.36248787571809	2.36248787571809
2007	CAGL0G09977g	2.16747711980405	3.70135381377459	4.00202272704363	3.73432038747724	3.51720361599722	3.5030291848663	3.53446285939381	3.38212546788315	3.06792034327953	3.73432038747724
3309	CAGL0J08547g	0.91164916493521	1.52424870479446	1.77263217898924	2.18436661276798	2.41841057491601	2.55735416683893	2.61972801394734	2.71978193260299	2.6991267953603	2.6991267953603
1885	CAGL0G07175g	1.61192411738501	2.70919654169353	3.05647299357566	3.30229616430356	3.11150211242946	3.16609859273659	3.25291941152732	3.00034468107476	3.13837461702694	3.25291941152732
5184	CAGL0M12969g	1.80532937807673	2.66595168631438	3.25588994458199	3.38251207636741	3.50051129090519	3.56875207886442	3.36242641357306	3.42052134162254	3.26300246709777	3.50051129090519
3792	CAGL0K07590g	0.959146854991235	1.81164092459202	2.46001529424314	2.63163898748374	2.54675631442415	2.62103014299965	2.58239373989142	2.50792944066098	2.52086824694431	2.62103014299965
1324	CAGL0F03113g	1.01263487754522	1.74891743016115	2.08011605622505	2.15947261661208	2.15557359074	2.25797176532326	2.17579866119376	2.1576799507548	2.00499980830751	2.17579866119376
2151	CAGL0H03311g	0.976576818489981	2.43512394323763	3.26475237423979	3.73312713126252	4.40543371075378	4.75545838513551	4.761347973091	4.96389405786946	5.12946309657859	4.96389405786946
5080	CAGL0M10571g	0.53616003389457	1.24682174377735	1.79513569848642	1.91449276240315	1.77251483123087	1.69176857011799	1.4725916433402	1.41200465698507	1.19898175204806	1.79513569848642
4064	CAGL0L00957g	2.08809897135179	3.26487554750693	3.46492950453121	3.29481866739252	2.95005299471163	2.5528634199294	2.38661525535618	2.08519084786461	1.73697927533845	3.29481866739252
2427	CAGL0H09460g	0.776643034621987	1.70022596625028	2.38984764288409	2.75510183208767	3.3076894732611	3.62790506107689	3.8367637460843	3.9289587440746	3.95590332944425	3.9289587440746
4484	CAGL0L10582g	1.85379386733297	3.08080833575542	3.37568860795844	3.12491905800467	2.96098253032835	2.91961256952614	2.86955864791411	2.65261815195634	2.35536522631811	3.12491905800467
4474	CAGL0L10362g	1.61168521109864	2.06178599039811	2.39343230433835	2.56410971491444	2.45174861058223	2.45670780518964	2.222812796206	2.21406794910011	1.97788324383109	2.45670780518964
1388	CAGL0F04697g	1.60810071011148	2.5974978819222	3.06535760346783	2.96977405683377	2.89007625727181	2.87049622341501	2.89800385113112	2.70529962263663	2.35733626627929	2.96977405683377
1966	CAGL0G09020g	2.49346022528883	3.27135369322369	3.41555909508859	3.30790105430988	3.25537045186617	2.97423966398641	2.87568834700893	2.6749838223008	2.2062821706983	3.30790105430988
4812	CAGL0M04675g	1.89497156116402	3.1651410372255	3.58593934316366	3.43013334328984	3.51290281834479	3.31389039928418	3.17746768928324	3.06417100698751	2.78853709623562	3.51290281834479
1806	CAGL0G05335g	2.00500802696365	2.93912626415385	3.30876532161362	3.20032185063353	3.1704300172846	3.06571665529613	3.0585113136861	2.94110758109583	2.5703786259624	3.20032185063353
4997	CAGL0M08734g	0.731744825034797	1.40551404993165	1.89783580430127	2.08274905584798	2.37460851304089	2.44723334314068	2.49254509880019	2.57371015187416	2.24065965635721	2.49254509880019
2402	CAGL0H08888g	2.10038423563652	3.09273965598474	3.62503955800835	3.8823309984351	4.00245048967901	4.19031433044325	4.44730305980068	4.34819807578296	4.26431844975504	4.34819807578296
2390	CAGL0H08558g	0.793787760226516	1.36490453747178	1.65390643749814	1.89865050571187	2.28242504608167	2.56837367945992	2.5021864926424	2.65022944479926	2.646024834641	2.646024834641
223	CAGL0B00748g	1.2274707173397	1.72324270809237	1.84866404231272	1.75108309629578	1.36904632557457	1.39894432053639	1.19202323571089	1.21491419182328	1.20040578787712	1.75108309629578
3932	CAGL0K10824g	2.70422065646071	3.83288710545604	4.25249867532988	4.37410187807281	4.42616458311309	4.39167130882481	4.60545619848813	4.44947225288265	4.53539985795566	4.53539985795566
304	CAGL0B02563g	1.71326996389261	3.46313858188371	4.3734067399227	4.39812493604839	4.58822782264966	4.49515120730709	4.75810974151417	4.54034302334008	4.15602459205128	4.58822782264966
3144	CAGL0J04884g	1.90168595630388	3.39834807517322	4.24871342934903	4.57335845338093	4.65518939722348	4.58056712421158	4.35295572197282	4.32559448162357	4.34645372220526	4.58056712421158
654	CAGL0D00286g	0.643015832702133	1.0491720895061	1.30015547149643	1.60714753277351	1.9485084242428	2.32811705850425	2.35338109114665	2.62395871928957	2.62273678252799	2.62273678252799
2359	CAGL0H07887g	0.0101142604002566	0.497625214015672	0.789591172382877	1.06400550652835	1.49729609663331	1.9066189780346	2.1249874618142	2.12828010408895	2.01019154328857	2.1249874618142
2738	CAGL0I06138g	0.474996910961121	0.857928644315877	1.37042099845864	1.58300655857819	1.96546542645876	2.15412275407889	2.3081312777763	2.47757514505592	2.68687609773771	2.47757514505592
4972	CAGL0M08184g	1.01952028543579	1.99824215865388	2.88950373251542	3.06928462155209	3.19503627081606	3.42972433538259	3.41697384666816	3.450892903276	3.49374711994092	3.450892903276
5071	CAGL0M10351g	1.32955757265542	1.72976760801057	1.62988847950823	1.62821973351207	1.49447980684373	1.26283683475967	1.11066453360611	1.02567281660354	0.964936349497442	1.62988847950823
3508	CAGL0K01221g	0.6541918839196	1.21902910543989	1.47773268500412	1.63322087510163	1.74799584321739	1.81632633236569	1.7609561793157	1.71167594067333	1.44266387859122	1.7609561793157
479	CAGL0C01771g	1.38255080310969	2.30043613048087	2.89121586431692	2.91993758370176	3.08494212016823	3.10283989786041	3.10880685749643	3.0262468816832	2.67271346987883	3.10283989786041
3986	CAGL0K12034g	-0.392619957579544	-0.115568407489476	0.302427321617	0.500724384767624	0.793788564885679	1.11573954073521	1.42673231105883	1.56079440426122	1.76212651687829	1.56079440426122
3211	CAGL0J06358g	0.0216972652867353	0.55327476489003	1.29622199978042	1.62108868229691	1.84783783777233	1.96579026407928	1.93518612361498	2.00060901453976	1.89627585230083	1.96579026407928
3426	CAGL0J11176g	0.0145165698426561	0.279103825863393	0.777897843918281	1.18638951332557	1.57860703051651	1.61028386560108	1.80111896903754	1.76125418823055	1.78928070410401	1.78928070410401
3102	CAGL0J03916g	0.349890575069855	0.880074865494042	1.05406477440681	1.35070140200131	1.54194238439902	1.63755805782678	1.65708672325008	1.66419215999471	1.63981779707704	1.65708672325008
1582	CAGL0F09163g	1.07993712288739	1.65378451958659	1.70180772150027	1.24333622624366	0.748215772462878	0.414250781137699	0.222203186176089	0.238864150968049	0.0580008089563897	1.65378451958659
5075	CAGL0M10439g	1.10796865156405	2.18219443026342	2.62377086796877	2.49235136867002	2.33962560466427	2.20639921430813	2.09145092195783	1.89022388816746	1.65280764853421	2.49235136867002
2555	CAGL0I01980g	1.49622345896816	2.35769309711478	2.6707375942351	2.652663479935	2.46875621641978	2.3834495969913	2.27740239719248	2.22391082011155	2.18540557335017	2.652663479935
1950	CAGL0G08624g	0.0562271860856001	0.132226107145577	0.820748501451054	1.38064290863186	1.90831940903012	2.04685006224991	2.17218358919171	2.03530547241498	2.01593825915564	2.04685006224991
3787	CAGL0K07458g	1.46814991192382	2.32546176767973	2.75729914313646	2.98338332490991	3.02343826278971	3.18463218833985	3.1267488321841	3.09534605309907	2.99293008127267	3.1267488321841
2914	CAGL0I10296g	0.765045686669215	1.30744124826806	1.75285388727062	1.8531544528405	1.86699415259658	1.91972497448764	1.77477291327107	1.74998694034607	1.71250882805017	1.86699415259658
9	CAGL0A00341g	1.62934507112169	2.91072908699989	3.70460673142446	3.86779683534514	4.14770508854492	3.96165401918516	3.78117019841494	3.86353940593969	3.65517167436173	3.96165401918516
81	CAGL0A02145g	1.65554673890929	3.94784631741385	5.29678784960883	5.72269810363498	5.83337935676292	5.86134840347768	5.63370009141956	5.55946907950637	5.2225451585792	5.83337935676292
2995	CAGL0J01331g	1.88215493733092	3.08859158860226	3.57874846093691	3.49055144071628	3.58039731089282	3.48785979609161	3.50935010016169	3.30777473364054	2.8842265773415	3.57874846093691
5221	CAGL0M13783g	1.17484932482388	1.67922497319496	1.86264874388235	1.82384160775281	1.59500873791856	1.58887891103569	1.46774922091364	1.44150019502963	1.55836632881801	1.82384160775281
2033	CAGL0H00528g	1.80348259267175	2.93239272651092	3.64037549609762	3.95821325766079	4.06941715933577	4.31658316876291	4.36496782418061	4.36166538196691	4.16626502079152	4.36166538196691
1494	CAGL0F07117g	1.24577456738236	2.3168129617442	2.76635986938449	2.92088236077321	2.96707524111789	2.85440353472243	2.83573935889563	2.79162033694096	2.46528900444796	2.92088236077321
945	CAGL0E00649g	1.19810753175193	2.33348341561383	2.87956826461939	3.05713620551635	3.1352084179075	3.24994492866233	3.24662097019465	3.17786756459426	2.95492264659345	3.24662097019465
998	CAGL0E01837g	1.43174706161034	3.2821157696837	3.91223924122718	3.94002282493053	3.9602998425484	3.72934719707319	3.72144065745114	3.61988655040605	3.09382347268756	3.94002282493053
3494	CAGL0K00891g	1.84697594500998	2.42779177814797	2.57838025243503	2.43481695578233	2.2975546849954	2.12706921990601	1.90984518078854	1.93239296351044	1.6714651164396	2.43481695578233
3820	CAGL0K08162g	0.886350143240003	1.56286078393852	2.00310522100106	1.95012687344629	1.7760750940156	1.68655694193151	1.52084709251756	1.60004665622555	1.64288988614473	1.95012687344629
858	CAGL0D04972g	1.07652895667371	1.96225017934793	2.15607968574273	2.02242912671017	1.71841710340436	1.39072695314002	1.20815397666136	1.12404882161914	0.912697618489172	2.02242912671017
4287	CAGL0L06006g	1.45181969113218	2.13462870406658	2.45823178889509	2.52633828141909	2.34410522187129	2.50656758581315	2.61079137136957	2.5567205196347	2.8970972299662	2.61079137136957
2972	CAGL0J00803g	1.19133947479348	2.00483240958225	2.3740822543133	2.50703869404499	2.2381936901735	2.12788711706135	1.98990798191611	1.96778290701164	1.91529820116009	2.3740822543133
3471	CAGL0K00363g	-0.065308987523478	-0.192100527612661	0.134389202300698	0.70003342315053	1.11532000184794	1.70912439789422	1.85706289681805	2.1303396491938	2.30102794472498	2.1303396491938
4170	CAGL0L03355g	0.94873757337811	1.47977709037882	1.74515830105327	2.01107612350653	2.10917203763301	2.00303108510736	2.02276435410055	2.00053609028287	1.81021902408119	2.02276435410055
688	CAGL0D01100g	0.981161104488571	1.67156546862495	2.13814167279955	2.08925437775448	2.06815160826224	1.91588871855418	1.77600172398099	1.70475630921001	1.42967420197937	2.08925437775448
4433	CAGL0L09273g	1.09242154233084	2.38876642601179	3.09115814794367	3.57464840998138	3.9934488780953	4.24661614774534	4.39312712518393	4.41189681284501	4.38218937797535	4.39312712518393
480	CAGL0C01793g	1.22830857906089	2.27151471531612	2.89931881342159	3.02846232389155	3.10455384559417	2.90953600858726	2.85939095114405	2.65978926837322	2.168167435832	3.02846232389155
1838	CAGL0G06006g	0.653184138944682	2.18924113546099	2.78876461475715	3.23280553422765	3.80683004198132	3.9048849748796	4.01630288721988	3.97469788651547	3.93082986135617	3.97469788651547
3058	CAGL0J02948g	-0.221133331372414	-0.0537421757881136	0.688481370697529	1.1806214758014	1.6788996039669	2.03745493452863	2.21463252915148	2.03083062323686	1.91384283650956	2.03745493452863
5220	CAGL0M13761g	0.809451146016037	1.43448354826564	1.94035564911215	1.95166827147304	1.93800559224121	1.84150886361082	1.7671622368024	1.60073120580557	1.59337083710412	1.94035564911215
4212	CAGL0L04268g	1.80613850794087	2.61085266362675	2.73626339737599	2.43855666041719	2.08190282345493	1.68579707449887	1.46128330888063	1.3089541326666	0.786305617895831	2.61085266362675
5003	CAGL0M08866g	0.544765457939337	0.98162217745221	1.44494154749712	1.60031954604405	1.66518667332179	1.7177166732518	1.64253887116824	1.67848641532482	1.54744672516381	1.67848641532482
4463	CAGL0L10043g	0.638584025793034	1.02714006590492	1.44510486838674	1.64263700328854	1.72025610494262	1.99625376056098	1.94578553466158	2.04446541718165	1.91992004641461	1.99625376056098
3530	CAGL0K01705g	0.886812376790518	1.09602119758957	1.50619217285467	1.69200321346074	1.88182685828258	1.91319071086191	1.75395659213728	1.71196169374207	1.46495600660867	1.88182685828258
3811	CAGL0K08030g	0.694027886455198	1.27424397251572	1.69229309879494	1.77669341822913	1.80143762039988	1.74128432904351	1.60494878544835	1.65832368775238	1.53420136714837	1.77669341822913
1783	CAGL0G04829g	1.98426511908003	2.55662080327035	2.81909287060939	2.70485642247462	2.64649067828497	2.71378906844413	2.68259394179196	2.69004089606427	2.64448256546873	2.71378906844413
2659	CAGL0I04444g	0.736876276352647	1.42326984545521	1.57327929768508	2.06601649674839	2.68853472968322	3.11596884925706	3.48333233865433	3.38921725811186	3.09168063471653	3.38921725811186
4868	CAGL0M05951g	1.53959177990959	2.44803676000699	2.72061907430142	2.77971611216676	2.94954095659697	2.89349257709211	2.89899870295435	2.78686187928392	2.80215428573676	2.89899870295435
5230	CAGL0M13981g	1.2845662291714	2.25945823519442	2.58415490459537	2.68756756658911	2.30676625962047	2.3130964552546	1.98667103474026	1.8984219870251	1.77475758505875	2.58415490459537
4197	CAGL0L03938g	1.62536573998135	2.53884661534428	2.90752025679207	2.80131211388266	2.88085163130375	2.84688848267243	2.69081803248589	2.8293206482504	2.4434244338334	2.88085163130375
4574	CAGL0L12606g	0.93046737225132	1.52730262203584	1.57335646527856	1.36706499746571	0.796174327438352	0.652355822618668	0.271572226941068	0.154488233084608	0.179415965418453	1.52730262203584
4532	CAGL0L11616g	0.140293298879094	0.239835550080029	0.637559043216664	1.0651470798089	1.52961810762026	1.59464070272941	1.57987104481991	1.64548781680411	1.55157568798547	1.59464070272941
359	CAGL0B03817g	1.6531974265557	2.66985857207762	3.09108902804662	3.23546647832277	3.21968432824786	3.12705480121174	2.96698241551229	2.66459100286884	2.33064577647856	3.21968432824786
4447	CAGL0L09691g	1.18157311104512	1.86279970474953	2.30543402673743	2.46066304041222	2.07776472365938	2.09182537418246	1.92159560473515	1.86902310641425	2.2393468415215	2.30543402673743
2346	CAGL0H07601g	1.20202647214119	2.86114141361858	4.05161755819885	4.147552085846	4.57351056129687	4.9255729830823	4.97667774329409	5.05670473754582	5.08836485787257	5.05670473754582
2736	CAGL0I06094g	1.51528484094783	2.15752183747407	2.24071146533475	2.08947869652838	2.01855302536299	1.92350778885687	1.94127657389791	1.88951860576315	1.72209879804174	2.15752183747407
585	CAGL0C04213g	-1.46889913772866	0.52513433176954	1.94955894702036	3.49619261456689	4.6704704845462	5.20531683885168	5.0308347197577	4.93380385404395	4.48658071000672	5.0308347197577
4853	CAGL0M05665g	1.11664948734581	1.94161566671429	2.15531254646986	2.18599150636308	2.31742536991407	2.08946366796469	2.1574174167554	2.12425430464366	1.96082807235109	2.18599150636308
4070	CAGL0L01089g	0.955655603859842	1.60587097774101	1.9779602427416	2.08022905141445	2.15614319737912	2.26347645422291	2.20843222232756	2.07816122355377	1.93591862608618	2.20843222232756
1036	CAGL0E02695g	0.485964013153503	1.0301318105626	1.60880763382942	1.77403456033273	1.81718680264582	1.95439334386132	1.89396811048437	1.93628406581715	1.90171429090223	1.93628406581715
1193	CAGL0E06380g	2.91822921637344	4.0476394467282	4.27018154494359	4.26684931365622	4.22606144100258	4.0868372964691	3.84387887110885	3.79718993084877	3.5883839600609	4.26684931365622
2924	CAGL0I10516g	1.41500231745923	2.12399595902692	2.33663055288958	2.33031422580511	2.35697584092022	2.41616119761257	2.51149297901889	2.45004819634901	2.36395182759091	2.45004819634901
2894	CAGL0I09702g	1.28277062778489	2.35695443767108	3.28816663785496	3.81610607690554	4.03084058702602	3.99521951472428	3.89570821735181	3.64323409508341	3.65622990687967	3.99521951472428
1851	CAGL0G06314g	0.83556011790513	1.36062849129175	1.70217615966288	1.79696326248834	1.67636304173029	1.76405235287241	1.60224512648939	1.58971352050931	1.76426674061664	1.76426674061664
3311	CAGL0J08591g	0.964352620550335	1.64991020415005	2.05037602251831	1.9613496738637	1.89060195076155	1.94775067902974	1.94138531876212	1.93303552161457	1.81223762438582	1.9613496738637
1331	CAGL0F03267g	1.05461963118829	1.87223891601129	2.28622569905127	2.53406509238682	2.48283300568109	2.50974244802861	2.41001904871961	2.41563634162231	2.25099083265634	2.50974244802861
2981	CAGL0J01001g	1.17177301051791	1.53154388934642	1.74557930406499	1.91630674344869	1.88655490924303	1.98400943381186	1.8735376542477	1.95230414037556	1.94918028650923	1.95230414037556
3335	CAGL0J09130g	0.754576557729855	1.38439329386605	1.73780060729701	1.84035635535801	1.79597376326803	1.72816264977455	1.66289296300418	1.5528996394736	1.34889143186053	1.79597376326803
4828	CAGL0M05115g	0.49842863066796	1.4679284167369	2.66448966789676	2.90969150374587	4.15762283999456	5.26966084805087	5.5207684180849	5.80212660208973	5.89009208199155	5.80212660208973
1348	CAGL0F03707g	1.14255045920934	1.87508046325351	2.43887648696737	2.56891114251046	2.46751624524469	2.20254436568909	2.0158975615619	1.91193406463699	1.80594685640451	2.46751624524469
2142	CAGL0H03113g	1.33124468768594	2.01724070912545	2.20654577128345	2.348215114167	2.61854860821577	2.67528439928713	2.64708887673579	2.71537086799471	2.87221779527706	2.71537086799471
3196	CAGL0J06050g	1.08399822569525	1.90861598263076	2.25526132206941	2.43598603459788	2.43003468483068	2.38918216791971	2.75854110769369	2.53033245458261	1.98150276090898	2.53033245458261
3116	CAGL0J04246g	0.58372337116669	1.17804102123177	1.70709035336575	1.56793902434961	1.53249377801158	1.41726852773164	1.32990449880072	1.21229486252386	1.08521479179224	1.56793902434961
352	CAGL0B03619g	1.60580198622565	2.66456765864373	2.87936603522849	2.97261463706902	2.97328069309601	2.99487426553054	3.26402447236303	3.12485140836715	2.66172916509352	3.12485140836715
4500	CAGL0L10912g	-0.663242519838932	0.0594120850884323	0.366367970417216	0.948689647706439	1.40942993199382	1.74136309108602	1.78967496541643	1.99184964792163	2.22354279134795	1.99184964792163
4276	CAGL0L05720g	1.44261134091812	2.6490155480314	3.47924544768604	3.35919504395248	3.32674673774857	3.37057635776143	3.42918898324276	3.41359308906575	3.47931891875877	3.47924544768604
3761	CAGL0K06853g	0.690940553689849	1.4192970617638	1.74198289438075	1.7661728495385	1.64936420727104	1.34094096773587	1.24895143669647	1.11683697244653	0.927369937841334	1.74198289438075
816	CAGL0D03938g	0.0463628384689629	0.698188389364098	1.34651117413101	1.53503100627297	1.78652687494182	1.87042014960922	1.92850903682553	1.84422554623046	1.69219262748225	1.87042014960922
2745	CAGL0I06292g	0.71840504400866	1.05539034835186	1.59262645926095	1.72780526890648	1.8106788721786	1.94600877200875	1.86204162101717	2.01007961814604	1.93818029623818	1.94600877200875
118	CAGL0A03014g	0.390748555500028	0.868273990757645	1.28249093644585	1.50670594360316	1.60216690061187	1.61885715029483	1.58089575068151	1.54010924794934	1.42972304971789	1.60216690061187
3464	CAGL0K00231g	1.52603627329488	2.74055264796023	3.2933794081996	3.24974878262689	3.1457340032758	3.01967296164274	2.98900811153017	2.90589620713239	2.85049110998805	3.24974878262689
