genes	logFC.wtvswt.20min	logFC.wtvswt.30min	logFC.wtvswt.45min	logFC.wtvswt.60min	logFC.wtvswt.90min	logFC.wtvswt.120min	logFC.wtvswt.150min	logFC.wtvswt.180min	logFC.wtvswt.240min	logCPM	F	PValue	FDR
CAGL0I05588g	-1.75302127391852	-3.8140105136647	-4.10727590637146	-3.17965590836424	-2.6545709527555	-2.0956746728282	-1.64366840260754	-1.58871674522383	-1.73214414157129	5.589350670804	107.597478629287	1.09525247321185e-09	2.45704131011488e-08
CAGL0G03201g	0.541065190107515	0.636129254895554	0.625297061277432	0.271093530731454	-0.861918108111124	-1.38933532148154	-1.17540273439214	-1.25430688911296	-1.11702157352667	5.92294562794898	107.558139946286	1.09749563437101e-09	2.45704131011488e-08
CAGL0K06567g	-1.23882696463219	-3.13769725312062	-4.90030036440481	-4.97888528868898	-4.74360404231225	-4.0192152988769	-3.96729682261034	-4.36772179077734	-3.28551778146557	8.66516604054661	120.769998477124	1.09827634492241e-09	2.45704131011488e-08
CAGL0K09284g	-2.92635194847042	-5.33418259216677	-5.39086317003201	-5.15025077994808	-4.06861632896771	-3.33528307464277	-2.96032746625705	-3.51785770522547	-2.72317764606751	5.62916076075792	117.484167362549	1.10720187789535e-09	2.46646886416262e-08
CAGL0M07161g	-0.371000084234563	-0.664407536991	-1.33804643187621	-1.50783505249842	-1.713685332653	-1.9036782883269	-1.78214280657912	-1.71211898445778	-1.77327980381418	8.46974551764919	106.82376800322	1.14037901814773e-09	2.52961193220481e-08
CAGL0L03846g	-3.77935563287221	-5.81399169775251	-5.54225006117483	-4.53328479653674	-3.57747228767842	-3.03032195147678	-2.99146801821764	-3.24699422626619	-2.63304134656298	6.62375193725955	128.012339078597	1.16210129329544e-09	2.56691994531714e-08
CAGL0H02101g	3.41766916411765	6.50156022567301	6.89423634511226	6.63876995663929	6.53594860009058	6.40810608971976	6.33851632895693	6.58916160345516	5.94510241991166	9.53216368041011	106.118749376565	1.18341302766807e-09	2.59388200788563e-08
CAGL0J02442g	0.02835816719126	-0.0359695503288974	-0.199445325659238	-0.38759255898134	-1.10668351284675	-1.24550251418826	-1.33226093717497	-1.53976660757203	-1.49265007367568	7.02776164333734	106.032290938944	1.18882074924163e-09	2.59388200788563e-08
CAGL0E05148g	1.76252834261008	3.36886561204792	3.85699870805287	3.67937480579202	3.7009841110214	3.62660630134893	3.54545033319401	3.68400721356152	3.31108451298321	9.42357586332939	106.026686892935	1.1891722672255e-09	2.59388200788563e-08
CAGL0K05753g	-1.47202934293181	-2.25408780793427	-2.13832937746461	-1.86666252841725	-1.44564910972643	-1.06004574944639	-1.06681145729682	-1.38380166428338	-0.951370883847321	6.88625191073714	105.560068714437	1.2188746456917e-09	2.64763849385728e-08
CAGL0H10252g	-2.29927392113203	-4.49993331651648	-4.63109226165452	-4.51592653352413	-3.74238850309887	-3.18731422188361	-3.01201700634708	-3.00608829235098	-2.75390916456823	4.6340771240669	105.414773672207	1.22830080609083e-09	2.65708872722541e-08
CAGL0J09614g	-2.07261538345542	-3.82620905163804	-4.14353859973303	-3.80317427199084	-3.17004592603575	-2.82982049675099	-2.40257161953114	-2.65955547567774	-2.12380392170879	6.70305583550017	114.863253034972	1.26000283708696e-09	2.71445055644042e-08
CAGL0L08118g	-1.22874755216348	-2.78075273523212	-4.85783352185201	-4.71161529928087	-4.40293705364415	-3.67770464967903	-3.4321034674726	-3.81956113609253	-2.9199504761715	9.20617843661773	106.001798276111	1.26593771677085e-09	2.7160589947932e-08
CAGL0K02497g	-1.44529359332999	-2.50896030180127	-2.83814515727833	-2.51634524966049	-2.37188096547658	-2.03259517512039	-1.89283565709115	-1.96868363570579	-1.51018420197449	6.7821330693322	104.643091430154	1.27982448387896e-09	2.72548602740985e-08
CAGL0H07975g	-2.20469021334471	-4.56039001580232	-5.14898963766814	-4.60144297614676	-4.04285627259189	-3.67623505875654	-3.57265709308029	-3.53100635330974	-2.99429131319222	6.24610844492242	122.275640335158	1.28074415041609e-09	2.72548602740985e-08
CAGL0H08558g	0.493562845534195	1.41966283192087	1.65905008967839	1.94596502427629	2.31382909517932	2.55929694257323	2.60438017946013	2.74417823904947	2.38176195578164	6.63696528348486	104.405628079592	1.29618776683374e-09	2.7471833843622e-08
CAGL0J02948g	-0.0635193804334436	-0.0540299240768278	0.584048755785107	1.07708041432258	1.81512409908291	2.40098074978434	2.41602381601758	2.20551034023077	2.24296735592204	7.66303508049868	104.197833889969	1.31070866375307e-09	2.7667580059465e-08
CAGL0J01045g	-3.09335071429242	-5.8416116118368	-5.75355283058232	-4.89720710054898	-3.95446505354917	-3.36256626312566	-2.97506710319099	-3.32821788574315	-2.44683799504986	4.99408138221205	104.517506231775	1.32393954203182e-09	2.78346325403076e-08
CAGL0G08041g	-1.91368554158097	-3.7102029424483	-4.32979787458954	-3.84337428705304	-2.98256735682082	-2.61148642198161	-2.20021038563258	-2.13560743352379	-1.73816654260901	7.272683720261	113.153210471312	1.3671677470556e-09	2.85175253425097e-08
CAGL0J02816g	-2.54055782836316	-4.47468076930105	-4.67774299746375	-4.02310518476887	-3.09235084769873	-2.07182150692759	-1.77906589945503	-1.73663145756753	-1.38733001275775	7.04112722549397	119.553281219205	1.36731592377649e-09	2.85175253425097e-08
CAGL0K09966g	-1.24162831864248	-1.98709008959537	-2.28884478239158	-2.24714795439964	-2.09078701776379	-1.99225624893008	-1.75765318368887	-1.83924088771745	-1.68304474794582	7.97682531986941	102.877768219843	1.4075550348732e-09	2.9240280188735e-08
CAGL0G06314g	1.0357474721556	1.6263210422715	2.02816986481327	1.92858017630187	2.09020903898935	2.11735890022015	2.01339545269737	1.72127574935364	1.67960824589656	6.96971227180184	102.795601902338	1.41385633431366e-09	2.92550905538814e-08
CAGL0C05115g	-1.58894973741597	-1.60555730264894	-2.23062929202312	-2.33215708388327	-2.40727664106467	-2.72234263322719	-2.76725191831208	-2.65915546584356	-2.88988059929412	5.12499211177721	102.667308183018	1.42376156369923e-09	2.93440621494704e-08
CAGL0B04345g	-1.11807895447179	-1.66447184542897	-1.92452212286143	-2.00183923479291	-2.00873563567955	-1.96080579504769	-1.95091242423826	-1.91340604985076	-1.65486565725694	8.43874882477697	102.217419293976	1.45914686847364e-09	2.99554268880765e-08
CAGL0M00814g	-1.1578356950244	-3.12518435517082	-6.01748701403031	-6.17876352787978	-6.01523975885874	-5.29975999710352	-5.23688401027167	-5.69730732712757	-4.19469782639502	10.2668916210228	111.411731045979	1.47296205210443e-09	3.01209232139323e-08
CAGL0K00759g	-1.30120285632549	-3.89442099526815	-4.44633180513132	-3.89941871784437	-3.08989376289807	-2.41224264077749	-2.22153098596233	-2.47509880574362	-2.01732426777974	6.37059401171765	107.729190378748	1.49127325269699e-09	3.03740679069161e-08
CAGL0D00880g	-2.76665079085303	-4.69834716262373	-4.70473417379094	-4.07333851301498	-3.1571285556303	-2.57622179376818	-2.28781361434099	-2.29357187962501	-1.75968938404264	6.32393131909245	112.543869757033	1.49694546704572e-09	3.03740679069161e-08
CAGL0A01870g	1.10347274269458	1.90427667138375	3.34390365820139	3.59455109946881	3.83978196132344	3.88857588343002	3.80502968398337	3.94434253840812	3.74114620599119	7.70296284035789	101.377227335735	1.5280384013255e-09	3.08852549457105e-08
CAGL0L02799g	-1.31011581125662	-2.39487404570257	-2.62461257813478	-2.67252215324617	-2.32135834136569	-2.03194595403504	-1.87949357933971	-1.86083439119043	-1.32211582607791	5.91399127798347	101.138292963096	1.54832336822445e-09	3.11595301805593e-08
CAGL0I04328g	-3.29058911420537	-4.16544114914127	-3.77228984030013	-3.76045423500516	-3.92251246246464	-3.62745648493616	-4.27097081350232	-3.97961107849547	-3.0772079528367	4.69862085568618	100.975414751038	1.56233287248219e-09	3.11595301805593e-08
CAGL0H06853g	1.58013689998486	0.129983426668147	-1.47984750801338	-1.73693260512196	-2.32947080829999	-2.45591597357904	-2.75244302900247	-2.761898350222	-3.08614721415946	5.04528990066862	100.940428903094	1.56536149046366e-09	3.11595301805593e-08
CAGL0G06490g	-1.24280457285615	-2.88434155683576	-5.04807863130501	-5.55195795812758	-5.33640251842144	-4.53574944694491	-4.22558926906755	-4.6425018343381	-3.53955298480319	9.16138714520913	113.101460216885	1.56541670248082e-09	3.11595301805593e-08
CAGL0K09416g	-1.94918899529242	-3.49574538689455	-3.7304461244029	-2.74721276347473	-2.06121946528232	-1.4408215285648	-1.4219817866257	-1.53597559986679	-1.28574401157978	5.44421691794107	100.664298569998	1.58950899953148e-09	3.13751803081378e-08
CAGL0K07590g	0.951978344978388	1.77010253856472	2.5906968513201	2.74235378738372	3.12521361877317	3.38697393420558	3.28015770913905	2.89827232689467	3.2024423423014	8.31504204956238	100.618851718966	1.59352514931545e-09	3.13751803081378e-08
CAGL0E06380g	2.86388273673212	4.50967174301682	4.76640102738989	4.66274471217002	4.63296762569496	4.33371949843747	4.19188492302565	4.2925676070974	3.84597850121985	8.06045088525249	100.576792927067	1.59725252728198e-09	3.13751803081378e-08
CAGL0L10142g	-0.895177668955015	-0.399419243082733	0.726001651632203	1.23844361167977	1.65239727315109	2.17745786309424	2.06278755938493	1.76652030183258	1.95438555093838	7.62909802103287	100.523617870149	1.60197974301444e-09	3.13751803081378e-08
CAGL0G04521g	0.123508845424616	0.00409989100518567	-0.040381073770888	-0.385443588706762	-1.32808697619204	-1.42208739967475	-1.45657299899433	-1.58964774173799	-1.50537143334865	6.02230482669144	100.476105771792	1.60621744461909e-09	3.13751803081378e-08
CAGL0G02409g	-1.91920665039392	-4.58843650544137	-4.64372148566138	-4.12925162605289	-3.45617242423578	-2.71493673794585	-2.27540408999458	-2.44228220159453	-1.92880984342184	5.88463720913387	104.063795366038	1.62181050779426e-09	3.15620000308661e-08
CAGL0D05412g	0.672341507024801	0.930643177038703	0.965230371078778	0.69646924994231	-0.658940617002448	-0.918141067200113	-0.95900345601084	-1.01388599480166	-1.09135538896389	7.74295021769226	100.203165180147	1.63081843766796e-09	3.16197574858954e-08
CAGL0J10890g	-2.50752759375009	-5.20910593939163	-5.17267358907534	-4.59307499829835	-3.89664929360801	-2.83476527240681	-2.91862729031206	-3.04283652123824	-2.18335303310157	5.49326039974158	102.985828855645	1.65574193410935e-09	3.1984535147832e-08
CAGL0A02090g	-1.23374761597271	-2.64395304307477	-3.79355062986996	-3.5238979351165	-3.3116961873606	-3.00377371467572	-2.91010177869417	-3.05227778117344	-2.33037186599268	7.23682403058157	108.984540813006	1.68188701521418e-09	3.22166443772034e-08
CAGL0G09669g	-1.10653093118582	-1.97252368476508	-2.40442652219846	-2.30753430808467	-2.16581044334505	-2.12834618749078	-2.10691569110303	-2.23868123900701	-1.82144985735942	6.86134912496127	99.6101172475311	1.6858150677932e-09	3.22166443772034e-08
CAGL0G08294g	-1.30972191068883	-2.70496612188714	-2.92868226820732	-2.99314265341312	-2.7188109677288	-2.44764107618514	-2.26552855512175	-2.32664465763548	-2.0470110756849	5.27200215622039	99.5856659087696	1.68812897679587e-09	3.22166443772034e-08
CAGL0D00616g	-1.08286721571362	-2.55719447739811	-5.19723891920897	-5.70481747239304	-5.5872848031433	-4.71039688084957	-4.51392478675772	-4.99900406164667	-3.93184762009751	9.13872845828971	114.655583673876	1.69237386890753e-09	3.22166443772034e-08
CAGL0L07304g	-0.0266407900115605	-0.143433645161835	-0.832487452950716	-1.1087051353989	-1.31639933578426	-1.57481430116898	-1.57786132393014	-1.46025724570866	-1.55342735555612	7.36041146934691	99.2038132689963	1.72475388494134e-09	3.26418327139668e-08
CAGL0K02541g	-1.56262517572278	-2.97273145418703	-3.69383721269678	-3.17476098340252	-2.89982690012814	-2.35855275674966	-1.81872489293403	-2.13660886675965	-1.56453388185483	7.10126427576233	100.708153955975	1.72718006910579e-09	3.26418327139668e-08
CAGL0H07051g	-0.993552771981912	-1.88174019601486	-2.43049587753632	-2.35603933032869	-1.96251667964821	-1.7650918900705	-1.67049368821952	-1.86083105281001	-1.48183015819028	6.44963137551607	99.0659600625516	1.7382048230161e-09	3.27320224765802e-08
CAGL0C03369g	-2.40535776772235	-3.64640699920795	-3.42417901224427	-2.82054506766198	-2.35348887607842	-1.96661437528839	-1.63537874985257	-1.8142844329623	-1.3957348263423	7.02267043117553	100.163015034523	1.7800985697714e-09	3.34007742392591e-08
CAGL0F04499g	-2.37466496910113	-3.08864446344049	-2.93197674639102	-2.61980497695511	-2.61034771337881	-1.86629841565286	-2.10102820645169	-2.36548025086649	-1.91009008373278	5.3710352269682	98.3989794751548	1.80505289082724e-09	3.37102962882215e-08
CAGL0L02717g	1.36192504355107	2.60965736278888	3.26023510162775	3.20303244218054	2.99476475465577	2.99106425896854	2.84803973491328	2.88923429010699	2.49284304126346	7.93428248574343	98.3559006083033	1.80947340152631e-09	3.37102962882215e-08
CAGL0H03971g	1.2621530453005	2.79158948874741	4.13190762701115	4.62237076053806	4.70267226075099	4.4914841667968	4.39379497298983	4.58227206120174	4.25417020260124	8.51471211368582	98.1839071662735	1.8272497074709e-09	3.3920752548263e-08
CAGL0E01859g	2.85985157835079	4.01227056770882	4.16096436449911	4.02750883301386	3.88422061984716	3.78216180102521	3.90986104127616	4.01258394278443	3.86155657253418	6.76703784269769	98.1060450176585	1.83536457293348e-09	3.39273271868491e-08
CAGL0L03674g	0.625985477465491	1.47690760202588	2.0018612206577	2.00459753988477	1.95015972275648	1.84176002077746	1.76286833155751	1.56885131582542	1.46480205563498	6.71773572374712	98.0563536471907	1.84056560096755e-09	3.39273271868491e-08
CAGL0I01980g	1.06955864825153	2.24587921013555	2.86225883419352	2.79934274686528	2.70990993245162	2.54814262954998	2.54548089157557	2.44358655152765	2.29817037941443	8.29784751550534	97.735150415362	1.87460595976532e-09	3.4321302910682e-08
CAGL0H04543g	0.590240888706725	1.51031279436302	1.95965660599181	2.19923544257316	2.76126099718085	3.08594143322181	2.90999955311906	3.04625395566629	2.8408913809929	6.6113681424394	97.7309953955358	1.87505112367814e-09	3.4321302910682e-08
CAGL0E05830g	0.692941882062003	1.0212278462942	1.12651740819444	1.01486514655033	-0.204680621397305	-0.327736528162502	-0.583937942151712	-0.667378897493972	-0.662177426047305	7.08713538121064	97.56901296076	1.89250298567742e-09	3.45200457492032e-08
CAGL0E05588g	1.76079659551076	2.19679922895056	2.71098286453189	2.69549906048	2.97110079993284	3.04395937855807	3.00851526630043	3.06753129689071	3.01820941064354	7.39322435278255	96.968907562671	1.95884376299672e-09	3.56060663169716e-08
CAGL0H02893g	2.23510364416767	3.23831785986917	3.55131248161542	3.50949003466211	3.53145519972735	3.48728405952347	3.35415083089084	3.37701297096172	3.1410919098109	8.03125473541384	96.6301759491222	1.99749625998018e-09	3.6160982622499e-08
CAGL0K06149g	-1.11769075633303	-2.52994908995372	-5.09296683016827	-5.46699022715431	-5.46740669129468	-4.64502622728994	-4.64041066553073	-5.16937678217682	-3.89412750197255	9.39390065325313	108.050574233157	2.00318719398753e-09	3.6160982622499e-08
CAGL0K00429g	-0.845044468677275	-1.688280939352	-1.94988885544511	-1.91303489613231	-1.73278744030404	-1.48804935332939	-1.55629054948783	-1.69908849756059	-1.33182198418125	6.22642331566253	96.5168794859409	2.01062407154264e-09	3.61705052045558e-08
CAGL0H03311g	1.88976826731023	2.9775894259047	3.90555005583982	4.58246045360184	4.80296158891615	5.59881761229463	5.5033166743924	5.70537558684529	6.03848984744727	4.14846788780386	96.1964117096916	2.04830989961261e-09	3.65761907015977e-08
CAGL0H06699g	0.945473303393253	2.35584726439224	3.21997545233207	3.20683151853904	2.8824295700354	2.545334052172	2.59156809675058	2.82771045652629	2.31061178647152	8.50378957218517	96.1890023618834	2.04919098434294e-09	3.65761907015977e-08
CAGL0J10362g	-1.03724441928961	-2.09141625269972	-2.71256537333206	-2.66031534785483	-2.19128149490364	-1.67494960930605	-2.02005899098589	-1.9396407247643	-1.58974947444036	5.70272789662035	96.1474904134815	2.05413563825591e-09	3.65761907015977e-08
CAGL0C04939g	2.27918425338205	3.12938838182319	3.42382358541215	3.5500400733283	3.72364735917634	4.14627046236434	4.29014164115568	4.33507897979554	4.71939113441533	7.90806038375551	95.989590549728	2.0730723074611e-09	3.67882492527418e-08
CAGL0C01397g	2.45927190008661	3.8999287129034	3.79830792857379	3.92039682579475	4.13898699802699	4.29134107155384	4.72684254714432	4.90828128309839	4.85262024120342	5.75858687933977	95.9212734621553	2.08132901909445e-09	3.6809991266755e-08
CAGL0L04334g	0.465004363268499	0.765352470024899	0.787700900895413	0.477870318460461	-0.515437923538886	-0.95901703705329	-0.818782577452165	-1.02242731587593	-1.05327012909978	7.01530866285518	95.8334373718427	2.09200164350961e-09	3.6836557607821e-08
CAGL0C03267g	0.080419248183259	0.64829860612857	1.05867100250796	1.20929200000908	1.4581000489684	1.7153416636833	1.77281498727544	1.62902830492694	1.75467840280456	8.25658457692631	95.7932644784053	2.0969043299199e-09	3.6836557607821e-08
CAGL0G06908g	-0.414563483361931	-0.778363590748778	-1.18449723630344	-1.15162909585611	-1.3675661842747	-1.4899597984762	-1.62945933712483	-1.65073330338271	-1.54196697091684	7.85208565658605	95.5602143038094	2.12561361128389e-09	3.72084517104194e-08
CAGL0K01067g	-0.338073989656159	-0.431294245286492	-0.480612781568113	-0.732738966331937	-1.6289868789145	-1.86079079052608	-1.77309867995169	-1.92467598797921	-1.93005784540652	6.82972938445751	95.5065522411869	2.13228949629911e-09	3.72084517104194e-08
CAGL0A03168g	-1.18856291433588	-2.97212798533123	-5.29693963845047	-5.37060834847891	-5.1656743239153	-4.25288146625438	-4.03724643728102	-4.46445742573791	-3.18356196169326	9.21932061435709	106.421324632065	2.16496500436775e-09	3.7653128896562e-08
CAGL0I00352g	0.873623075956036	0.752935422733817	0.354775497213636	0.0729276397688653	-0.464666241815659	-0.636348821347824	-0.854582091795124	-0.701762132521314	-0.734582602481911	7.49265003111722	95.0659152238948	2.18804964918446e-09	3.79286089850353e-08
CAGL0L05258g	2.85359722932737	3.26140348958944	3.75419853784034	3.75452666874379	3.93604765877776	3.88307674188906	4.08979330544707	4.36794610998053	3.74130599995717	6.65911293964902	94.9496620905213	2.20304545464055e-09	3.80120899781832e-08
CAGL0I06490g	-1.69325010230999	-3.03260558426973	-2.76364470612009	-2.57847666691654	-1.9611228458015	-1.52840049659157	-1.41660756608139	-1.59105496101889	-1.35966115468207	5.74938370508393	94.9161718679433	2.20738784209507e-09	3.80120899781832e-08
CAGL0B04917g	0.679324473993143	1.97131859430729	3.14757564819918	3.08992869021178	3.17601868090554	3.24915749476261	3.2979602794445	3.27742333507082	3.18264380274196	7.29519801081323	94.6075765690781	2.24787787602792e-09	3.84489834051953e-08
CAGL0L09647g	-0.904334556899912	-1.89083544500229	-2.2640461231936	-2.16445608424143	-2.10148256498037	-1.84909213668603	-1.74994077033228	-1.78295988649611	-1.74531488009368	7.15550370803404	94.5786520777705	2.25171755038233e-09	3.84489834051953e-08
CAGL0I03322g	-0.287963995921342	-0.528563258360187	-0.669333924885864	-0.86250301578944	-2.00450863801484	-2.40935579634617	-2.43789489092567	-2.57620573237157	-2.49600130058954	9.06212026338342	94.5555312746199	2.25479234104966e-09	3.84489834051953e-08
CAGL0F00561g	-2.41612900275394	-5.22479145257883	-5.23714380873834	-4.79350419700032	-4.22041436068975	-3.24244681683351	-3.18657366991178	-3.46768209110518	-2.57076150005242	4.91182904170958	94.2716683430325	2.2929479190568e-09	3.88759220094893e-08
CAGL0C03531g	-1.99335891231986	-3.73482232429423	-4.42706329967458	-3.7818563328912	-3.28719391184053	-2.78000812803343	-2.33975538997895	-2.32806434031072	-1.96241650968461	5.07442765828467	94.2334311832345	2.29814538396328e-09	3.88759220094893e-08
CAGL0M06963g	0.389446463137778	0.870399492026943	2.9608790524971	3.3445154637166	4.12835699462734	4.64515497181263	4.62775818146466	4.60141506747252	4.75857786837152	5.08092414329886	94.188538451853	2.3042652063842e-09	3.88759220094893e-08
CAGL0L05500g	-2.14783137648508	-3.78034470372196	-3.8734140883608	-3.34444760260246	-2.52410619301416	-1.89539893884653	-1.74316450288452	-1.76828927781564	-1.16698318794302	5.59608745803829	94.0620520961993	2.3216112560312e-09	3.88759220094893e-08
CAGL0F00869g	1.34013647067561	3.34855093558407	4.66484294516912	4.83833643498034	4.8911190630942	4.8686783447437	4.76833199046275	5.01338276943811	4.45036905651263	8.0634177481234	96.510433719687	2.32177268384444e-09	3.88759220094893e-08
CAGL0H02079g	-2.06201616703099	-3.25455748848833	-3.20552483158959	-2.67890803306214	-2.09043439888442	-1.66340244599059	-1.63855715855345	-1.74707635012964	-1.18758041693629	5.11542760479143	93.9999007944615	2.33019076397549e-09	3.88759220094893e-08
CAGL0J00803g	1.22026429109217	2.12241687467798	2.48895346441411	2.44704352730518	2.54567053902163	2.42512414324093	2.49765674861938	2.36554201726873	2.27181400889575	8.33807173634925	93.988181433297	2.33181270505819e-09	3.88759220094893e-08
CAGL0J11198g	0.305075347273803	0.445694753734644	0.642512939605915	0.463604361194413	-0.603092190388822	-0.893288281727086	-1.03618048095767	-1.10986454472843	-1.17066869836799	7.36912086388837	93.744559191108	2.36583210100271e-09	3.93178763452355e-08
CAGL0M05203g	-2.26707701337375	-3.38277278249211	-3.02692865173166	-2.73684304495365	-2.07412679236952	-1.85710552468088	-1.60695277373828	-1.75660639607769	-1.49418562390594	5.46134264471858	93.654180641942	2.37860069514561e-09	3.93507307412965e-08
CAGL0H03003g	0.700923242195092	1.43956321170515	1.69709273757244	1.56830620728076	1.52230410464693	1.55292443098501	1.31173396584083	1.27907563303547	1.33324936598597	7.50403608574104	93.6242809145488	2.38284272110621e-09	3.93507307412965e-08
CAGL0M13981g	1.10614757703989	1.97856178981283	2.47722744180699	2.55409845038578	2.42585097493658	2.40400436051903	2.13722691384407	2.17864805784808	1.69460353114302	7.40475204503208	93.4868293329612	2.40245845517294e-09	3.95499057007243e-08
CAGL0L06732g	0.21931969606167	0.40628905166874	0.642488375995543	0.46966857201612	-0.549375221191142	-0.888315285721217	-1.07650529967527	-1.12177629484063	-1.30730363568089	7.5849699036482	93.2574182391897	2.43562221362174e-09	3.99199248423744e-08
CAGL0L02849g	-1.99945347229616	-3.53038853616716	-3.43955074943057	-3.23049665152376	-2.84001357326385	-2.20130966950726	-1.8822713451196	-2.14970211903852	-1.41708595503097	6.11508193636654	93.2261327897444	2.44018642780512e-09	3.99199248423744e-08
CAGL0M07876g	-0.617147232513344	-1.85134292988997	-3.1848078646991	-3.11878932221101	-2.64474115829004	-2.58001609046617	-2.08748289515094	-2.17436248393802	-1.99320224644089	5.33489699231824	93.1545184865516	2.45067209583205e-09	3.99665682918404e-08
CAGL0J06028g	-0.337542696074902	-1.19501080928503	-2.98241732031419	-3.67452529151199	-5.03924471888447	-6.57676319792178	-6.29210662441965	-6.56932491828954	-7.66560380569923	3.96314832522644	92.9798674252132	2.47646715486455e-09	4.02618184960121e-08
CAGL0H04983g	1.48286931859824	2.40751687184425	2.43335386028114	2.44954412734095	1.4888240150594	1.20208994982375	0.751650759442346	0.508111833626794	0.712621815990889	7.18998639014108	92.7480627873439	2.51119811539423e-09	4.07000685265907e-08
CAGL0B04697g	-0.0255648908077627	-0.168465689801089	-0.728564065504699	-0.817623098391915	-1.37879046187479	-1.57835844299764	-1.52872165630884	-1.23226704309512	-1.83846096597363	6.76944653776609	92.6020811722779	2.53336421065963e-09	4.09325976629727e-08
CAGL0H00847g	-0.773784007596034	-1.65904008569319	-2.42560137361187	-2.24553195092129	-2.43364048870648	-2.06863895291244	-2.60063460119063	-2.55227836100122	-2.39019763898252	5.39535006600361	92.4366052785749	2.55876905662596e-09	4.11919117510915e-08
CAGL0E00649g	0.804350096440047	2.16283489787729	2.65483229093461	2.8338177796092	3.10970833410596	3.45466810820226	3.60099304227505	3.74695247937351	3.262363510435	7.74992977150916	92.3953423042962	2.56515056940895e-09	4.11919117510915e-08
CAGL0F04411g	0.420734423819066	0.866894547983334	1.0591525148481	0.816203060957384	-0.17996068291067	-0.536680181906004	-0.437780113279206	-0.816817853078983	-0.9416892619142	7.31134104514946	92.256621558168	2.58674198543337e-09	4.12810637490762e-08
CAGL0J00495g	-0.672079730475193	-1.17774565319766	-1.43697151309387	-1.45572809589683	-1.73599405913206	-1.60622919677379	-1.83056719603278	-1.90694328091578	-1.79185891611179	6.19710957330877	92.2517771979135	2.58749984602404e-09	4.12810637490762e-08
CAGL0L04730g	0.414287409611377	1.38610410732304	1.89256670497255	1.77455506649996	1.25422963790532	1.07055719565959	1.00724442192045	1.014663955462	0.727739228281031	7.23528927228973	92.2080074217877	2.59435911622657e-09	4.12810637490762e-08
CAGL0M07513g	0.157050096341542	0.389425738330375	0.489611857208183	0.181484224200938	-0.719179818006765	-0.932279993822043	-1.0573971529337	-1.14935507400732	-1.25882672114303	7.23503535024477	92.0257902957701	2.62314551655938e-09	4.15468252708557e-08
CAGL0F07887g	-0.598445924814291	-1.18310692346375	-1.54502304215584	-1.58048627994843	-1.69122547958716	-1.75520817893892	-1.77049219272705	-1.74371561501228	-1.7211778882495	7.11577094749029	91.9851505764073	2.62961683216303e-09	4.15468252708557e-08
CAGL0L10516g	-1.94747040167715	-3.32003617729467	-3.35919935220448	-2.94756349801371	-2.47668341629723	-2.07893266512875	-1.82977457352594	-1.83796731913668	-1.40829279511587	6.7901067528469	92.9240837778629	2.63487029415933e-09	4.15468252708557e-08
CAGL0K08162g	0.485283484075308	1.46223925195976	2.33185290263377	2.33456001438952	2.25056064700596	2.20659136147455	2.04422983676021	2.05377332555905	2.06145084581783	7.72415149107504	91.8633859475189	2.64911882483566e-09	4.16460572012453e-08
CAGL0L06006g	1.74226960639401	2.65987949011495	2.89661468523047	2.94591645278557	2.89689819913178	2.89334035924067	3.01453170557929	3.18951012000302	2.9775871438754	7.39674248311457	91.5194921723314	2.70512232814509e-09	4.22988826920609e-08
CAGL0M03883g	0.352074143230038	0.354508534707265	0.493413759999526	0.212356068537741	-0.904642095324935	-1.1182900281781	-1.32019348242254	-1.35184470722562	-1.42974840050527	7.16189950399874	91.5092876531747	2.70680529166006e-09	4.22988826920609e-08
CAGL0H07425g	-1.46246650799821	-2.35421859587573	-2.52765720703899	-2.39225332330791	-2.29007567095206	-1.92115826483519	-2.06213337420217	-2.02916282472882	-1.64144600261316	5.48282993526173	90.928325042591	2.80468181364856e-09	4.36979443287208e-08
CAGL0L05280g	0.94578963674359	1.27054821257565	1.77118308576757	1.50166568833667	0.765883117132484	0.496976772956964	0.390518365851253	0.324816632106596	-0.0761811317592992	6.96374302553868	90.7266240050034	2.83963185057765e-09	4.41111950675786e-08
CAGL0G09262g	0.0737906772866535	0.982542243176141	1.95796007618755	2.10521802194218	2.43308765641901	2.58195791356135	2.46768782907697	2.73742699270249	3.02200619164428	6.31422964593121	90.5263706815969	2.87483859946633e-09	4.44567299141349e-08
CAGL0H08063g	0.818945128071672	2.03107648689412	2.34389893974816	2.61838975663564	2.93362455549717	2.87861856274392	2.86202821626676	3.05046987267876	2.73588187026734	6.96216682465032	90.4702597207131	2.88479539128629e-09	4.44567299141349e-08
CAGL0G02535g	-1.48438564369	-2.05464001026847	-2.69645834370117	-2.09450092466387	-1.51296309413559	-1.08801222101486	-1.13554437807547	-1.03315775459578	-0.829447376683044	5.23526609091421	90.4558883342718	2.88735208611382e-09	4.44567299141349e-08
CAGL0I05390g	0.82320000179688	1.36949078616558	2.05619162922455	2.18175782430944	2.59914779330986	2.74509058848286	2.70776085710442	2.61307477056674	2.62731909237613	8.89356200145743	90.143833250778	2.9435296605189e-09	4.51887911226288e-08
