S37	S38	S1	S2
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
13.7112579387213	10.3037090116842	22.0215642465801	13.8648491119383
61.6410465592951	66.078133879279	57.3391672835482	62.4680014933485
332.05089877686	343.158308823917	352.345027945282	340.983871566131
73.2061945597818	78.5097827955501	78.5297291057291	72.9809090617413
133.297272830352	138.540087472319	130.882881842882	121.736422422403
145.816247470054	145.931878719831	166.20048487985	142.914598538441
41.9683721254775	38.4149151196486	35.7331042491677	38.6996887300256
45.5452220225352	44.686737996326	46.536135766358	39.6138546055381
9.41903806225205	10.7516963600183	5.81701697079475	6.39916112858692
245.610359597965	258.488699988773	307.886398239922	276.687538321758
11.3266913406828	10.0797153375171	11.6340339415895	17.0644296762318
201.97279085386	187.818695789069	195.285569733824	188.927614272566
297.3554547754	319.638973036377	378.937105526058	329.252076163722
81.7906343127204	90.1574538522366	113.016329718298	93.7020022400227
116.128393324475	134.284207663145	113.016329718298	132.249329990796
4010.72178957085	4452.88224560382	4286.31050505133	3809.63392521874
130.316564582804	121.628565072707	54.8461600103505	105.129075683928
74.6369345186049	74.9258840088774	82.6847412277253	84.4079825056465
14.7843129078387	17.3595097479462	15.3735448513861	20.7210931782814
28.7340275063639	31.2471175463031	43.6276272809606	41.746908315067
51.5066385176315	57.2303837496806	44.8741309175595	42.2039912528232
97.2903171999706	114.348770662278	118.833346689093	112.442402688027
0.119228329901925	0.335990511250571	0	0.457082937756208
0	0	0	0
0	0	0	0
8.34598309313473	10.0797153375171	1.6620048487985	2.13305370952897
0	0	0	0
111.716945118103	109.532906667686	68.9732012251377	63.5345283481129
61.760274889197	62.4942350926062	70.6352060739362	63.0774454103567
56.2757717137085	53.1984976146738	61.9096806177441	53.4787037174764
40.5376321666544	36.9589562375628	59.0011721323467	41.2898253773108
38.9876638779294	32.5910795913054	41.5501212199625	34.7383032694718
68.4370613637048	68.9900516434506	71.0507072861358	67.3435528294147
72.9677378999779	59.1343299801005	73.128213347134	71.9143822069768
38.1530655686159	32.8150732654725	47.7826394029568	35.5001081657322
59.0180233014527	46.4786873896623	51.9376515249531	63.0774454103567
793.941448816917	907.174380376542	1235.28510386948	1097.60849453191
73.3254228896837	70.3340136884529	56.9236660713486	76.1804896260347
89.7789324161493	77.5018112617984	85.1777485009231	74.5045188542619
484.305476061618	463.330915014538	216.476131556004	355.001081657322
