genes,wt.max,del4.max,minus
CAGL0M02871g,1.18035743724146,+AC0-1.0430574997184,2.22341493695986
CAGL0C00209g,4.6862925132091,2.21667302350643,2.46961948970267
CAGL0D04400g,5.8857734966431,0.72443117092332,5.16134232571978
CAGL0A01366g,3.09301576382025,2.38407017535483,0.70894558846542
CAGL0K03201g,2.15827507997144,1.22789094937417,0.93038413059727
CAGL0J00451g,5.28457332502896,3.99390500055082,1.29066832447814
CAGL0H00704g,3.54939745722731,2.80984005967096,0.73955739755635
CAGL0M03366g,0.510470749116436,+AC0-0.364689266345608,0.875160015462044
CAGL0M02629g,1.52542115304388,0.903562182907219,0.621858970136661
CAGL0L11990g,2.42696898020762,1.39310425318459,1.03386472702303
CAGL0M03305g,5.0316281302422,2.89620934351088,2.13541878673132
CAGL0G01892g,3.51547303128022,2.66989046214524,0.84558256913498
CAGL0A03586g,2.59299224424971,0.985233823638127,1.60775842061158
CAGL0K05797g,1.01722308012049,0.367284827435079,0.649938252685411
CAGL0I02046g,2.69423600279388,2.0341116003268,0.66012440246708
CAGL0I04576g,1.70728441883242,0.743536158745553,0.963748260086867
CAGL0J02552g,6.37576384932468,5.44137049756282,0.93439335176186
CAGL0J02530g,6.29413092774183,5.55330991118456,0.74082101655727
CAGL0I00726g,4.58472788396569,3.61337757860333,0.97135030536236
CAGL0I04004g,2.06175541879222,1.43691749715411,0.62483792163811
CAGL0M07568g,1.51505823523317,0.9007832824652,0.61427495276797
CAGL0H05995g,1.99606102292478,1.02985450839743,0.96620651452735
CAGL0G08195g,1.0094912257433,0.285179856536297,0.724311369207003
CAGL0D01056g,1.64084686665664,0.863200321693896,0.777646544962744
CAGL0L09295g,6.53012328283318,1.37728912555889,5.15283415727429
CAGL0B02926g,10.1694662099345,4.5856586139943,5.5838075959402
CAGL0B02948g,1.98866584688862,1.30395562857467,0.68471021831395
CAGL0D01254g,5.08900689138465,3.14170210169279,1.94730478969186
CAGL0I10147g,2.30845331602749,0.916026151876459,1.39242716415103
CAGL0A01111g,1.55377994380885,0.887502650942295,0.666277292866555
CAGL0D01518g,1.79633323161998,1.0120949858681,0.78423824575188
CAGL0E06182g,1.08343186740363,0.293759924366509,0.789671943037121
CAGL0K04257g,3.0990523803314,2.03102399157467,1.06802838875673
CAGL0K00170g,3.3862369214307,2.30684635780734,1.07939056362336
CAGL0B02904g,2.81551201921772,1.35928563395346,1.45622638526426
CAGL0M04213g,0.814193461126504,+AC0-0.138581873336431,0.952775334462935
CAGL0G06182g,2.44363674030542,1.77842457366493,0.66521216664049
CAGL0I05934g,3.34387825237629,2.52829440662558,0.81558384575071
CAGL0D01265g,7.53361878827083,6.86006061808897,0.67355817018186
CAGL0K13002g,4.21622887608574,2.81324479614397,1.40298407994177
CAGL0G02739g,10.6898620390453,9.0160796638989,1.6737823751464
CAGL0M08536g,0.94919974531622,+AC0-0.378237107484374,1.32743685280059
CAGL0L12914g,2.44475456985499,1.79691224382546,0.64784232602953
CAGL0I04015r,2.57051930005039,1.51295658055748,1.05756271949291
CAGL0M06889r,1.16485270540556,0.01493257310924,1.14992013229632
CAGL0K08036r,1.70863288333445,0.810598322091892,0.898034561242558
CAGL0B01100g,2.64377160382057,1.22489021782196,1.41888138599861
CAGL0K10846g,2.57013475500658,1.75993304694919,0.81020170805739
CAGL0E01177g,1.69893717694729,0.858068895168699,0.840868281778591
CAGL0A03905g,2.87243555203278,0.693588983917206,2.17884656811557
CAGL0L07194g,1.44710467265799,+AC0-0.208024154319285,1.65512882697728
CAGL0J07953r,1.70552605979224,0.550719696161462,1.15480636363078
