gene.names	S3	S4	S7	S8	S11	S12	S15	S16	S19	S20	S23	S25	S26	S29	S31	S32	S35
CAGL0A00165g	12.6535749332958	13.1496010812368	7.09822535235551	8.56029092919871	13.3477206616765	10.2276408131007	14.9910467241587	17.3955304976755	20.2032092803806	19.6125566540159	25.9077034986713	37.5407426861339	31.8871706962719	37.3763794279106	38.7853558333061	41.0689621096938	51.3505129158434
CAGL0A00187g	73.4457501563036	73.2928584855823	101.056313569061	92.9824704378481	141.691188562412	126.481824722012	156.770776759422	169.813512001118	163.798062337709	176.839885830377	171.559548777786	171.614823708041	171.60429103442	167.391903906517	153.573282261797	152.971151551438	155.420885758619
CAGL0A00209g	392.810978364051	392.332360128705	385.919304683328	413.550606614048	396.471307126502	422.231104900841	382.652819772592	381.541968915682	345.626945861135	348.122880608782	293.93658725525	256.847632357682	292.335716636166	252.999848866814	223.094203095081	248.560234092467	214.850546039889
CAGL0A00231g	85.8242473736581	85.5801906434593	73.9709799877048	76.1570710252851	75.5392982501474	79.2642163015306	88.4217671187663	92.7761626542692	64.3026876020716	64.5579989861356	62.9788889927049	56.3111140292009	52.7054614497	47.7381479821828	50.5986852380597	46.2204695520247	95.5804213740233
CAGL0A00253g	122.959739025722	144.645611893605	147.381573763381	138.145384650517	156.359013465354	174.722197223804	151.68906600547	159.707537140563	155.977465196917	154.122007706142	154.603694048981	135.414821832126	149.686442670775	131.495777129217	123.88314464277	135.227070361187	125.432186215767
CAGL0A00275g	162.020774689374	174.609456980358	126.086897706315	132.241735733828	134.79731085803	148.130331109742	126.534597773407	116.964233631989	105.143583781766	117.511901951979	101.735128372831	110.515349642343	120.658121761066	93.5026257635519	102.765511547547	101.885369414989	110.506303794895
CAGL0A00297g	43.7373568346527	36.2152947811112	59.7745292829938	51.9521104668611	72.899089767618	80.457441063059	77.7501745354669	85.6522787361735	82.3335087877877	71.585831787158	53.7110926191965	46.5428595547477	59.5960224737219	47.3680848195302	38.7853558333061	45.5049824072565	45.4623207681601
CAGL0A00319g	40.9865796752406	47.8559252464684	38.6666486299366	38.9640828501459	39.6031272379414	45.8539229787349	44.973140172476	51.0268894598481	51.9200754624835	46.7432600254045	48.2346674893961	50.1820131824851	61.9417453755167	55.3861200103361	55.4076511904373	57.8113612972693	58.0603132701803
CAGL0A00341g	7.15202061447151	8.83825646443787	22.602243885132	20.0724063167418	63.8050383277944	70.9116429708317	119.166117180176	122.762743797881	132.732912584006	138.922276299279	157.025959010239	144.41693870074	168.305618203771	126.684956014733	171.45009047607	133.939193500604	110.095499691568
CAGL0A00363g	407.940252740817	352.883556884995	414.31220609275	409.418052372366	440.181425337267	442.345465166606	317.606922122005	312.953877239133	347.1476175274	340.114419975059	344.804151441665	305.880439131408	250.919046651353	289.75945635697	330.877766071196	249.561916095143	276.471161538901
CAGL0A00385g	19.8055955477673	21.7722903148347	8.96617939244906	7.96992603752983	7.0405559534118	5.11382040655036	4.57353967855688	7.12388391809567	8.47231356919187	8.00846063372316	12.5325882778125	15.897355321169	14.4408566141737	15.6660072189592	12.9632995238004	20.892224627231	22.8680950851889
CAGL0A00407g	214.285540718204	200.261957450312	383.304169027197	333.260981347081	387.377255686678	405.185036879007	345.810416806439	343.106130101771	326.94440824702	290.756152395786	259.814246061878	236.544985802936	225.849133138422	206.371890372589	245.361806309351	203.627641401025	178.973654349353
CAGL0A00429g	387.034346329285	363.661918426992	276.457197933846	277.176316638538	245.832745373295	248.702132438566	225.88204301317	220.012042865838	203.770003279538	193.347121014173	163.766174554609	158.78201881023	162.807830152689	143.337798334099	135.801016785619	166.565407302033	152.81912643755
CAGL0A00451g	141.114868277842	95.065148800417	213.880737590712	144.934580904709	168.533308134795	123.5839931583	154.229921382446	144.465738990219	125.346793062146	129.279435944388	131.32888724733	130.24339299271	143.895439256969	127.178373564937	96.1793190475515	123.493081186989	128.581684341272
CAGL0A00473g	134.237925379311	130.202607427329	91.5297479645842	88.8499161961659	95.9275748652357	82.8438905861158	119.674288255572	114.976173003684	105.143583781766	124.539734753001	106.579658295347	99.406354357671	108.196468845281	96.7098398398742	96.1793190475515	101.885369414989	100.920874717271
CAGL0A00495g	4633.68412502972	5074.66818120321	3168.6104382107	3450.38760935875	3184.09142993049	4049.46391926701	4283.11990896852	4903.88288315423	4440.36126549441	4604.53798844658	6130.7526169437	6539.94213784716	7351.71548574667	6799.66390496606	3135.65488642637	5413.08954245817	7718.73523210737
CAGL0A00517g	92.7011902721884	92.6939092611776	189.970925877515	154.085236725577	250.673127591266	218.701052720137	292.960624965338	296.386705336585	258.514183265085	319.684673460459	304.468174043328	276.192606905128	246.374208529126	291.609772170233	275.156486666473	236.683147489315	246.756331398266
CAGL0A00539g	91.6008794084236	107.568048189134	124.966125282259	120.729620346285	141.104475566295	159.039814643716	172.524080096673	195.326956731042	193.125301615681	175.695820025559	170.295758363217	159.548156416069	223.65001791799	128.781980603098	131.619307261812	134.797778074326	137.345505212243
CAGL0A00561g	18.9803623999436	24.5746643157541	27.4589243893753	28.0423323542716	28.455580311706	30.1715403986471	32.2688632875957	35.4537478714529	39.5374633228954	36.9369816983966	32.9638666466833	31.4116418394182	30.7143092453745	30.4685337250624	28.3310820237896	30.4797523671246	23.1419644874068
CAGL0A00583g	45.1127454143588	47.4247907847885	34.1835589337121	31.8797041501193	29.3356498058825	31.7056865206122	29.4739223729221	31.6432983338668	31.28238856317	33.1779083397102	44.1273486420458	45.3936531459885	49.9199155038187	41.5704286046398	31.8855351190252	38.9225006753892	50.2550353069721
CAGL0A00605g	44.8376676984176	49.3648958623481	60.3349154950218	55.19911737104	58.0845866156473	58.2975526346741	52.8497918411017	52.6836066501029	61.6958218884741	60.6354876553325	59.6087812205201	55.9280452262812	57.8367302973759	64.1442815264472	71.716318333283	65.395525031812	61.89448490123
CAGL0A00627g	93.5264234200121	96.7896866471366	34.9307405497495	47.5243737793446	15.5478943971177	14.4891578185594	6.35213844244011	8.94627282737596	15.2067166626521	15.6900453232127	17.7983816718514	24.3248689854031	18.9123908957199	21.8337265965022	22.2676032142701	31.7676292277074	17.2537723397234
CAGL0A00649g	0	0	0.186795404009355	1.77109467500663	1.02674774320589	1.02276408131007	1.27042768848802	0.497015157076442	1.52067166626521	0.490313916350397	1.05315867880777	1.7238096131388	1.9058998577082	0.37006316265258	1.56814107142747	1.43097428953637	0.958542907762411
CAGL0A00715g	0	0	0	0	0.293356498058825	0	0.508171075395209	0.331343438050961	0	0.326875944233598	0.210631735761555	0	0.952949928854102	0.49341755020344	0.627256428570988	0.143097428953637	0.136934701108916
CAGL0A00737g	0	0.431134461679896	0	0.885547337503315	2.3468519844706	3.92059564502194	4.57353967855688	4.3074646946625	5.86544785559437	3.75907335868638	2.94884430066177	3.06455042335787	2.85884978656231	3.94734040162752	3.5544530952356	1.71716914744364	1.64321641330699
CAGL0A00781g	67.3940404055969	72.8617240239024	103.671449225192	112.464511862921	146.238214282324	154.266915597603	182.687501604577	197.315017359348	193.777018044081	222.765955995197	224.217482718175	222.179905693446	241.023028159407	211.552774649725	173.436402499878	193.324626516363	191.845516253591
CAGL0A00803g	78.9473044751278	74.370694639782	87.4202490763784	92.0969231003447	100.181244087089	96.6512056838018	93.5034778727184	92.6104909352437	91.4575387853789	99.6971629912474	95.1002286963421	85.9989462554803	94.195435275194	91.8990187253907	85.725045238035	94.3012056804467	89.418359824122
CAGL0A00825g	63.54295238242	57.1253161725862	60.8953017070499	66.4160503127486	59.5513691059415	53.1837322281237	47.0058244740568	41.5836014753957	52.3545530814164	46.4163840811709	44.5486121135689	38.1153458905135	41.489973825494	37.3763794279106	40.4580396428287	40.3534749649256	36.9723692994073
CAGL0A00847g	41.536735107123	38.8021015511906	11.9549058565988	17.4157643042319	7.48059070050004	11.7617869350658	12.4501913471826	10.9343334556817	12.5998509490546	9.64284035489115	17.3771182003283	20.8772497591255	25.2898250349743	17.0229054820187	12.4405858333246	22.466296345721	25.1959850040405
CAGL0A00869g	50.8893774491242	58.6342867884658	30.0740600455062	39.5544477418147	34.9094232690002	34.4330574041058	43.4486269462903	46.3880813271346	52.5717918908829	54.5882826870109	64.2426794072743	80.2529142116843	80.4876170678311	82.1540221088728	65.1301258332876	77.9880987797321	88.3228822152507
CAGL0A00891g	73.7208278722448	75.2329635631418	84.618318016238	101.247578921212	82.139819456471	80.1165197026223	68.0949241029579	69.4164502716764	62.7820159358064	63.9042470976684	66.3489967648898	64.3555588905153	67.1463180638737	68.4616850907273	63.2483565475746	65.395525031812	65.1809177278439
CAGL0A00913g	74.5460610200684	72.2150223313826	58.840552262947	67.0064152044175	54.5643086389414	50.7972827050669	42.6863703331975	45.2283792939562	53.4407471287487	53.1173409379597	57.1865162592622	56.8857172335805	55.7842227583055	56.1262463356413	51.0168561904404	62.9628687396002	56.2801621557644
CAGL0A00935g	36.31025850424	50.0115975548679	22.2286530771133	13.5783925083842	5.8671299611765	6.13658448786043	4.82762521625448	4.80447985173894	7.16888071239312	5.72032902408797	5.1604775261581	6.89523845255521	8.72315704104909	11.8420212048826	12.7542140476101	13.0218660347809	17.1168376386145
CAGL0A00957g	67.1189626896557	81.0532787958204	88.9146123084532	80.8799901586361	107.955191285648	102.787790171662	119.420202717874	127.401551930595	108.184927114296	118.492529784679	100.366022090381	106.876196014606	80.41431322715	113.36268215924	147.509803452277	109.755728007439	106.261328060519
CAGL0A00979g	1233.72355599634	1125.26094498453	440.089971846042	571.473215135473	132.30378062453	131.766105808781	25.1544682320628	26.6731467631024	31.28238856317	23.6985059569359	23.2748068016518	35.4338642700754	38.4112125168884	39.8434671789278	22.7903169047459	45.5049824072565	64.6331789234083
CAGL0A01001g	63.54295238242	67.6881104837436	50.2479636785166	51.3617455751923	52.0707784054414	48.9222152226651	42.6863703331975	44.5656924178543	44.3167171311575	58.6742319899309	56.5546210519775	69.5269877299317	57.910034138057	85.484590572746	96.7020327380273	95.1597902541685	70.3844363699827
CAGL0A01023g	81.69808163454	93.5561781845374	64.2576189792183	70.5486045544307	50.8973524132061	46.3653050193899	31.7606922122005	33.3000155241216	43.8822395122246	35.1391640051118	45.6017707923766	57.2687860365002	46.1814196290834	53.782512972175	50.0759715475839	55.6648998629647	55.321619248002
CAGL0A01045g	305.061186978804	320.979606720682	284.302604902239	266.844931034332	456.90274572662	467.062263798266	695.432116678343	700.957043196809	530.931650336024	686.602920862673	587.135963435334	664.815907467198	531.526148778546	775.282325757155	726.990200713775	703.610058165032	661.531541057172
CAGL0A01067g	226.664037935559	223.112083919346	146.634392147344	150.247864929729	79.0595762268533	79.0937556213122	55.3906472180777	47.7134550793384	69.5164190292666	71.7492697592748	86.6749592658799	111.664556051102	109.369330296179	115.829769910258	113.637956309444	136.658044650723	124.610578009113
CAGL0A01089g	11.5532640695309	11.6406304653572	12.8888828766455	11.5121153875431	28.8956150587943	24.8872593118784	29.9820934483173	20.5432931591596	21.9411197561123	23.0447540684687	25.5917558950289	24.1333345839432	19.7920369838929	21.5870178214005	37.0081292856883	23.1817834904892	18.8969887530304
CAGL0A01111g	185.677458260318	196.597314526033	308.212416615437	217.844645025815	366.402266075472	372.797507637521	585.41307885528	623.91969384996	480.749485349272	647.050931610408	499.723793094289	443.019070576672	357.356223320288	583.219544340466	665.623613451913	537.187748291953	510.903369837365
CAGL0A01133g	64.3681855302436	64.6701692519844	90.4089755405281	99.4764842462057	129.956928640059	125.288599960484	144.066499874542	138.004541948225	149.67753972239	159.678898758113	160.606698518186	153.610589970813	163.320957037457	172.07937063345	173.331859761783	175.723642755066	158.707318585233
CAGL0A01155g	43.1872014027703	51.0894337090677	27.2721289853659	31.5845217042849	21.708380856353	25.9100233931885	15.4992177995539	18.5552325308538	21.5066421371794	15.3631693789791	19.2728038221823	11.1089952846723	13.7078182073629	10.9785404920265	18.1904364285587	13.3080608926882	18.3492499485947
CAGL0A01177g	18.15512925212	14.4430044662765	12.7020874726362	15.0543047375564	10.2674774320589	12.6140903361576	14.2287901110658	14.2477678361913	17.8135823762496	22.0641262357679	24.8545448198635	29.1132290218998	16.5666679939252	33.5523934138339	36.6945010714028	34.4864803778265	28.6193525317634
CAGL0A01193g	46.763211710006	53.2451060174671	61.2688925150686	54.6087524793711	46.2036484442649	42.956091415023	36.588317428455	33.1343438050961	53.6579859382152	49.8485814956237	47.0761929427075	42.7121715255503	27.1224210520014	49.2184006327931	71.8208610713781	54.5201204313356	31.2211118528328
CAGL0A01199g	136.1634693909	133.004981428248	33.8099681256933	26.5664201250994	19.8015636189707	17.5574500624896	15.7533033372515	10.7686617366562	12.5998509490546	9.96971629912474	11.5847454668855	10.5343920802927	10.409145376714	12.9522106928403	28.0174538095041	11.7339891741982	15.6105559264164
CAGL0A01221g	230.790203674677	212.118155146509	309.893575251521	257.694275213465	302.890584245737	273.248470390008	321.672290725167	252.318028075807	217.456048275925	182.396776882348	92.3620161314418	40.9883619124115	28.5884978656231	25.534358223028	26.2402272618863	15.7407171849	14.7889477197629
CAGL0A01243g	173.298961042964	157.795212974842	3496.24957684311	3619.23196837605	4365.29136936434	5074.2735287397	5751.22614578527	5769.51761506237	5632.56785184633	5876.24884948739	5909.06271505466	6114.16116340187	6264.61952844619	7770.21622621622	8897.21426832708	8476.66239892658	7937.55688447942
CAGL0A01284g	6.32678746664788	7.11371861771828	17.5587679768794	18.3013116417352	25.5220153311178	20.9666636668565	30.7443500614101	29.8209094245865	32.8030602294352	41.0229310013166	43.074189963238	46.7343939562075	56.224045802392	63.8975727513455	81.229707499943	65.1093301739048	69.4258934622203
CAGL0A01325g	4.40124345505939	3.88021015511906	4.29629429221518	3.24700690417882	6.16048645923532	5.6252024472054	4.31945414085927	4.97015157076442	7.60335833132604	5.55689105197117	7.37211075165442	5.74603204379601	6.89056102402197	6.29107376509386	7.1089061904712	9.30133288198639	7.94221266431712
CAGL0A01366g	8.52740919417757	6.89815138687833	27.832515197394	18.5964940875696	34.1760320238531	33.7512146832324	52.0875352280089	43.7373338227269	53.8752247476816	49.0313916350397	46.0230342638998	49.6074099781055	53.1452844937865	69.3251658035833	84.8887033332737	61.1026021632029	65.7286565322796
CAGL0A01408g	2.47569944347091	1.94010507755953	2.61513565613098	2.95182445834438	5.13373871602944	3.06829224393022	6.86030951783532	5.46716672784086	3.04134333253041	3.26875944233598	5.26579339403887	6.51216964963548	4.8380534849516	5.05752988958526	5.54076511904373	5.86699458709911	6.16206154990121
CAGL0A01430g	925.361436426237	904.735667835261	718.041533011963	644.383279256579	543.002877906885	565.077154923815	330.057113469188	357.353897937962	378.212767281104	359.236662712724	343.329729291335	357.786261927031	336.977755610947	345.392285142408	288.015243452179	313.526466837418	382.458620197202
CAGL0A01452g	64.3681855302436	77.8197703332212	59.2141430709657	67.3015976502519	53.684239144765	58.9793953555475	42.4322847954999	48.3761419554404	44.9684335595568	39.878865196499	35.3861316079412	35.6253986715353	35.2591473676018	33.0589758636305	22.1630604761749	31.910726656661	30.8103077495061
