genesymbol4	S37	S38	S1	S2
CAGL0M00154g	0.0425211836528298	-1.27901749550777	-3.7162330380728	-3.7162330380728
CAGL0J10868g	2.3116328380309	2.69151279845208	1.57753451241987	1.32990481278116
CAGL0J05390g	-3.7162330380728	-2.41056320196978	1.57753451241987	0.372922278523475
CAGL0M05951g	4.86039500810774	4.77627824221312	3.13776740026411	3.73676599391656
CAGL0D04708g	7.12734094513961	7.39964359638063	8.61125600393445	9.30428672651614
CAGL0G05951r	0.8034601221654	0.615457963072794	1.93190839706477	2.5893231513755
CAGL0I07837g	3.61322202776961	3.46620605383926	2.08103178608419	2.5893231513755
CAGL0L04906r	-1.66867446866419	-2.41056320196978	-3.7162330380728	-3.7162330380728
CAGL0L05984g	-1.66867446866419	-2.41056320196978	-3.7162330380728	-3.7162330380728
CAGL0J06028g	6.74499979312004	8.18008743923321	4.26221803313312	4.21037025932761
CAGL0H09966g	3.07417442253873	3.13944289830099	4.13151819080765	4.72435182478221
CAGL0L10879r	0.898796737116406	0.258282267739849	2.83584428285358	2.21627302820121
CAGL0E03674g	5.25209456234839	4.82269365878828	6.19385624903489	5.98426765531724
CAGL0B04213g	5.71851975413162	5.7353752766149	4.82426703371741	4.29118270777701
CAGL0E03850g	7.4010723804038	8.0043485591323	6.41369259287996	6.3422011788099
CAGL0J02552g	4.29495363036066	4.05759019825064	-1.02448211114575	0.9293494563109
CAGL0L03157g	5.07461116423674	6.18511372567476	3.06800150708738	2.21627302820121
CAGL0F04631g	3.87006279428103	3.55136280319594	-3.7162330380728	-0.907336673841057
CAGL0M02167g	5.58155126412659	6.00814308673177	4.51907943201739	4.82083568384736
CAGL0K07175r	-0.854651661234078	-1.73658465190743	0.797502938470557	0.533398078851324
CAGL0C03384r	-0.854651661234078	-0.0408825127284794	1.36125882347671	1.23970349034134
CAGL0E01881g	7.07854326144059	6.91256205431788	4.38205456747163	5.37567427337264
CAGL0I08591g	4.32958589955439	4.40894852598174	2.55902715649289	3.25133505912498
