genesymbol3.20m	S3	S4	S7	S8	S11	S12	S15	S16	S19	S20	S23	S25	S26	S29	S31	S32	S35
CAGL0G05764g	6.205501812	5.917326474	4.606452472	4.828544489	4.005822212	3.812965132	4.471331369	4.042493043	4.732264036	4.323096472	5.113549386	5.373237494	5.271821125	5.518574319	5.120391669	5.311603231	5.959888805
CAGL0H06633g	2.406876753	2.133602364	3.610992158	2.954478602	4.601618173	4.651596529	4.885120011	4.964539686	4.708486744	5.117928504	4.994677532	4.97674906	4.981734897	5.323499402	5.749848872	5.615183423	5.363072167
CAGL0M12793g	3.701041622	3.2572718	4.606452472	4.332649037	5.775781522	5.739604003	7.103676276	7.254182104	7.718232478	7.743783703	8.012966625	8.22245132	8.301845765	8.371921468	9.023438067	8.4284114	8.398674552
CAGL0L04840g	11.98871107	11.84253874	10.47896518	10.7430721	8.763337476	8.742964178	6.828491856	6.674270492	6.612267318	6.327773689	6.648716584	7.444447744	7.413076755	7.340215619	6.403469459	7.46599137	8.175653754
CAGL0K04477g	9.493415729	9.360498513	7.919838102	8.023102674	6.976440311	6.866312849	6.671931051	6.364845641	7.173160637	7.13075685	7.99282792	8.798938926	8.50820516	9.012451799	8.457583645	9.225921557	9.674968818
CAGL0E02013g	11.62854615	11.43629153	9.712162428	10.01127541	7.95398092	7.888847237	5.460531761	4.639667929	4.930273843	4.079880063	4.90116426	5.346320866	4.881253959	5.45102052	5.252866923	5.128975545	6.161014491
CAGL0A00979g	10.268893	10.13614209	8.781906124	9.158735654	7.048547191	7.042675631	4.657139122	4.741462501	4.970814915	4.571390214	4.545448102	5.150179173	5.266336079	5.319048317	4.515200726	5.510384396	6.015915505
CAGL0E05918g	4.252259238	4.559100111	5.488889781	5.590706965	6.374169592	6.46557282	6.838135529	6.909158076	6.687172051	6.557915975	6.876565431	6.816330711	6.766325586	6.84757606	7.227726589	6.622458795	6.665980681
CAGL0C01925g	6.49228862	6.477451109	4.561508919	5.275963136	3.698713901	3.64620897	3.3199226	3.005223093	4.143484445	3.752607936	4.312966741	4.389155195	4.656495665	4.577982675	4.247852101	4.707110732	4.713217297
CAGL0H05863g	6.735140792	6.855944355	5.254859715	5.741596113	4.502408327	4.800219708	4.897471699	4.590911539	5.184107676	5.158104583	5.575298386	5.898304236	6.181386081	5.91934997	5.865598931	6.127392029	6.188361834
CAGL0G02937g	0.235218345	-0.090736925	1.324876289	0.330562733	3.507286927	3.565421617	4.158883031	4.071214796	4.070746517	4.008423511	4.615301626	4.466185106	3.998529971	4.779335584	4.920751614	4.370359658	4.375311318
CAGL0H00341r	-1.506960002	-1.774274078	0.015427705	-0.055409318	0.322158893	0.526529005	-0.253204545	-0.435454134	-0.967894283	-0.452992547	0.531948068	0.048858385	-0.304340238	-0.291767929	-0.131130024	-0.096408494	-0.154598662
CAGL0D02970g	5.22833147	5.215458533	3.566192021	3.919442736	2.91788306	3.316651482	3.459752991	3.225643427	3.16728791	3.441440809	4.26635623	4.527376839	4.757694467	4.614765146	4.347528342	4.67514481	4.955313356
CAGL0E01991g	11.65204297	11.54925136	10.31157317	10.58487872	8.664063477	8.812438921	6.342164441	6.247061823	5.969047815	5.872522443	5.922040554	6.885738851	6.988295026	6.995769314	5.987085789	6.982215388	7.59054116
CAGL0G07227g	12.04736148	11.87916125	10.65791682	10.93387544	9.085019778	9.057820589	6.782615559	6.387861887	6.353297775	6.078452849	6.303019884	6.931732326	6.933111738	7.006881742	5.970344404	6.880758247	7.751376857
CAGL0E04334g	9.74351969	9.79826004	8.282059201	8.513777274	7.395034514	7.588915869	7.405582305	7.462309678	8.177114641	8.086794804	8.540586489	9.032156544	8.913914626	9.344912032	8.719707204	9.487832931	9.78766296
CAGL0G09130g	12.06941296	11.91881823	10.36363604	10.55857728	8.87931944	8.861905439	6.395389739	5.888050803	5.581028953	4.657995377	5.455760161	5.741867757	5.42736542	5.959941116	5.492819207	5.848045291	7.276932386
CAGL0M09020g	0.235218345	-0.090736925	0.813879719	0.885862155	3.391070431	3.388860995	4.82172371	4.828155975	4.899102454	4.982779057	5.239545034	5.157939754	4.738014643	5.222255623	5.785832699	4.65069681	4.896833691
CAGL0B02431g	6.764638821	6.511937604	8.23542893	7.988307711	8.989167826	8.698075811	9.518892324	9.56483939	9.299366534	9.583561387	8.984534397	8.957972633	8.43094549	9.123505513	9.380992833	9.069872746	8.957933739
CAGL0J06006g	6.88368308	6.996530605	5.512696089	5.659723796	4.694442418	5.058169349	4.79556403	5.053594163	5.429282929	5.476767125	5.562495087	6.144718548	6.373475979	5.928144731	5.516076426	6.054717635	6.292844519
CAGL0L03003g	7.252379754	7.162022611	5.921209601	6.312535213	4.927856976	5.225261717	4.582604838	4.785460331	5.131433796	5.083572049	5.148238627	5.726293399	5.662673117	5.397139425	5.030958557	5.602492368	5.576825726
CAGL0K08382g	11.36992395	11.30109078	10.0908907	10.18448586	8.589115982	8.528628165	6.828491856	6.905175278	7.060278546	6.863499834	7.233311074	7.720799117	7.791820234	8.126572426	7.037628578	8.065847573	8.686417506
CAGL0H04807g	6.003824204	6.016739961	4.313034219	4.813478628	3.286517047	3.457627914	2.991576199	2.237435716	2.721140203	2.36270848	3.123115566	3.602105216	3.605483196	3.560157232	3.367645171	3.562030086	3.893917398
CAGL0D04796g	4.855986206	4.969657868	3.543259223	3.338135675	2.94561556	2.820824531	2.294076252	2.427141746	2.981372305	3.072467625	3.333678485	3.753195909	3.076116219	3.349341553	3.041086383	3.184583532	3.408813001
CAGL0L09933g	6.952586661	6.826105063	8.337263163	8.142445765	8.943478626	8.865600666	9.242132099	9.027747371	8.85963814	8.94880432	8.876828229	8.698756149	8.482416144	8.748908844	9.362323493	8.724761816	8.480044876
CAGL0M03861g	11.82236144	11.70864123	10.51679613	10.81551565	8.931826605	9.090216939	6.657478767	6.299589547	6.3836432	6.02514127	6.277784709	7.122281998	7.103512897	6.921374013	6.013007352	6.870208797	7.555264688
CAGL0A03168g	11.49838485	11.41252962	10.20487671	10.32789048	8.417783838	8.547811899	6.337639076	5.970409054	6.195470477	5.973541156	6.291427704	7.227439326	7.180622787	7.419280021	6.381929181	7.425734215	8.272747723
CAGL0L08998g	6.897063792	6.967004276	5.604177261	5.693032312	4.899777635	4.910629506	4.55167843	4.365976918	4.672069489	4.866350606	4.951136356	5.118712528	4.964902318	5.092654824	4.501948752	5.186798271	5.372640393
CAGL0L13068g	6.720162476	6.720950589	5.969316865	5.982897952	4.849284066	4.496818985	4.520074518	4.25769098	4.013680533	4.299341954	3.949804633	3.908472383	3.359803169	3.78336331	3.645858195	3.773049809	3.99649695
CAGL0K06919g	6.887039911	6.952011367	5.795844873	5.89259592	4.72676883	4.852229845	4.403667924	4.696080549	5.019939905	4.882428079	5.392059197	5.451099352	5.598642164	5.537855664	4.998299521	5.701025913	5.82351493
CAGL0F04719g	5.826364801	5.701229345	7.313242573	7.034939347	9.886821493	9.718813317	10.06206566	9.800449924	9.428691331	9.270019378	8.892578932	8.08877296	7.80984202	7.967876337	9.155193256	7.66423962	7.126705999
CAGL0D03718g	9.106058674	9.136240511	7.905298188	8.088708471	6.859214859	6.675007236	5.98513751	5.87995629	5.993849494	5.827558447	5.927043585	6.523770077	6.221621314	6.598572946	5.901365773	6.687997173	6.955819526
CAGL0J05830g	2.330034088	2.661800419	3.345357262	3.419989238	5.164555467	4.902430042	5.3923477	5.386329541	5.346971965	5.266212786	5.459217964	5.419166006	5.053550382	5.612503017	6.528000113	5.728541354	5.348599781
CAGL0D06094g	5.22833147	5.146891197	4.093826628	4.027844635	2.801293361	3.316651482	3.492691042	3.545201453	3.849452232	3.993697459	4.609089236	5.269601094	5.121959863	4.903449581	4.694814826	5.280071853	5.377400814
CAGL0D02860g	4.517793527	4.709312976	3.206291191	3.295398807	1.517860454	2.277887321	2.626398517	2.382002236	2.813199381	3.419571349	3.70383426	3.852183866	3.958274966	4.272027347	4.440760732	4.691216303	4.458534442
CAGL0G06490g	11.46058262	11.39773656	10.02335768	10.33417205	8.554638995	8.535934814	6.467581549	6.296552059	5.993849494	5.759548277	6.094266606	6.876361548	6.911312384	7.204426815	6.174151759	7.223716649	7.890249926
CAGL0G07018g	6.474547385	6.398547874	4.94944207	5.10089074	3.488556062	3.457627914	3.080929743	3.173614481	3.300492641	3.206221106	3.73839728	3.962646955	3.459306329	4.095897172	3.338121366	4.370359658	4.422137733
CAGL0A04213g	7.530827444	7.540021578	6.767899437	6.696074472	5.654991278	5.276918791	5.610617093	5.123824669	5.638782088	5.678997289	6.107548555	6.535732771	6.522408475	6.879667075	6.435188607	6.937440379	7.222414082
CAGL0E01595g	6.253106022	6.077869065	4.454954494	4.798253775	3.7779824	4.008995563	3.759508005	4.294696761	4.387617353	4.16120328	4.693718765	5.002838157	5.172685697	5.001151697	4.534853208	4.999436154	5.386874791
CAGL0K07656g	9.445270657	9.429324451	8.180754521	8.362843098	7.037313983	6.909911503	5.813259659	5.675354596	6.294620241	6.081937876	6.333484573	6.833392662	6.542969027	6.74014041	6.180404109	7.039832493	7.067550804
CAGL0J09460g	6.28399131	6.26338558	4.185543534	4.636456175	3.051503463	2.277887321	2.626398517	3.275861145	3.020521561	3.32861949	3.899785578	4.71792221	4.631113871	4.517107623	3.958758898	4.835578421	5.112045916
CAGL0J10164g	12.14347227	12.02955883	10.68877545	10.96531329	9.09666223	9.115708886	6.671931051	6.208797171	6.266398664	5.977288712	6.067330147	7.080018465	6.888286125	7.037006809	5.977543085	6.97073982	7.936949509
CAGL0J03234g	11.95332218	11.81751069	10.53942593	10.89213376	8.769169454	8.941591414	6.364580762	5.939586285	6.061108223	5.578958473	6.109750374	6.808956221	6.686435404	6.798859466	5.788563865	6.717722593	7.661537496
CAGL0I02046g	4.188393062	4.059653651	5.838854955	5.340447014	6.689181271	6.722355619	6.888507243	6.946456168	7.038987378	6.777993479	6.575730131	6.417871145	6.001599991	6.026974429	6.720495154	5.981458384	5.669013736
CAGL0M06809g	5.599628581	5.827080907	3.853997451	4.332649037	2.801293361	3.104304262	3.080929743	2.47091166	3.479741696	3.643632052	4.335719187	4.503210698	4.909679053	4.585414576	4.325129781	4.864213279	5.353440059
CAGL0B02387g	4.002817648	3.771622324	5.182496733	5.329897873	6.165960703	6.030406814	6.635525204	6.619414309	6.463944733	6.769373526	6.784466751	6.850255187	6.439543428	6.977527044	7.541231096	6.901628507	6.691052855
CAGL0F00407g	9.401343961	9.438766041	8.035280135	8.37443873	5.890806049	6.322339582	5.91396736	5.98557696	6.684127448	6.828658837	7.427630272	8.347334381	8.280917438	8.511102868	7.643585361	8.858421401	8.968225852
CAGL0K06677g	2.330034088	3.009483425	4.550050806	4.027844635	5.315659459	5.257763486	5.135065811	4.909933909	4.970814915	5.034055604	4.896070514	4.527376839	4.459078717	4.308409891	5.067399735	4.51281231	4.467491934
CAGL0K02123g	11.87877519	11.77288325	10.70597878	10.73534882	9.720705869	9.82971599	7.982376707	7.924524393	8.013315297	7.749273543	7.61367119	8.080630175	8.180605531	8.338774872	7.418769031	8.159797653	8.565437618
CAGL0I10054g	4.209997456	3.816460655	5.275879289	5.242607134	6.406958184	6.246631643	7.012928492	6.835729215	6.717269832	6.877605103	7.087882209	7.0779747	6.798983495	7.419280021	7.680078533	6.947511162	7.287087241
CAGL0A02112g	10.24325612	10.16703752	9.144352252	9.253880518	8.135755115	8.072717588	6.373450667	6.156145839	6.431632458	6.123114479	7.122096293	7.679610656	7.652647693	7.766841827	7.135270051	7.862656932	8.216076315
CAGL0I00814g	11.05197445	10.92197594	9.795794817	10.01662977	8.209096337	8.373399156	6.504386765	6.247061823	6.212475896	6.10951911	6.497172578	7.389475175	7.595833894	7.494235636	6.414120183	7.412465592	8.145971326
CAGL0J06374g	10.06134211	9.983535674	8.716785033	8.963561439	7.169605513	7.281112993	5.357007882	5.089136727	5.166762526	5.253906688	5.619235776	6.205891118	6.354214889	6.455848802	5.256816978	6.317991925	6.765573335
CAGL0B04323g	6.194706342	6.14092684	7.231319654	7.012026479	8.292451144	8.169848952	8.72927934	8.729714722	8.736457716	8.812801642	8.889057998	8.743283249	8.425419148	8.662831682	9.219602656	8.500867014	8.268269408
CAGL0A01366g	3.105038052	2.802177601	4.802673265	4.22290233	5.098150061	5.080145282	5.704990932	5.453323361	5.753604286	5.617890813	5.526688629	5.634714549	5.73395219	6.116903864	6.40880465	5.934973274	6.040134523
CAGL0A03212g	7.778660385	7.670923706	6.630497546	6.445521167	5.041448756	4.671033552	3.759508005	3.952728825	3.664098585	3.419571349	3.407129646	4.161038804	4.143205088	3.871113215	3.292670941	4.3502572	3.754499827
CAGL0M10395g	2.549276182	2.268809399	3.084500761	3.73984618	4.474123612	4.418483851	4.55167843	4.306824049	4.402513141	4.392099724	3.879282066	3.980262318	3.665055349	3.662082395	3.669757403	3.727020326	3.498942422
CAGL0D04026g	3.469870498	3.496496666	5.050482351	4.414805771	6.86103639	6.847216684	8.795949738	8.547524858	8.604187819	8.61831795	8.540994464	8.009495567	7.715382389	8.07734709	8.984366389	7.796409873	7.44394435
CAGL0K04741g	10.85928342	10.72107178	9.551580993	9.6170302	8.325149718	8.119450083	7.685702119	7.698103201	8.181439421	8.09285303	8.154596135	8.754843363	8.477083847	8.720923849	7.724968765	8.715460506	9.056580305
CAGL0G05027g	11.61266627	11.52687115	9.953051351	10.1376224	8.685808974	8.867181441	6.528412073	6.234419371	6.186892004	5.912217247	6.46657449	7.278167076	7.54577483	7.680125542	6.82927512	7.851973791	8.152234663
CAGL0I04004g	4.231283092	4.114546101	5.268906736	5.024445494	6.441454999	6.166729694	6.342164441	6.287401035	6.237613992	6.368295824	6.279741625	6.175629036	5.958033372	6.075281452	6.967051796	6.221693895	5.884979332
CAGL0D00946g	3.846073355	4.623599709	4.983914443	5.196897813	6.235012894	6.313090524	6.594388263	6.80185479	6.927546743	6.940386103	6.958256655	6.878711594	6.801829896	6.84757606	7.173384626	7.138370342	6.447978583
CAGL0G03575g	11.84853221	11.71383534	10.48931331	10.74481035	9.103987482	9.286891797	6.906952264	6.621843239	6.61546724	6.224347416	6.543516035	7.453935023	7.584307848	7.541808072	6.574634304	7.477621039	8.04037318
CAGL0A02145g	0.788468741	1.726954186	2.80492153	2.262942005	3.867690776	4.359805961	5.712001052	5.796410644	6.330112353	6.307077655	6.736826946	6.915800863	6.803724381	6.477978855	6.11009114	5.928208565	5.585080082
CAGL0E04994g	10.9753968	10.72860607	9.060528301	9.293780979	6.871917542	6.845079201	4.872661659	3.823634035	4.596355463	4.334828651	5.135327709	6.076748764	5.74187859	6.085800173	4.801424518	6.045370423	6.94303187
CAGL0M00814g	12.68680985	12.52035585	11.30483416	11.57872969	9.513966489	9.446964771	6.815532523	6.332586521	6.640814271	6.185998534	6.591571392	7.397691929	7.213059697	7.36956793	6.261278612	7.360650446	8.411495688
CAGL0C02981g	7.298486065	7.52996039	6.308848904	6.154124086	5.555012594	4.958871121	5.409698196	5.656524087	5.865343952	6.136582926	6.574136396	6.945249225	6.503883145	7.204426815	6.899175873	7.139834953	7.126705999
CAGL0K02937g	7.849197806	8.010640791	6.30203426	6.787576016	5.304993457	5.766958779	5.135065811	5.096141359	5.520867119	5.253906688	5.709109643	6.08083687	6.157880461	6.137273254	5.630099102	6.317991925	6.509986132
CAGL0L02893g	6.505452824	6.434948762	4.975373264	5.422173187	3.808509203	3.881311284	3.675934357	3.348054973	4.246145649	4.079880063	3.760987681	4.362536655	4.333568528	4.166969069	3.520036331	4.476178961	4.603727963
CAGL0M06897g	4.352795385	4.330882724	3.019519621	3.008397065	1.589925819	1.72923803	1.388260726	1.689091734	1.022845846	2.113087289	2.135772594	3.055326201	2.931128677	3.221622201	3.338121366	3.453145776	3.600153889
CAGL0H00462g	12.74224868	12.62370723	11.35384527	11.61787321	9.79237817	9.67225112	7.004388478	6.438343923	6.662633399	6.240030069	6.618108654	7.428495639	7.430959997	7.720342705	6.550701436	7.577192502	8.549707898
CAGL0H07161g	4.650123617	4.8014144	2.880057344	3.159023015	1.091035853	1.572698247	2.136266096	1.04602615	2.071869365	2.267977569	2.473318957	3.182515868	2.570725344	2.752301175	2.618297879	3.161696397	3.498942422
CAGL0M06633g	4.869625061	5.093238653	6.116403403	6.029278053	7.078603653	7.21974341	7.797023263	7.715265223	7.978944893	7.817758447	8.243509524	8.167768699	7.926151133	8.221446914	8.580869901	7.726973794	7.661537496
CAGL0F08459g	9.501651004	9.464526312	8.589646795	8.712633489	7.43471498	7.347547837	6.364580762	6.104976651	6.696267498	6.451476145	6.772008514	7.013137739	6.974065063	7.126331951	6.417653023	7.245648017	7.36585111
CAGL0G02475g	11.98460397	11.85736655	10.78950345	10.94881846	9.709881244	9.873369196	7.80524094	7.656061732	7.333315904	7.157428815	7.184008965	7.873535443	7.965608431	8.015419988	7.031877273	7.899436981	8.500372129
CAGL0J02354g	12.78740736	12.72093044	11.49152279	11.72239332	9.930846265	10.08083526	7.181496116	6.74505389	6.930119064	6.454167893	6.884302953	7.630254854	7.676106264	7.863235187	6.688682502	7.697440335	8.596902036
CAGL0M02695g	12.33637741	12.22307439	10.67268589	10.96467416	8.929224437	8.992692557	6.500343359	5.867728724	6.245896954	5.772546798	6.702225829	7.720799117	7.564890748	8.046042613	7.003947288	8.242559099	8.843467893
CAGL0H10362g	5.3304908	5.589411735	6.410555993	6.218446781	7.866919304	7.906379036	8.16970279	8.114157966	8.212412258	8.086794804	8.246014004	8.02866928	7.860321048	8.174789421	8.927577188	7.906337627	7.776822504
CAGL0M02849g	12.04068919	11.90599014	10.51052867	10.6999451	8.815934924	8.827132935	5.98513751	5.680024069	5.759401663	5.417315103	5.924544239	6.83096756	6.815039344	7.322535614	5.996565787	7.348034284	8.240450519
CAGL0C04587g	6.14510141	6.162795807	7.174622129	7.01532211	9.002432085	8.974719056	9.943851263	9.675076527	9.53094236	9.309573859	9.120954164	8.84833648	8.52380499	8.765770049	9.566274902	8.366581853	8.187899887
CAGL0M06501g	10.33582766	10.21230555	8.969920505	9.130900383	7.163714089	7.020116918	4.3686077	3.736660035	4.178522847	3.643632052	4.035688231	5.118712528	5.024602065	5.319048317	4.052635365	5.236928507	6.185650309
CAGL0B03311g	3.35820608	3.816460655	4.639264531	4.245529722	6.09343657	5.892320147	6.675521614	6.505650602	6.57987157	6.575328931	6.672743812	6.599811202	6.365802374	6.389470281	6.918006438	6.067087118	5.911478247
CAGL0F01045g	11.10662798	11.02137957	9.651800945	9.970259172	7.933352509	7.937810431	5.443785467	4.677520363	4.755655795	4.657995377	4.926366664	6.068537634	5.809437593	6.330985382	4.925722412	6.082401308	6.936595284
CAGL0F09031g	12.75980709	12.65418111	11.4482964	11.63845705	9.962793002	9.959621588	7.950129889	7.709567203	7.635538597	7.412604691	7.593359227	8.526618329	8.523517632	8.647380973	7.469007994	8.679659001	9.326489159
CAGL0L00803g	4.785788098	4.598144849	5.907806168	5.470996679	6.937263089	6.590767328	7.416351916	7.337821209	7.179660705	7.493338242	7.649678594	7.691690218	7.15190852	7.750406509	8.059992248	7.655050686	7.593612772
CAGL0D00616g	11.42940963	11.30502943	10.14210961	10.41686768	8.763337476	8.858200723	6.244016553	6.101499969	5.804960629	5.518516235	5.782713867	6.63359946	6.682322368	6.855281775	5.718683925	6.827222239	7.437120722
CAGL0M05885g	5.583166713	5.543473887	3.318595817	3.862025989	2.860765647	2.277887321	2.626398517	2.018952736	3.095770262	2.316120418	3.207776256	4.236273912	3.902792485	4.147017552	3.80539113	4.340099946	4.356146734
CAGL0I07931g	6.139482974	6.031078317	4.155614446	4.798253775	3.525777719	4.167931331	3.675934357	3.983275021	4.229534776	3.948595353	4.583968653	4.68607354	4.652296255	4.678698917	4.31000185	4.60900632	4.690444699
CAGL0G05940g	11.56931442	11.47012048	10.32487114	10.53178742	8.73580545	8.819532501	6.455101488	6.275108671	5.979019709	5.772546798	6.032936546	6.712129053	6.854871088	6.82734643	5.704292385	6.947511162	7.606848032
CAGL0G01078g	11.61608385	11.46352798	10.38696828	10.61885662	8.826694291	8.949074418	6.036301835	5.512115927	5.429282929	5.124702694	5.503431122	6.27888048	6.095838851	6.335399846	5.366902906	6.413115598	7.308431861
CAGL0L08114g	11.25786997	11.16793584	9.503753408	9.903352381	7.654392426	7.816508568	5.135065811	4.180703947	4.684310999	3.804156807	4.859901654	5.600952704	5.2357898	5.704106096	4.683120444	5.563735291	6.332607086
CAGL0M02497g	11.39931235	11.29639963	10.06496024	10.28552702	8.462861762	8.661496041	6.395389739	6.083989764	5.859957809	5.785429249	5.855371257	6.690889173	6.730921392	6.687588049	5.49616471	6.74876883	7.43255364
CAGL0L11484g	9.442421484	9.356708623	8.5699261	8.324832476	7.55886681	7.07221548	6.981364828	6.542014473	6.875113022	6.891573798	6.970423884	7.260254088	6.677164528	7.119949025	6.929187919	7.293807577	7.319605391
CAGL0K06149g	11.68700721	11.56185649	10.32424068	10.67176636	8.994571148	9.19085161	6.717925472	6.332586521	6.318378399	5.988473325	6.159486331	6.87164994	7.078692357	6.985975225	5.878474833	6.877250328	7.731993699
CAGL0K07414g	12.22788101	12.10315262	10.7999711	11.08247287	9.226325419	9.337185896	6.745517757	6.311675947	6.576591624	6.028757323	6.566141204	7.509584706	7.453459357	7.599837297	6.372858272	7.5344034	8.283566106
CAGL0J08932g	3.952438307	4.07818417	2.916207034	2.716066173	1.724080571	1.572698247	2.136266096	2.132326186	2.071869365	2.68949019	2.813036263	3.354465687	3.307353812	3.102360091	2.489938092	3.414944933	3.027847677
CAGL0F08745g	2.071398614	1.012124502	3.397435424	2.507221199	6.923382963	6.893457474	6.714439034	6.284337749	6.107300076	5.852257816	6.303019884	5.836782996	5.43716226	5.7345066	7.808747804	5.631933011	6.193769641
CAGL0H02431g	5.480244351	5.664911308	3.146680768	4.492534952	1.277166968	1.936179431	2.050377066	1.895904175	2.279776517	2.53533195	3.49060279	4.048648614	3.930800424	3.85889958	2.75862477	3.970337535	3.971527709
CAGL0H00682g	6.052470097	6.002257671	7.289322713	7.322519796	8.489012002	8.390355318	9.311272683	9.304419677	8.865697478	9.407610749	8.590315609	8.717913965	9.046025476	8.809264129	9.427293145	8.434391401	8.155009663
CAGL0H09064g	10.95535017	10.94377064	9.335841355	9.470455688	8.244414588	8.543863725	7.314100986	7.007173165	6.817926332	6.081937876	5.863222978	6.105125182	5.269081209	5.959941116	5.916427076	5.53285418	5.76295754
CAGL0E05170g	6.670380265	6.663819326	8.45405945	8.231569008	8.990000424	8.845426128	9.166324009	8.884391698	8.648597719	8.542562699	8.195597555	7.678262218	7.286024692	7.648544374	8.598486713	7.647863054	7.210458645
CAGL0K06061g	10.63807541	10.40834289	9.356543847	9.568499423	7.478088607	7.676870749	4.671594792	4.377521919	4.609253637	4.093756274	4.538926816	5.476146679	5.333444362	5.605209708	4.362269826	5.640235443	6.531501289
CAGL0M14025g	7.926268936	7.666338167	9.425181814	8.946399168	10.08218746	9.799126418	9.964544412	9.581781229	9.610474717	9.384160141	9.276045002	9.177631768	8.956686376	9.137476542	9.674883916	8.976239174	8.716315936
CAGL0J10384g	11.64784416	11.60372852	10.11733411	10.44310618	8.568082837	8.779799252	6.412703906	6.048318589	6.282592815	5.984754747	6.405153702	7.376230247	7.57878672	7.503091852	6.294323279	7.623991204	8.475056798
CAGL0M10241g	10.88448387	10.7868005	9.462330716	9.760425004	7.809593114	7.804458199	5.83268564	5.680024069	5.307946907	5.559091098	5.54307454	6.427534224	6.536148015	6.453820044	5.062894609	6.533887178	7.23164474
CAGL0J11550g	1.351895835	1.413366909	3.206291191	2.580247334	6.017072785	5.521386555	9.370067073	8.470780345	9.448563767	9.157672733	9.822869987	9.973337413	9.356099133	10.23997992	11.68663569	9.909859406	10.13693181
CAGL0I01122g	8.325608318	8.181053948	9.926712107	9.41101812	10.59561684	10.17339887	10.85118555	10.61622755	10.47932836	10.47501841	10.29204166	9.979372195	9.693562797	10.08246619	10.61067213	9.870703791	9.558495568
CAGL0A03740g	3.105038052	3.156239537	5.182496733	4.719621978	6.017072785	5.766958779	6.646543744	6.77154784	7.101940811	7.288390416	7.755418971	7.782341511	7.246873628	8.114422656	9.357273268	8.175592145	8.073752176
CAGL0F01551g	5.320594315	5.410867233	3.926682598	4.027844635	2.739263643	3.214381217	2.991576199	2.944422214	2.899734917	3.624641389	3.569509267	3.773544314	3.951455227	3.647955164	3.382183552	4.212284482	4.160136251
CAGL0K11319g	4.585475275	4.999130489	3.696623193	3.640902568	2.707219112	2.820824531	2.366947183	3.119638752	3.587953815	3.837527077	3.909929087	3.962646955	4.344021093	4.1570278	4.174575988	4.485424873	4.235483937
CAGL0J00737g	11.37680513	11.2174925	10.28805653	10.49153381	8.797505366	8.919922491	7.111649892	7.016433549	7.144650264	6.795080395	7.104538754	7.874713248	8.097329399	8.017481843	7.033029369	8.185553894	8.710668564
CAGL0K07634g	-0.148789152	-0.466983398	1.213078895	1.450704925	2.114514533	2.37589959	1.388260726	1.689091734	1.169387537	0.630140485	1.194343701	1.560612131	0.481550156	0.088968058	-0.738197736	-0.982601416	-0.679196733
CAGL0H04037g	3.606464948	3.440305638	3.96169651	3.295398807	5.700463754	5.421640672	6.382266371	6.094521369	6.079762811	6.00692379	6.184770471	6.16796328	6.056656083	6.119465821	6.751621419	6.048492894	6.397317004
CAGL0E05390g	9.465058858	9.46848269	8.554239913	8.928156316	7.179857968	7.346037083	5.753361176	5.469596769	6.720245361	6.413254634	7.422325359	8.164883117	8.199795656	8.362760177	7.377641775	8.383989875	8.568042645
CAGL0D05214g	10.65712434	10.63529328	9.563739378	9.766305043	8.372529427	8.705163929	6.834928128	6.825228645	6.764157193	6.611949398	6.916103266	7.635822958	7.860321048	7.631593573	6.802501613	7.826734447	8.124894948
CAGL0J04290g	0.235218345	-0.090736925	0.959568333	1.968697342	2.1625713	2.226265543	2.740495257	2.513392648	2.622803853	2.652467258	3.303217934	3.242138819	3.478409163	3.313989311	3.129912736	3.375705	3.272351982
CAGL0J07986g	4.855986206	4.585246992	3.44769899	3.707613112	2.498390478	1.999050834	1.644225546	2.237435716	2.622803853	3.154198103	3.224128143	3.624682768	3.837712905	3.259281611	2.886504245	3.742527236	3.42729497
CAGL0A03278g	12.50226993	12.33216082	11.15417277	11.42071594	9.713918506	9.789154694	7.250525705	6.780272128	6.758378933	6.353953939	6.665278199	7.515637553	7.406235042	7.61262381	6.369213878	7.637532488	8.485567032
CAGL0I04015r	0.788468741	1.012124502	2.725656601	2.171370237	3.746795675	2.985129556	3.587220068	3.416807668	3.362749935	3.787177685	3.407129646	3.327193188	2.985552148	3.51416975	4.332634673	3.57940452	2.819758678
CAGL0D00858g	10.76619223	10.7060703	9.618590537	9.858183458	8.121388713	8.252811512	5.68375385	5.184235659	5.407296168	5.019590181	5.344238273	6.171801249	6.563240673	6.272333218	5.150427949	6.312807372	7.010470012
CAGL0K04257g	1.187384897	0.20740583	2.597942575	2.073589857	3.051503463	2.953731521	3.35617116	3.439015915	3.300492641	3.54607563	3.847969857	3.602105216	3.867000173	3.730715117	3.424939796	3.90293262	4.297076453
CAGL0H04147g	2.907635097	2.97033708	0.813879719	2.073589857	0.482206245	0.687884905	0.891708992	0.648759398	1.640675082	1.593906943	2.100778631	1.560612131	1.553666962	2.175534643	1.941223588	1.869559288	2.242618754
CAGL0E00363g	2.615530003	3.084726746	1.70145837	1.450704925	0.877283215	0.526529005	0.42996583	1.260735014	1.424190877	1.669976984	1.259256162	1.359926491	1.816417093	2.325083831	1.860457011	2.079497235	2.065163701
CAGL0L01771g	4.500365063	4.449499383	5.834138889	6.370301119	6.494050814	6.611035556	5.967671407	6.452058811	5.307946907	6.02514127	5.19045916	5.797577025	6.302898328	6.106610296	5.810229028	5.951747562	6.472657487
