genesymbol3	S3	S4	S7	S8
CAGL0L04598g	5.4465204025878	5.43202087931289	8.25151783275738	8.24739059207528
CAGL0H08844g	5.15391235785028	5.14025682147229	7.93944445829439	7.9205800056968
CAGL0G05269g	0.238376534629686	0.204607480278279	3.71048545864988	3.64250374348493
CAGL0M04763g	3.3578879283193	3.30584030544436	6.34546605663943	6.39114170354786
CAGL0J02552g	0.532575515657045	0.444020586428941	4.8517771422267	4.74594715391412
CAGL0G02717g	2.58083782765411	2.51822228677441	5.87075354687733	5.95401703050254
CAGL0G09020g	5.4376651817158	5.46636587627662	7.77474627300783	7.72731252438115
CAGL0J07040g	6.73944575839964	6.79422879605463	9.18715265204891	9.15260709249535
CAGL0B00374g	6.00947879380112	6.00875779798633	3.6104529791731	3.54157296121984
CAGL0A01243g	7.39424399119395	7.25154005591676	11.6807150889533	11.7518778253958
CAGL0F04895g	6.84702457837698	6.88589425047693	9.05638924602759	9.01427618827151
CAGL0G09977g	6.57151036812969	6.49812121525732	9.03049461655145	9.00719603828458
CAGL0M07227g	7.90852824707228	7.86217760500117	5.61086384828708	5.65707150659733
CAGL0C02343g	9.85828944368902	9.83265737206989	8.14291814580377	8.13640192478622
CAGL0G02629g	6.05071479037817	6.06363020444178	3.72968577982157	3.79645772542772
CAGL0B02475g	3.11291998250177	3.39412444855637	12.0802807723459	11.8650959909878
CAGL0C02321g	5.08752955567259	5.15717617611778	7.75027624794853	7.69634387446935
CAGL0L04378g	3.56723580090095	3.42239143895596	7.20737711383998	7.22911368759011
CAGL0G05335g	7.25500494908619	7.2495692678679	8.73868947292353	8.72693025263096
CAGL0J02508g	3.77835253020511	3.63055892114116	7.57293450521071	7.51522350722986
CAGL0I04554g	6.71400207460486	6.66119072375395	8.69478838544427	8.73075601939654
CAGL0L13392g	5.16468515687779	5.27811631628209	2.32857475946906	2.29099125554544
CAGL0L00957g	5.22768541930704	5.19862630367809	6.96967744595578	6.92626188311742
CAGL0C01771g	4.5439771833306	4.57448177109651	6.1597567357011	6.13235487735184
CAGL0H02893g	4.88094069452315	4.79590258800575	7.02706513581594	7.04471341115405
CAGL0L05456g	7.21410520358929	7.30185779081545	9.67088682373453	9.62094334462149
CAGL0E01881g	5.07616260375905	5.06156383079485	7.54204165411271	7.65466174973167
CAGL0H08734g	10.6566539918138	10.633669019892	9.25953236647991	9.23572668403017
CAGL0K02497g	8.36835857063879	8.36735377922965	6.90991207582478	6.86839646758851
CAGL0M13937g	5.79048937751478	5.81447371895112	7.21420936125134	7.1907418187131
CAGL0I02398g	8.53745223469843	8.43741679074597	6.05709317578798	6.01175840227473
CAGL0G06952g	7.02900426437836	7.11748676371798	9.17538487802731	9.16467755283594
CAGL0G04829g	4.57661105989873	4.64814236541709	6.62723489669862	6.58535771082176
CAGL0M06897g	4.31170646989186	4.28228499656481	2.93619057912011	2.94610391976124
CAGL0M10351g	5.81804612412832	5.85651635765842	7.95073851015028	7.86770307606688
CAGL0A02299g	4.5439771833306	4.48350346533431	2.64403843839228	2.58952707722562
CAGL0L02717g	5.19652915128179	5.22293652997087	6.54832773928516	6.52494883049604
CAGL0L13387r	9.63295068702281	9.51184288899557	6.46771552800531	6.56835458622131
CAGL0H04675g	9.28044745231408	9.28482114537299	8.08911199600781	8.10873811645972
CAGL0L13376g	11.7272292273384	11.8280737866839	9.25788009758512	9.33959057724023
CAGL0M13783g	6.1784601061179	6.14221357626848	7.39795757249184	7.39982007980265
CAGL0H07425g	7.03194901702915	7.08248621751424	5.54735474380857	5.58281661396338
CAGL0I08547g	8.4096986818961	8.38810533168739	6.04564740089193	6.16665204534915
CAGL0E04092g	8.90015566878533	8.99248266870493	6.96967744595578	6.92292153038971
CAGL0B03795g	8.85097987860955	8.84495973103661	7.4581924431139	7.51078033522867
CAGL0H04081g	9.56138314579357	9.60496411728464	8.20682894628387	8.23666816362319
CAGL0J01994r	0.238376534629686	0.444020586428941	-3.15475877051776	-3.15475877051776
CAGL0B02860g	5.19652915128179	5.18218888325042	6.73330148559106	6.66749134472467
CAGL0J10802g	7.46131441547578	7.55102409819197	5.7156916179322	5.7045330673696
CAGL0F00253g	8.69065455817968	8.69661693237015	7.59404156765371	7.61588273287038
CAGL0E05148g	6.01544230401329	6.10345687721009	7.78625438090842	7.79282433511421
CAGL0G06050g	-1.39923509755722	-0.920515246448098	8.48128777282397	8.12917324851877
CAGL0E02717g	6.5876111084828	6.58195873622119	5.50340697045207	5.47746310349266
CAGL0K08360g	7.5847647302032	7.69266202344736	4.83414439876091	4.95662778948822
CAGL0D05500g	7.07255661624274	7.05792112235316	5.35674897839577	5.44056333294513
CAGL0L01265g	5.28804928369978	5.20677531297118	7.15685133155476	7.22640642990906
CAGL0H10428g	5.3647958694556	5.41101444345267	6.65008933733166	6.63519680651248
CAGL0H02783g	7.32630361839739	7.32824217192048	6.17384428314288	6.13235487735184
CAGL0L07700g	4.71496386658829	4.86961156047893	2.22413817695131	2.20559574163751
CAGL0G06380g	8.0180252420786	8.02311198904694	6.69718046520042	6.75274535777975
CAGL0H00781g	5.9296228393543	5.97575782215477	7.30820882013242	7.26912449267963
CAGL0H02695g	5.0647053802468	5.06156383079485	6.93494355075193	6.83324127204937
CAGL0C01287g	6.26109329543024	6.20458047589235	4.9450835743507	4.93025218223122
CAGL0K09416g	7.00822095942915	7.01447968268991	4.97757072197483	5.09365698106298
CAGL0K12210g	6.29089997072085	6.36973219446343	4.79821891009584	4.81964585106968
CAGL0K01573g	5.46406943442854	5.49991222734367	4.3545256688801	4.32787791751341
CAGL0I01100g	6.05071479037817	6.09030310291149	7.3256646962742	7.37069331044652
CAGL0F00605g	7.35009448706342	7.4872239423379	10.0675995019589	10.1782600517954
CAGL0L06952g	9.34521231090817	9.32608392738262	7.93634885548943	7.86248158493218
CAGL0F03113g	5.4465204025878	5.40394377383634	6.606611366649	6.58112567960274
CAGL0L05258g	2.9229473871225	3.07604337945072	5.86207931384563	5.75800084776831
CAGL0L13365r	14.8291053363665	14.9632529401689	12.4114040935694	12.4957969419908
CAGL0G02849g	3.19928094921342	3.2438324109299	6.11664942798563	5.93424467509004
CAGL0J01870g	5.3647958694556	5.41101444345267	6.73805000716208	6.68731438529963
CAGL0I08613g	6.38141933650836	6.44399771132067	4.99354401726627	4.94350026046301
CAGL0G09119g	5.748141474402	5.85651635765842	4.03766054856872	4.03791863366265
CAGL0I05896g	5.64420986798933	5.69790279876646	7.27918107661985	7.20456351132787
CAGL0J10494g	4.12574994277969	4.13633533188486	6.53747301614313	6.38143958964221
CAGL0J00803g	6.118773501682	6.1758110876563	7.33822851944686	7.33091968138828
CAGL0D00990g	3.86015865645705	3.83364656633926	6.56445821202398	6.38629880241055
CAGL0M12705g	6.6768574423601	6.6372718159484	8.70694955149128	8.58303415580106
CAGL0L00205g	3.75001947721778	3.79092210649947	4.81629347703764	4.80520422366177
CAGL0B02453g	5.91693530673183	5.97575782215477	7.40095494478436	7.34096635875269
CAGL0M03487g	6.29089997072085	6.36973219446343	4.09800777110072	4.22313587424269
CAGL0J00649g	9.15505280373237	9.08711805438076	7.64423223996181	7.58239827754227
CAGL0G05544g	5.27816240810047	5.25472577968419	7.39344980523157	7.25591046786304
CAGL0J03542g	3.83340206733665	3.76907584298613	5.15848285830893	5.11723110720189
CAGL0E06380g	3.80613985146084	3.89545068005109	6.7615609656256	6.58112567960274
CAGL0G07689g	5.89122051902251	5.90239453490249	7.4069310716094	7.31826214226463
CAGL0C05467g	-0.630450033894426	-0.441560345964067	-3.15475877051776	-3.15475877051776
CAGL0D00869g	-0.630450033894426	-0.441560345964067	-3.15475877051776	-3.15475877051776
CAGL0L07458g	5.50703021541631	5.51311536187728	4.17005648887852	4.08649946494714
CAGL0L00649g	3.91222762443787	4.06640651201767	6.15621324945401	6.16099217326425
CAGL0K09966g	9.42746332080388	9.40744065418949	8.10665942444834	8.18042894729097
CAGL0J11264g	6.99922135022612	7.04661538208861	6.00288510648159	5.99276690278663
CAGL0K07546g	1.84047026406673	2.46486167931455	10.5929801600661	10.8478493652829
CAGL0E05434g	6.80288341347585	6.74191557519341	5.5364926698189	5.5743251133042
CAGL0G01969g	6.80288341347585	6.8210185807404	5.77234177010645	5.72001284247874
CAGL0K10362g	6.21000478296706	6.32176581417731	4.31693385220588	4.22313587424269
CAGL0B03201g	4.23200217531686	4.29762646711019	6.36708494932919	6.23289318743151
CAGL0G07601g	6.83695736879597	6.80768587082624	7.99107818511718	8.05634687547637
