genes	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	AveExpr	F	P.Value	adj.P.Val
CAGL0E04884g	1.92128117368714	2.75496363526376	2.60745874812678	2.37519978422094	1.99761472152951	1.89356306864455	2.02698614671007	2.10145228429583	2.32109452491481	7.62261887409401	35.7642961296543	7.56572122504031e-07	2.98924070849074e-06
CAGL0F06853g	-2.29599329927264	-3.29355133829306	-3.14070701423727	-2.75440801321865	-2.09078994113493	-1.67654924673788	-1.6724439582429	-1.83367289815459	-1.44229729435068	5.18505790913558	35.7641414234575	7.56589100047799e-07	2.98924070849074e-06
CAGL0J03476g	-2.77016933215434	-5.24045628068942	-5.80039254661202	-5.06372263487725	-3.94490243737997	-3.35343513469997	-2.95105642153351	-3.24569836947252	-2.54901868079559	4.73383590317468	35.7138264299577	7.62134681742612e-07	3.0020880804534e-06
CAGL0L00473g	1.67790524049372	2.53621980352253	2.79803405933214	2.61941002707806	2.27253556942691	2.06782405488837	1.99058434087422	2.29588427422114	1.84248491325955	6.60521566850698	35.6852633207495	7.65304222783437e-07	3.01004328044425e-06
CAGL0M13255g	1.48061780908243	2.46257513804535	2.63482608814734	2.47858796327356	2.32062426286287	2.11002955076384	1.98430225369377	2.25429708841413	1.75832892321994	7.9901757723638	35.6523262855418	7.6897849860522e-07	3.02222405420295e-06
CAGL0M13717g	0.518074618860753	0.676882082662556	0.79529182591931	0.944274569139945	1.47621767372309	2.19478991850028	2.24361620019847	2.01996991692618	2.40689672563228	8.02044370363185	35.5883498039835	7.76175169927011e-07	3.04323627415632e-06
CAGL0I03608g	-2.6938986174802	-5.09423899941349	-5.18841671560713	-4.33334836092703	-3.6106376113431	-2.58131880292052	-2.74122111373101	-2.82480640422822	-1.8807979477777	4.64422532916588	35.5432325812044	7.81298300670072e-07	3.05915976365582e-06
CAGL0F04279g	1.44620423746565	2.13180982869161	2.10209486069308	1.81173476742179	1.72313815859538	1.48403024322821	1.4909476535799	1.79585729266897	1.32094977507035	7.00224324464449	35.5231476696222	7.83591834436327e-07	3.06274987564197e-06
CAGL0K06457g	-1.81105317091066	-3.15215077747115	-3.50599665225007	-3.2718222762629	-2.79248129113786	-2.34209391309269	-2.13613577869433	-2.33948913700132	-2.0731094202072	4.68648825349079	35.512040391561	7.84863615101784e-07	3.06395303882016e-06
CAGL0J10912g	-2.61120063783193	-5.8047033882783	-5.55444985143405	-5.23753697783785	-4.02901688553448	-2.77379003124044	-2.42532334858778	-2.91593653277687	-2.05901656477928	3.61665953003071	35.489956334491	7.8739949504051e-07	3.07156211366399e-06
CAGL0L10208g	1.10983020617118	1.8251422463183	2.10247976293414	2.05224859762437	2.25102393638921	2.15122853566868	2.11583222884478	2.13444453305412	1.90515436715225	6.9795675876643	35.4106250195001	7.96589287047433e-07	3.10509673692726e-06
CAGL0I06050g	-0.111451313102037	-0.0653319103575356	-0.616933829972284	-1.32948747005601	-3.66154905747564	-4.65941478724049	-4.09405330220602	-3.20343356767415	-3.5092540563559	11.6253803557927	35.3660735231035	8.01805781382908e-07	3.11846453606205e-06
CAGL0M04279g	-2.55411175916643	-5.48212787880898	-5.7348908730281	-4.56976838779741	-3.8091727219853	-2.91826554420193	-2.74608279285291	-3.29953272711723	-2.33976879739889	4.60838303949597	35.3549955460361	8.03109158138376e-07	3.12121487962465e-06
