genesymbol	wtvswt.20min	wtvswt.30min	wtvswt.45min	wtvswt.60min	wtvswt.90min	wtvswt.120min	wtvswt.150min	wtvswt.180min	wtvswt.240min	AveExpr	F	P.Value	adj.P.Val
CAGL0G07293g	0.712444596685088	0.772988504204929	0.883251372322737	0.955115058451235	1.13145235694014	0.777543872981568	1.16548937829105	1.13044221072962	1.11511434288603	6.97548149306415	6.49196147163106	0.00498140551626283	0.00653411623092858
CAGL0K02409g	-0.115082488103464	0.51648154461084	0.777349912088877	0.599777888675175	0.196363084096396	0.00697648643279436	0.0482963949341153	-0.00217500160486939	0.0349377991694455	7.79511693437621	6.48422413647838	0.00500259702011834	0.00656026938885759
CAGL0G09559g	-0.402851838376364	-0.924642081140449	-1.05249151841445	-1.43371438899149	-0.886621890225695	-1.41958304602135	-0.811514516344275	-0.88171914018738	-0.0801275757915549	4.5949820440668	6.463882074773	0.00505883588876294	0.00663235809608665
CAGL0L05632g	0.219466199295814	0.426107635544221	0.462661482575645	0.409114709871139	0.361601861276736	0.416963891605666	0.479186253964636	0.368380637399929	0.350795909777267	7.2633083220993	6.46332210280738	0.00506039485388541	0.00663274087633703
CAGL0G01804g	0.614794274103149	0.742451236319312	0.623492565095491	0.600033966491875	0.518513013049137	0.497127789774984	0.603682177747597	0.742483369632032	0.265006149595447	8.60679622770862	6.4588085672979	0.00507298189878326	0.00664597548032782
CAGL0D03828g	0.150060225059522	0.264690882552029	0.224373437133014	0.0157924128677225	-0.172580178539521	-0.102561633452583	-0.103654932337791	-0.126646630046698	-0.29851416928877	6.20310720062881	6.45879093672172	0.00507303114028462	0.00664597548032782
CAGL0A01325g	-0.142895130504545	0.502556553606355	0.16220480673375	0.643971737525265	0.823393693171425	0.597530008614835	0.597175104188775	0.963579973404245	0.929789188496915	2.53270432058198	6.44865215448327	0.00510144480115533	0.00668152702878363
CAGL0M11990g	-0.313171249436949	-0.104848669035424	0.353732013494	0.4013259330107	0.0917521087981967	0.0320609327646437	0.317153474722705	0.712725264357806	0.151507240085106	7.93028199206771	6.44485652545759	0.00511213166535007	0.00669282822334494
CAGL0H03575g	0.766417072378754	0.930799543819745	0.75988146049039	0.413261504265285	0.0814193126171501	-0.448797660367941	-0.32725892932296	-0.764005578375018	-0.977306943225842	1.99327933348049	6.44467963184547	0.00511263038493914	0.00669282822334494
CAGL0K02167g	0.0316827580753891	-0.107478583227766	0.10385342074784	-0.0313481961733144	0.233446490199576	0.3732602431024	0.446316448326026	0.193993875713284	0.397972474065925	5.57606776043565	6.4050718723171	0.00522580121192569	0.00683926733610775
