genesymbol	S3	S4	S7	S8	S11	S12	S15	S16	S19	S20	S23	S25	S26	S29	S31	S32	S35
GCN3	7.252379754	7.162022611	5.921209601	6.312535213	4.927856976	5.225261717	4.582604838	4.785460331	5.131433796	5.083572049	5.148238627	5.726293399	5.662673117	5.397139425	5.030958557	5.602492368	5.576825726
HEM15	6.299189494	6.14092684	8.11811828	8.30477169	8.787483374	8.741815741	9.046656657	8.960250718	9.18932389	9.538931668	9.35913702	9.939687192	10.1166861	10.09700084	10.26004726	9.98287744	9.875670542
MDH1	7.787668485	7.558286808	8.468586599	8.404912358	9.272222691	9.452942384	9.724823308	9.797229899	9.701744841	9.795534646	9.285571438	9.330522096	9.310857788	9.278548575	9.131186614	9.367664618	9.138433042
SUN4	4.961648853	4.491581379	7.09800875	6.535493871	7.581139255	7.453767169	8.505490185	8.409539821	9.187174906	9.148145775	9.521336356	9.958972227	9.282268812	10.53122137	10.82686784	10.47924816	10.51074326
PHO86	7.257576048	7.352941305	9.761742166	9.690508437	9.552238602	9.564650629	9.431345229	9.440325585	9.414983275	9.455079184	9.267688267	9.252481453	9.463209733	9.338053959	9.304105025	9.332232391	9.19985461
STR3	0.788468741	1.525641824	3.019519621	3.295398807	5.205275556	5.013186995	4.992653405	4.540449602	4.919958033	4.783160608	4.806606324	4.293758927	3.777292032	4.244125378	4.945436085	4.034733261	4.008821362
NAS6	5.558116265	5.671028161	6.837887045	6.708343749	7.839465124	7.650185991	8.083138898	7.891688398	7.873305149	8.018419186	7.987449694	7.959306046	7.700715318	7.912816637	8.291340034	7.739586231	7.570934266
PHO81	6.470077777	6.063990492	8.128748329	8.192798449	8.036086341	8.162142917	8.159482666	8.271717381	8.08316425	8.104893693	8.193523025	8.150367995	8.274442666	8.119550825	7.82812448	8.167716513	8.328506498
TIF34	9.388966708	9.377430886	8.027038561	7.931875786	7.289426562	6.958176736	6.960913248	6.75172313	6.798349026	6.834868707	6.743932229	6.918087585	6.752660339	7.169002664	7.153394139	7.177402122	7.50503471
FEN1	10.13059411	10.04840901	9.715051086	9.420371078	9.327614182	9.096969139	8.665710405	8.688597533	8.611417965	8.326739126	6.644166588	6.334724593	5.771220668	6.395824634	7.498499333	6.810766225	6.81378307
SUE1	3.278652806	4.002589729	5.518586788	5.48056619	7.310909154	7.845666905	8.06271925	8.344113741	7.942462126	7.918654185	7.558319935	7.544046784	7.74772506	7.454203305	7.97742152	7.417304677	7.657629235
RSB1	6.314229239	6.466942333	5.626169066	5.340447014	5.932980436	6.05650613	7.052126801	7.181949088	7.508768278	7.743783703	8.046110376	8.453619123	8.677127835	8.456422848	8.002339825	8.303944406	8.348039294
PDR13	9.321719437	9.26970098	7.182064366	7.550882188	5.599335319	5.101791483	4.969440194	4.444916551	5.323683831	5.314413588	5.896761797	6.779075423	6.214518258	6.937434584	6.389145067	7.01929076	7.19436237
CCA1	6.916905006	6.906074474	6.24277209	6.498292181	5.250447554	5.338993008	4.957692004	4.828155975	5.095218171	5.117928504	5.486586029	5.762375433	5.660583911	5.669559003	5.482735898	5.948408271	5.881632482
TNR1	0.235218345	-0.466983398	1.324876289	0.885862155	-0.952297307	-0.106129234	-0.77362669	-0.143798867	-0.967894283	-2.057619138	0.035084509	0.99430303	0.321507281	1.715448749	0.521884506	1.555189042	2.641276603
EPA12	-0.673624826	-0.466983398	-0.279361363	0.330562733	-0.952297307	0.136897595	0.12844673	-0.435454134	-0.080500832	0.469133444	1.493127911	0.848464523	1.723402454	1.602779449	0.166331612	1.811927993	1.749837361
CYN1	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-3.703235086	-2.457276189	-3.703235086	-3.703235086	-1.62823859	-1.806621258	-1.462081801	-1.036294426
PEP4	7.608120582	7.63851458	9.317796474	9.139987015	10.3504011	10.32084912	10.6691124	10.62699856	10.50414166	10.44234641	10.2972433	10.12084189	10.15243535	10.13532266	10.5148641	10.0017271	9.764455184
SSE1	10.19023415	10.02233027	10.19823984	10.12928147	8.461661778	8.290214888	7.633122735	7.56937363	7.727134795	7.729411576	8.176293363	8.633458556	8.608881915	8.836770147	8.589117857	9.168241753	9.286871563
MDE1	6.890388949	6.998964071	6.203086646	6.455260586	5.146745908	5.043330523	3.984596194	3.565531914	3.827544137	3.837527077	4.305302149	4.321664697	4.405194373	4.861213525	4.585987503	4.953535967	4.955313356
STE3	3.952438307	3.859947334	4.454954494	4.414805771	5.341984491	5.619690094	6.429812744	6.460225595	6.605846103	6.670990635	6.792712874	6.771507511	6.779862609	6.841381717	6.78209029	6.529424333	6.708158744
HSP78	6.465594278	5.569902918	8.94498425	9.007250729	8.909997095	8.876629894	9.124903503	9.256376176	9.218552335	9.314396487	9.023886597	8.85133099	9.076903176	8.871761459	8.655702631	8.99213776	8.825290934
PHM4	6.720162476	6.688150904	8.797737251	8.652523731	9.058277119	9.313418048	9.134718673	9.130257645	9.003362639	9.010453968	9.042735279	9.057271177	9.135616318	9.02104109	9.325890066	9.077917456	8.914378112
MSN4	3.977847874	3.576881261	6.964122323	7.008723303	8.534235377	8.32743878	8.714520646	8.464027607	8.509324519	8.529859872	8.393368888	8.049678741	7.860776078	8.389010008	8.827880757	8.058122431	8.0268023
FKS3	-0.148789152	1.629806528	0.813879719	0.634766268	2.739263643	3.045947122	3.3199226	3.700347191	3.782703896	3.853927154	3.594880674	3.624682768	3.285828255	2.752301175	2.965864724	2.346299812	1.689867992
PSE1	8.666637658	8.603477984	7.340102582	7.610932722	6.767019351	6.653182722	6.467581549	6.516134143	6.625024639	6.562912588	6.67423231	6.826105091	6.719927834	6.773056696	6.167872194	6.765943145	7.019634272
