genesymbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
CAGL0J09504g	0.0322879054752283	7.07941973373296	0.438549626883805	0.692656141667034	0.842297568490993	-7.64382848056431
CAGL0I01804g	0.0332786294137177	7.16843303047934	0.436102869145203	0.694233271984933	0.844031976696154	-7.64518579777122
CAGL0B02365g	-0.283212639903977	5.77725577502544	-0.434542091643238	0.695240436331737	0.845072831039772	-7.64604816437489
CAGL0I02002g	0.0767878767170016	5.82789936803063	0.434005005640265	0.695587217190461	0.845310703775115	-7.64634429282851
CAGL0L11022g	0.0770048737418598	5.33353603940865	0.43355471795679	0.695878034150007	0.845384417897234	-7.64659231750516
CAGL0K01815g	0.0501499909332406	5.37180861328965	0.433443201770484	0.695950067709501	0.845384417897234	-7.6466537074088
CAGL0L08888g	-0.104673027373915	5.21942798846078	-0.432938835228556	0.696275917142658	0.845525433674155	-7.64693118992523
CAGL0L05346g	-0.0403793022477448	3.70790906897137	-0.432795710929143	0.696368400066221	0.845525433674155	-7.64700987981813
CAGL0K06105g	0.0889118323631504	4.38876064348131	0.43165290160717	0.697107112898777	0.846238727851738	-7.64763738152556
CAGL0L05610g	-0.0488321479863592	5.13184627685236	-0.431081028250502	0.697476946526311	0.846504016445708	-7.64795084489312
CAGL0G09581g	0.0580875106166676	9.17820917911832	0.429887464863298	0.698249204395474	0.847257492646427	-7.64860390601524
CAGL0L07326g	0.0625592644677546	5.47880316864383	0.429616463386597	0.698424617782846	0.847286586403951	-7.64875196427441
CAGL0C01837g	-0.0449027162461455	4.87221964014666	-0.429140134161809	0.698732998415727	0.847422992677898	-7.64901200257005
CAGL0F00451g	0.029268360620085	6.51668100051088	0.428974917794232	0.698839980020701	0.847422992677898	-7.64910213868038
CAGL0J07106g	0.059026078656478	6.43012110803195	0.42843546573289	0.69918935556243	0.847662934858461	-7.64939623254061
CAGL0G06798g	0.402803773162369	1.71085725383037	0.426796296796179	0.700251592563742	0.848766824175506	-7.65028786959584
CAGL0D03674g	0.0522675199754215	8.52762323367781	0.42654073213679	0.700417292579395	0.84878378860336	-7.6504266155512
CAGL0I01276g	0.0939274701381692	4.72371448733608	0.426277030243039	0.700588292659651	0.848807167048667	-7.6505697027576
CAGL0C02057g	-0.2088341651702	1.78919761078121	-0.425661104557253	0.70098779117169	0.84910731578385	-7.65090360742372
CAGL0J03718g	0.0823497426989848	7.68048038600983	0.423874302940435	0.702147492539092	0.850162880413857	-7.65186986583815
CAGL0A03905g	-0.3245303304663	5.33321449738038	-0.423850232990194	0.702163122500882	0.850162880413857	-7.65188285789496
CAGL0J09438r	0.481633639837895	-2.79536644525551	0.422746337211078	0.702880162121617	0.850662882775351	-7.65247800236345
CAGL0L04836g	0.481633639837895	-2.79536644525551	0.422746337211078	0.702880162121617	0.850662882775351	-7.65247800236345
CAGL0I05720g	0.0282244166220735	8.8813784140804	0.421683946896935	0.703570645105142	0.851314394325967	-7.65304948066339
CAGL0D04466g	0.0670860473049091	4.94494475593654	0.421335313907458	0.703797319453575	0.851404541047081	-7.65323674064697
CAGL0I03916g	-0.0179007140951342	9.20317044358662	-0.420816359965048	0.704134811889302	0.851488487392244	-7.65351523195116
CAGL0B03520r	0.286442505693489	-0.0271029946479775	0.420602088197858	0.704274187168872	0.851488487392244	-7.65363013053603
CAGL0K02717g	0.0203485742670555	7.23292913184557	0.420526628864268	0.704323274289777	0.851488487392244	-7.65367058169514
CAGL0E06446g	0.04379217595271	5.84581650760684	0.419724950205656	0.704844897796074	0.8518420411009	-7.65409993931345
CAGL0I03762g	-0.0636284138210446	8.3827816559569	-0.4196092113123	0.704920223466875	0.8518420411009	-7.65416186633267
CAGL0K07942g	0.0483369925787303	6.20606247196551	0.418490328209218	0.705648660469952	0.852538167853462	-7.65475975739851
CAGL0I09746g	-0.307221068742059	5.30776403052979	-0.417931903459314	0.706012380127824	0.852793451384969	-7.6550576329612
CAGL0I09042g	0.0645544118444947	4.85634576740939	0.415905997267628	0.707332826849648	0.854093306384037	-7.65613534722073
CAGL0J00539g	-0.035711775456881	6.74600518838168	-0.415812482086847	0.707393812651229	0.854093306384037	-7.65618498252007
CAGL0K04675g	0.706753929614781	-2.3390767885611	0.415410187757238	0.707656202943693	0.854225772485429	-7.65639839690287
CAGL0J10934g	0.0474736046310182	6.29653809415824	0.414790098036219	0.708060756766845	0.854352941049031	-7.65672699274862
CAGL0E02189g	-0.0950795233396988	3.69318347311488	-0.414704612093827	0.708116539244203	0.854352941049031	-7.65677225914586
CAGL0I08151g	-0.20078497032033	2.42590969935577	-0.414210824483667	0.708438801905503	0.854352941049031	-7.65703356746686
CAGL0J06996g	-0.0371628407748483	6.13615291310524	-0.414086218434446	0.708520137397917	0.854352941049031	-7.65709946446766
CAGL0G09174g	0.0278777519200135	6.68854240127266	0.414078694854751	0.708525048519661	0.854352941049031	-7.65710344269677
CAGL0B02299g	0.0498613365374112	4.80729384053059	0.413441897924444	0.708940797528667	0.854670062954728	-7.65743992894508
CAGL0F05159g	0.059030705410879	6.0133031679296	0.412157025034947	0.709780085668439	0.855368269670082	-7.65811746641266
CAGL0K05665g	0.0534133509122361	6.76214832516621	0.412087195528	0.709825715116746	0.855368269670082	-7.65815423534146
CAGL0E04092g	0.145598305592912	8.59774305960765	0.411754287565428	0.710043273863209	0.855446192348117	-7.65832945316537
CAGL0K07315g	-0.0510819939739644	5.46388147546005	-0.411101660105674	0.710469883330882	0.855601441111312	-7.6586725835236
CAGL0M09152g	0.0361164895479336	5.05780284001026	0.410925869083735	0.71058481945729	0.855601441111312	-7.65876492632942
CAGL0F01133g	-0.111836241312626	4.80366117758177	-0.4108553918761	0.710630902027573	0.855601441111312	-7.65880193809438
CAGL0L06688g	0.0776490942618544	5.80988353751424	0.409773471175729	0.711338546299547	0.856269183852402	-7.65936941282818
CAGL0M00968g	-0.0672043066992103	3.88667681622169	-0.409508774087006	0.711511736092675	0.856293431584968	-7.65950804631144
CAGL0G00990g	-0.396978086470003	10.3997114848265	-0.407944026830216	0.71253603222305	0.857221160723828	-7.66032595004545
CAGL0D06270g	-0.0170282092957601	5.61322836723657	-0.407863101779712	0.712589029227261	0.857221160723828	-7.66036817455278
CAGL0A04785g	0.0289917735589214	7.29288139485836	0.406023844135127	0.713794144509892	0.858486293751686	-7.66132584398676
CAGL0G03135g	-0.0484277681008995	4.71949549723193	-0.405118942002499	0.714387476895337	0.858617380379674	-7.66179559948662
CAGL0H07931g	0.0706909705827261	6.29835577677374	0.405032356262423	0.714444264655712	0.858617380379674	-7.66184049930445
CAGL0J10472g	-0.0481963185037051	5.54084076496976	-0.40502441015221	0.714449476286201	0.858617380379674	-7.66184461940432
CAGL0J05742g	0.0429754088643097	5.3558488805789	0.404921485580889	0.714516983565284	0.858617380379674	-7.66189797984202
CAGL0G01298g	0.0237440413638046	6.02951536312712	0.402816271082372	0.715898565248527	0.86005158801007	-7.66298676512169
CAGL0M01474g	-0.0668246213847468	6.54422407729389	-0.402469967469766	0.716125976925519	0.86005158801007	-7.66316538442934
CAGL0C05445g	-0.0736135033666905	4.69771365151583	-0.402400432797821	0.71617164406415	0.86005158801007	-7.66320123310407
CAGL0I07821g	0.153619785640871	7.72503588399631	0.401255025113239	0.71692413043137	0.860770495657407	-7.6637909554573
CAGL0J09482g	0.038566410542495	3.45521045780509	0.400450648121589	0.717452838998144	0.861220475047118	-7.66420420027005
CAGL0G06138g	-0.0400618107174662	7.93598145648247	-0.400029213981316	0.717729930584738	0.861368288636123	-7.66442041498567
CAGL0I09196g	-0.0351294676124603	5.57852758357389	-0.399191032885535	0.718281210243429	0.861514032810646	-7.66484983633096
