S3	S4	S7	S8
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0.175385875439369	0
0	0	0	0
12.2748626059407	12.6890697829228	6.66466326669604	8.15691231777387
71.2475720823082	70.7259627244878	94.8837586126988	88.6009441413369
381.054430462682	378.591918113435	362.347218657737	394.063246800041
83.2555898489893	82.5829623577107	69.4528066739903	72.568392344333
119.279643149033	139.579767612151	138.379455721662	131.635688438558
157.171610323893	168.494205314221	118.385465921574	126.010231667679
42.4283294422734	34.946946287394	56.1234801405982	49.5040195837311
39.7598810496776	46.179893308342	36.3048762159495	37.1280146877983
6.93796582074911	8.52871903442353	21.2216909281637	19.126553020987
395.730896621959	340.524708764666	389.005871724521	390.125427060426
19.2128284266898	21.0097712799214	8.41852202108973	7.59436664068602
207.872129783214	193.248292267792	359.891816401586	317.557034716093
375.450688838231	350.925585635914	259.571095650267	264.115195392747
136.891402540165	91.7357340044092	200.816827378078	138.104963725068
130.220281558676	125.642592604678	85.939078965291	84.6631244017219
4495.00131732764	4896.94084852108	2975.07060507802	3287.79820973996
89.9267108304789	89.4475410927346	178.367435321839	146.82442171993
88.8593314734405	103.800751175057	117.333150668938	115.040590964466
18.4122939089111	23.7139992664459	25.7817236895873	26.720919661673
43.7625536385713	45.7638582334921	32.0956152054046	30.3774665627441
43.4957087993117	47.6360160703168	56.6496377669163	52.5980208077143
90.7272453482576	93.3998743038089	32.7971587071621	45.2849270055722
0	0	0.175385875439369	1.68763703126356
0	0.208017537424964	0	0
0	0	0	0
0	0.416035074849928	0	0.84381851563178
0	0	0	0
65.3769856185974	70.3099276496379	97.33916086885	107.164951485236
76.5844688674998	71.7660504116126	82.0805897056248	87.7571256257051
61.6411578689633	55.1246474176155	57.1757953932344	63.2863886723835
40.2935707281968	37.4431567364935	11.2246960281196	16.5950974740917
49.3662952630225	56.5807701795902	28.2371259457385	37.6905603648862
71.5144169215678	72.5981205613125	79.4498015740343	96.4765836205668
72.3149514393465	69.685875037363	55.2465507634013	63.8489343494713
35.2235187822647	48.2600686825917	20.870919177285	12.9385505730206
65.1101407793378	78.2145940717865	83.4836767091398	77.0687577610359
1196.79910407922	1085.85154535831	413.209122535154	544.544215421042
61.6411578689633	65.3175067514387	47.1788004931904	48.9414739066432
79.2529172600956	90.2796112424344	60.3327411511431	67.2242084119984
295.930926738876	309.738113225771	266.93730241872	254.27064604371
