genes	del4vsdel4.20min	del4vsdel4.30min	del4vsdel4.45min	del4vsdel4.60min	del4vsdel4.90min	del4vsdel4.120min	del4vsdel4.150min	del4vsdel4.180min	del4vsdel4.240min	sec.max
359	CAGL0B03817g	1.6531974265557	2.66985857207762	3.09108902804661	3.23546647832276	3.21968432824786	3.12705480121173	2.96698241551229	2.66459100286884	2.33064577647856	3.21968432824786
2099	CAGL0H02101g	4.65915072503186	6.76009990056379	6.96066963001927	6.70982358299038	6.78393157573354	6.60679507856868	6.52246625282856	6.47213787230545	6.1651262297809	6.78393157573354
1766	CAGL0G04433g	0.139023921228247	0.244166884629483	0.60956029553863	0.994022241701586	1.97665159044376	2.16226136230896	2.35635245214646	2.56970899409419	2.31573397682191	2.35635245214646
3196	CAGL0J06050g	1.08399822569526	1.90861598263075	2.2552613220694	2.43598603459787	2.43003468483068	2.3891821679197	2.75854110769369	2.53033245458261	1.98150276090898	2.53033245458261
352	CAGL0B03619g	1.60580198622565	2.66456765864373	2.87936603522849	2.97261463706902	2.97328069309601	2.99487426553054	3.26402447236302	3.12485140836715	2.66172916509352	3.12485140836715
4276	CAGL0L05720g	1.44261134091812	2.6490155480314	3.47924544768604	3.35919504395248	3.32674673774857	3.37057635776143	3.42918898324276	3.41359308906575	3.47931891875877	3.47924544768604
1397	CAGL0F04895g	2.53207950447676	4.40922279798447	4.90130744176973	4.54467636536431	4.28245545255466	4.08461292214756	3.9571948446488	3.60560503310819	2.91184643431771	4.54467636536431
1176	CAGL0E05984g	1.16228183787607	3.50189663389901	6.18664518497692	7.25959792794146	9.00174339181248	9.25577391305173	9.45702726155702	9.80216822324734	9.42049492910241	9.45702726155702
3606	CAGL0K03421g	2.90955884740499	5.26988940115168	5.75025310548227	5.74745665154986	5.65639054928586	5.37582008485219	5.26220676751992	4.80520610731725	4.0857931793776	5.74745665154986
3300	CAGL0J08294g	1.2269503472891	1.5980132603358	1.69616914753862	1.75840758431737	1.86077170578791	2.08997919554469	2.2747117871728	2.53980236356376	2.6035792080871	2.53980236356376
814	CAGL0D03894g	1.01096530474797	2.77353943967898	3.60873938615326	3.73096754425886	3.87546298205681	4.0009932485095	4.40404231459315	4.34917374927565	4.28537105618417	4.34917374927565
1456	CAGL0F06325g	2.0398399046322	2.88988391409942	3.23920228084806	3.28610290054352	3.29807610127499	3.27593999026128	3.2759840687095	3.3130792918153	3.23981509102564	3.29807610127499
711	CAGL0D01584g	0.365541249311815	0.763850886475617	1.02807822057898	1.31502266600078	1.87034215200675	1.89767591903863	2.25854916035343	2.28130807609594	2.20027845726835	2.25854916035343
2847	CAGL0I08591g	1.00425798067479	1.5290301142279	1.29114838786028	1.61426277528129	2.14596987116544	2.55805724654247	2.89660555508502	3.00358221126297	3.3458698336782	3.00358221126297
319	CAGL0B02860g	1.53111208332189	2.78894441469052	3.23667113480249	3.22085345149911	3.44095766871309	3.2648728175756	3.62094709948408	3.38446811392295	2.93833882649424	3.44095766871309
3790	CAGL0K07546g	0.639683375365576	2.82297936951618	3.86601390391346	3.93868693969101	3.13920958881724	2.74038333338707	2.74162677385741	2.28393479101105	1.76858648412027	3.86601390391346
4468	CAGL0L10186g	2.79842488155032	3.20740248671233	3.24184001165736	3.22022680232753	3.40270982138809	3.15933559244637	2.93410942268039	2.98814403839013	2.42755054485815	3.24184001165736
1906	CAGL0G07601g	1.09635735617702	1.95187889701861	2.22611105899574	2.05672858612025	1.99060670863766	1.9175298287524	1.87777045166164	1.87131006525871	1.51273064610359	2.05672858612025
4317	CAGL0L06666g	0.0686169501949587	0.949994701265385	2.61186951738628	2.84089508316976	2.64867669844292	2.24854817546794	1.98247560110544	1.9649347148716	2.47804169563458	2.64867669844292
514	CAGL0C02519g	-0.718375484389816	0.345812672472184	1.23111477990811	1.86616362355452	2.21330733516333	2.41161391904784	2.22745248239296	2.09100041146626	1.77551309911276	2.22745248239296
418	CAGL0C00275g	1.54609098537018	2.73732880339952	3.33577526003333	3.33618687583503	3.31372774600885	3.26046871802007	3.20804166604507	3.08597873849589	2.68805154992697	3.33577526003333
4231	CAGL0L04664g	2.09831103573787	2.23968687585602	2.46232498424736	2.72314295285356	3.16998186760867	2.89709510773335	2.81487367482284	2.94148069345447	2.51193052182503	2.94148069345447
4199	CAGL0L03982g	1.66832412178091	2.6044304990969	2.92733153414999	3.12403945718779	3.24264241346674	3.34840149928141	3.40249004552329	3.45677735854375	3.12485633435201	3.40249004552329
3301	CAGL0J08316g	1.48008787172602	2.45064968442561	2.48603377546659	2.50186862211577	1.86908878897829	1.16900400938579	1.09572817206992	0.942587058139305	0.696008142541825	2.48603377546659
1669	CAGL0G02101g	1.79071810356302	2.85920355846575	3.13616525027844	2.8875481410393	2.89772062161754	2.74162166133898	2.77042051413616	2.6324543615269	2.06552299500528	2.89772062161754
3117	CAGL0J04268g	0.806564686106189	2.04570445528571	2.6897516620901	2.55820764568971	2.3499375886019	1.92396943280483	1.7409441741206	1.53394386372824	1.146372634683	2.55820764568971
2371	CAGL0H08173g	3.17235952338111	3.59761605979442	4.05179785487359	4.2523923625537	4.4109390135429	4.16587569908105	4.0940319374982	4.29211798607961	3.69309024238484	4.29211798607961
2168	CAGL0H03663g	1.04481152984506	1.63162301588174	2.14148148014826	2.28625834260229	2.49601885523947	2.44144852662387	2.46959411486719	2.46559751742216	2.2414125016399	2.46959411486719
619	CAGL0C05027g	3.22350243595477	4.9907419856879	5.53798123735481	5.45516429401397	5.49706806894705	5.30576049146474	5.14226649570949	5.093452339284	4.82206577918606	5.49706806894705
3647	CAGL0K04301g	2.23439276458194	3.90608122252061	4.79572110434633	5.00686922821746	5.03716452307143	5.30216174930874	5.58173265105941	5.73025893386624	5.65098813865178	5.65098813865178
615	CAGL0C04939g	2.10259579390765	2.58593434229761	2.77213409211856	2.8051590303509	2.52260997113134	2.27157896130384	2.10448985603273	1.88537958546068	2.13308081572011	2.77213409211856
2895	CAGL0I09724g	0.307467517395616	0.790460891264071	1.33213272242014	2.20283000650767	3.04361467574795	3.02631663367351	3.4987175754655	3.18477276985323	3.36869044560903	3.36869044560903
3114	CAGL0J04202g	4.25982125378151	5.91116413112794	6.62659741842211	6.53331388333304	6.88288007274991	6.8487863342393	6.79963289381118	6.8816374779189	6.53065580941686	6.8816374779189
1536	CAGL0F08107g	1.10077677012168	1.82563830221598	2.04963449725093	1.68606953951193	1.25375107271891	0.81478925508301	0.659797738655383	0.456024196679428	0.185913032848928	1.82563830221598
1673	CAGL0G02189g	1.39667231754855	1.62106131910342	1.5354704807938	1.63819422905449	1.94935115483538	2.38577103757658	2.72668569188497	2.80474367156743	2.78499134577561	2.78499134577561
3365	CAGL0J09812g	1.67085361860865	2.56968684456268	2.85917618953546	2.7546734392792	2.7251131264985	2.4425756353644	2.49023130157643	2.2361959249157	1.65887975811852	2.7546734392792
3591	CAGL0K03069g	1.09302239132048	1.24485876051923	1.54656853039665	1.86898822593643	2.22244717411789	2.12904480506527	2.02760280659019	2.17222393740256	1.91516379357465	2.17222393740256
1486	CAGL0F06941g	0.589465573645802	1.62582056975319	2.23453093827985	2.00716855514674	1.81155396552925	1.55021196119107	1.48517551761861	1.27696529165668	0.933414813704561	2.00716855514674
4041	CAGL0L00429g	1.78012273893749	2.08719011473436	2.04887806912766	2.264856423067	2.21198836412946	2.3808253221692	2.60573621252525	2.59141891111538	2.59761196223945	2.59761196223945
2126	CAGL0H02695g	2.46861530672285	3.37314603107212	3.18872736763792	2.96766861051135	2.63155293127908	2.34492316557854	2.4459575931614	2.17300766920387	1.93227305852267	3.18872736763792
1161	CAGL0E05632g	0.836131695949602	1.8408053991243	2.44178337097139	2.61947361518184	2.99934716037917	3.20392533249923	3.57897376998592	3.60088252071181	3.56521825812987	3.57897376998592
1509	CAGL0F07513g	2.71302152600815	3.68475657371575	4.19218845998504	4.27444412832285	4.50552346632743	4.53685120460387	4.67064513920094	4.55766797412062	4.24799899754898	4.55766797412062
4847	CAGL0M05533g	1.63957016753274	1.81406938725292	1.9980645257337	2.18270981133237	2.02260533005007	1.91202999478889	1.71626157006974	1.52582767049583	1.58105927828179	2.02260533005007
601	CAGL0C04609g	1.14551611982418	1.83005910705936	1.9842401141807	1.9282202513538	1.82875050894346	1.78967941122549	1.79063207869313	1.52528097408118	1.22915866328583	1.9282202513538
2782	CAGL0I07139g	1.02056748300293	1.91633024600112	2.21725848764759	2.01245567559732	1.56142219371363	1.05536489817393	0.814251368854865	0.449255510985582	0.089020811369986	2.01245567559732
2419	CAGL0H09262g	1.47668475490998	2.78030871192129	3.4777015950485	3.33069765385406	3.15373482680406	3.01492927197507	2.65785559639856	2.94153243442233	2.44946400587334	3.33069765385406
59	CAGL0A01606g	1.75486680959319	2.24574295558001	2.28556153793885	2.19212646772679	2.38402178512016	2.75420015053185	2.64819944863858	2.90793117579255	3.08466946861326	2.90793117579255
3330	CAGL0J09020g	1.16228951893911	1.82835335539028	2.22142829129767	2.32070237377133	2.58021415478796	2.57477518740565	2.64875516418949	2.59692570438597	2.89943103460378	2.64875516418949
5001	CAGL0M08822g	2.06817355404019	1.80623781534028	1.99936769795868	2.00338619395558	1.81693274720664	1.9315356888245	1.66835526565439	1.72260448895004	1.57671081661608	2.00338619395558
298	CAGL0B02431g	1.20344234598456	2.21309634177103	2.47238649138998	2.37393523964533	1.96809876939622	1.67248143098652	1.77956660734744	1.60413339439814	1.32491019284327	2.37393523964533
2122	CAGL0H02585g	1.57366735004616	2.39354137001498	2.89260172771144	2.87212264998168	2.88709748228936	2.75810493661379	2.81353834023666	2.57858656411138	2.01661080790179	2.88709748228936
927	CAGL0D06688g	1.05432060257884	2.01428544445633	2.50701059410486	2.39286231394001	2.40752467910777	2.11317987845652	2.10312360381898	1.90478079913724	1.51579132049097	2.40752467910777
300	CAGL0B02475g	1.40636117873597	2.5713498710257	2.1506950099152	1.70696191655465	0.958328465998526	0.646124766321769	1.73128408336753	0.936831281072786	1.02063301641684	2.1506950099152
3979	CAGL0K11858g	1.11299206621485	2.03046387593914	2.27721963908872	2.05344422050277	1.99564219852744	1.80994367435851	1.83871260640345	1.59872134586584	1.22908108533693	2.05344422050277
3112	CAGL0J04158g	1.42048927530824	1.95028714555854	1.92469962300333	1.94559738730033	2.01196711303323	1.79658145433604	1.6163960640091	1.46724389523079	1.12047480668439	1.95028714555854
5232	CAGL0M14025g	1.73541484331324	2.10844673095346	1.80799247583944	1.42134260430249	1.53210442286965	1.12796574989372	1.15145196171788	0.918456985776507	0.46263132438372	1.80799247583944
1222	CAGL0F00605g	2.33423593088331	3.80449342158876	3.98809083004486	3.55648328440097	3.1864126529562	2.80288533218501	2.60838097988541	2.33211868824583	1.71520534473065	3.80449342158876
1535	CAGL0F08085g	0.749895878630742	1.49050673937615	1.48423611758545	1.87429590847144	2.33739247572032	2.58482049186296	2.84010885618469	2.93554048083831	2.7444523621175	2.84010885618469
1840	CAGL0G06050g	2.40326526824867	3.93186707341898	4.22476187539104	4.16115789136264	4.40129216448513	4.33813906765333	4.53585348752475	4.36766455074555	4.39572901077951	4.40129216448513
2686	CAGL0I04994g	1.31685047931274	2.03455991405929	1.82188013096486	1.625490628439	0.795163646153538	0.228110962235432	0.611983428952293	0.638435401513293	0.603893731036599	1.82188013096486
1160	CAGL0E05610g	1.45389009295975	2.17882004220785	2.27235043903646	1.85927303848398	1.48924352624659	1.11572766552866	1.17759534952151	0.962117010115891	0.59583269879256	2.17882004220785
2041	CAGL0H00704g	2.49646344381978	2.72227014874354	2.52574888231668	2.80984005967096	2.70916501662815	2.55561829070812	2.70745444896015	2.46425825002238	2.71797122757024	2.72227014874354
3043	CAGL0J02552g	3.57364198806319	4.44299502136666	4.63614399751123	4.85615477779083	5.27219620156998	5.30257699352344	5.31145065272428	5.44137049756282	5.13982524462784	5.31145065272428
3923	CAGL0K10604g	1.72883825297008	2.4061874695764	2.45348788521858	2.22903023004729	1.9805794355123	2.03014172626206	1.95614816366707	2.0314988820961	2.05660510831124	2.4061874695764
1698	CAGL0G02739g	4.01697463971957	6.40255577459779	7.17194604192996	7.45105011816153	8.1921413588273	8.23772352028034	8.16707016576541	9.0160796638989	8.8756393155723	8.8756393155723
2503	CAGL0I00726g	1.31419049461812	1.5313156271996	1.71109992942364	2.43603097161104	2.87316069018773	3.23784681472289	3.12704419767956	3.61337757860333	3.15974004711005	3.23784681472289
25	CAGL0A00737g	2.33570951336091	3.36266759410635	3.95623375070346	3.89428930008024	3.41621144110196	3.22008106198517	3.60201282580133	3.4404468499468	3.17370874781948	3.89428930008024
4748	CAGL0M03305g	0.296370463735147	0.498409248331354	1.3292487210188	1.24668246016625	2.14397977286253	2.47583159155081	2.89620934351088	2.83288750882236	2.35214802710077	2.83288750882236
1114	CAGL0E04554g	2.06034601433663	3.21310712843332	2.70495457721086	1.93252453380345	1.77265674210404	2.0157160447461	0.926800855913167	1.99842885884158	1.54728839560342	2.70495457721086
320	CAGL0B02882g	2.70903113367812	4.47127687484069	4.78435336111701	4.61948432629191	5.0928811171525	5.20805289914187	5.34387886124394	5.3500429230884	5.09883831675833	5.34387886124394
992	CAGL0E01705g	1.43764123006923	2.38490565392688	2.84420442826077	2.9612111716152	3.12087291349913	2.95115752129175	3.26817234726471	3.1898454020244	2.86540647465325	3.1898454020244
3645	CAGL0K04257g	1.07070556678715	1.58180133139044	1.38160982751225	1.67133881407993	1.55777305555857	1.98580396465907	2.03085712719836	1.96339467600468	2.03102399157467	2.03085712719836
