gene.names	S3	S4	S7	S8	S11	S12	S15	S16	S19	S20	S23	S25	S26	S29	S31	S32	S35
CAGL0A00165g	3.67019985795068	3.72534561378791	2.84297851759466	3.11054094480666	3.7467956752908	3.36519047617903	3.91339866466483	4.12699779286724	4.34198434957711	4.29934195417717	4.69957793301608	5.2333324932673	4.99837334520868	5.22701507436306	5.2802928500766	5.36267081330236	5.6844619238685
CAGL0A00187g	6.20011417473929	6.19711093563819	6.66011104987957	6.54007734994168	7.14738751207711	6.98366150163109	7.29321897103574	7.40845933419775	7.35645030951936	7.46692587943615	7.4232108673328	7.42367540787033	7.4235869009061	7.38774725973204	7.26350426520521	7.25783946037205	7.2807488379281
CAGL0A00209g	8.61797316376586	8.61621459257664	8.59244216024357	8.69218765883173	8.63135177104482	8.72215113230873	8.58018142767862	8.57598799891569	8.43339209648502	8.44377074095596	8.19973768810242	8.00519991387396	8.19186090766545	7.98343021863835	7.80200538944153	7.95789701800929	7.7477048491106
CAGL0A00231g	6.42460316178693	6.42049843102757	6.2103838534359	6.25235952041227	6.24062078982813	6.30999428148022	6.4675815492531	6.53687541517769	6.00852838932485	6.01423840959678	5.97855382161813	5.81731318692339	5.72198033189724	5.57938880076491	5.6632151366202	5.53285417996509	6.57980136895478
CAGL0A00253g	6.94294249205431	7.17714406765486	7.20416346718781	7.11084488558409	7.28942656249524	7.44955266370054	7.24570307039384	7.3199817302005	7.28590351842564	7.26864733685049	7.27314700499672	7.08205933822248	7.22653929716461	7.03971451347402	6.95372968359405	7.08005880114638	6.97164633375668
CAGL0A00275g	7.3407182438632	7.44862186723437	6.97915252259226	7.04787086133232	7.07546914108178	7.21147058276621	6.98426295859205	6.87087006567744	6.71726983161514	6.87760510270208	6.66976220117677	6.78910461135281	6.91569868605671	6.54811885124488	6.68428954869407	6.67188957755093	6.78898660174636
CAGL0A00297g	5.45332411913967	5.18158217886152	5.90331054056408	5.70124065386841	6.18934725912331	6.33152972098756	6.2821976693976	6.42171207892444	6.36475223833068	6.16314838073192	5.74920864701924	5.54286554360977	5.89900126603796	5.56817964263462	5.2802928500766	5.51038439648953	5.5090334929672
CAGL0A00319g	5.35977933818209	5.58293806408803	5.27587928890924	5.28691259709794	5.31033631505986	5.52138655523706	5.49345223681413	5.67535459574665	5.70035209021209	5.54905386201522	5.5942927786699	5.65130373603742	5.95462696130014	5.79345077525987	5.79401073339614	5.85519556298896	5.86138667072947
CAGL0A00341g	2.85375491677133	3.1562395365357	4.50328605096891	4.33264903680354	5.9973331201874	6.1495115194952	6.89775923116677	6.94063072463467	7.05321634495485	7.11893099606512	7.29556424840892	7.17486268877412	7.39559725309878	6.9859752249118	7.42229051829701	7.06626087289666	6.78361716701439
CAGL0A00363g	8.67248532670153	8.46336201752122	8.69484160663413	8.67770119363493	8.78220584181939	8.78927987597218	8.31144702034851	8.29015989855632	8.43972426559885	8.41020176562091	8.42995430794524	8.25718588113755	7.97151931128661	8.17909391635072	8.37048903105861	7.96369751604163	8.11138554144067
CAGL0A00385g	4.31341759206038	4.4494993833966	3.17679383630878	3.00839706530436	2.83133593597708	2.37589959021829	2.21732787032345	2.84812854631345	3.0957702616128	3.01528945315681	3.6564232075198	3.99766518864857	3.85973390585571	3.97661832944082	3.704879897961	4.39018585351253	4.5200994604043
CAGL0A00407g	7.74390726920358	7.6462973336801	8.58263459473567	8.38084070195076	8.59788111784373	8.66271020092242	8.43415755660001	8.42283365479368	8.35324005596978	8.18404658114095	8.0217627549411	7.88643871980605	7.81970568487195	7.68963905453077	7.93921801234419	7.67033322139534	7.48422193983454
CAGL0A00429g	8.59660372068365	8.50675836853716	8.1113126942783	8.11505951193304	7.94198355335304	7.95872013620735	7.81991582215078	7.78194181047016	7.67134111825834	7.59562200173414	7.3561695536449	7.31160091516179	7.34770621672625	7.16404759365389	7.08616563721619	7.38060959897908	7.25640569458207
CAGL0A00451g	7.14151066215983	6.57200905838714	7.741180299299	7.18002184292423	7.39754677547084	6.95024383126278	7.26965663194164	7.17534985218096	6.97066442610873	7.01520528482015	7.037883401803	7.02591632797046	7.16964636745278	6.99157998593249	6.58880574289714	6.94918281176092	7.00740227705483
CAGL0A00473g	7.06947317197849	7.02546474519782	6.51737819155985	6.4745443667038	6.58502763558974	6.3736595559074	6.90389442399135	6.84615390828946	6.71726983161514	6.96135117455719	6.73682694593345	6.63637975149141	6.7585327299939	6.59673540420284	6.58880574289714	6.67188957755093	6.65817767752569
CAGL0A00495g	12.177967666596	12.3091193808374	11.6296693185058	11.7525746043779	11.6367006115944	11.9835423472213	12.0644719900285	12.2597311738163	12.1164860655032	12.1688645238446	12.5818663209912	12.6750788707669	12.843880064015	12.7312637906731	11.6145861696368	12.402256777907	12.9141628841405
CAGL0A00517g	6.5357100672862	6.53559684330314	7.57021753422496	7.26830326385029	7.97010510396658	7.77332249690989	8.19494076985463	8.21171036254816	8.01452779534273	8.3208519776107	8.25051114154877	8.10993164551322	7.94515670197502	8.18827481368635	8.10451079282794	7.88728085288031	7.94739187189704
